pid,kicker,kgro,knet,ktb,kr,kry
552449,BW-0350,62,51,0,EW-0500,11
552480,BW-0350,58,40,0,EW-0500,18
552532,RG-1500,14,13,0,KR-1200,1
552536,DC-0500,73,39,0,LJ-0350,34
552570,DC-0500,74,54,1,,0
552581,DA-0300,68,45,0,MT-0550,23
552600,DA-0300,67,47,0,MT-0550,20
552612,DA-0300,70,14,0,MT-0550,56
552621,DC-0500,69,48,0,LJ-0350,21
552638,DA-0300,70,40,0,MT-0550,30
552654,DC-0500,72,48,0,LJ-0350,24
552674,DA-0300,50,26,0,JL-0260,24
552682,TM-3300,67,9,0,DW-4050,58
552697,TM-3300,62,-35,0,DW-4050,97
552699,LT-1100,50,38,0,PT-0400,12
552712,LT-1100,65,45,1,,0
552739,TM-3300,63,11,0,DW-4050,52
552757,TM-3300,54,34,0,DW-4050,20
552770,LT-1100,51,37,0,PT-0400,14
552772,LT-1100,67,43,0,TC-0050,24
552779,LT-1100,70,53,0,TC-0050,17
552791,LT-1100,66,40,0,TC-0050,26
552796,TM-3300,45,45,0,,0
552809,TM-3300,50,-10,0,JJ-2000,60
552816,LT-1100,64,46,0,TC-0050,18
552827,LT-1100,67,44,0,TC-0050,23
552845,LT-1100,68,43,0,TC-0050,25
552861,SH-0400,65,43,0,WP-0700,22
552871,SH-0400,65,46,0,WP-0700,19
552892,SH-0400,65,45,1,,0
552901,SH-0400,61,40,0,WP-0700,21
552916,SH-0400,65,48,0,LS-1700,17
552926,SH-0400,69,47,0,LS-1700,22
552947,SH-0400,67,48,0,LS-1700,19
552948,JF-0900,69,51,0,LW-0500,18
552957,SH-0400,62,45,0,LS-1700,17
552966,SH-0400,64,39,0,LS-1700,25
552979,SH-0400,65,27,0,LS-1700,38
553014,SH-0400,65,45,1,,0
553026,MC-3000,65,45,1,,0
553042,JH-0900,44,32,0,DW-3000,12
553064,JH-0900,71,42,0,RC-1500,29
553071,MC-3000,58,38,0,SL-0900,20
553080,MC-3000,72,52,1,,0
553097,JH-0900,64,39,0,RC-1500,25
553108,MC-3000,65,38,0,SL-0900,27
553116,JH-0900,63,41,0,RC-1500,22
553150,MC-3000,62,38,0,SL-0900,24
553166,MC-3000,45,35,0,RR-0250,10
553190,JH-0900,34,25,0,,0
553192,SG-0800,73,53,1,,0
553208,SG-0800,74,54,1,,0
553224,SG-0800,67,40,0,KM-0450,27
553240,SG-0800,65,45,1,,0
553278,SG-1100,71,51,1,,0
553296,SG-0800,65,53,0,KM-0450,12
553308,SG-1100,70,50,1,,0
553329,SG-0800,73,53,1,,0
553346,SG-0800,71,51,1,,0
553364,SG-1100,63,56,0,WW-0200,7
553368,JB-7100,68,46,0,BB-2530,22
553378,JB-7100,70,40,0,BB-2530,30
553387,JB-7100,60,44,0,BB-2530,16
553423,AH-2600,63,30,0,BT-0300,33
553436,AH-2600,60,45,0,BT-0300,15
553460,AH-2600,53,46,0,OC-0150,7
553462,AH-2600,56,42,0,BT-0300,14
553494,JB-7100,67,42,0,BB-2530,25
553498,JB-7100,68,47,0,BB-2530,21
553505,JB-7100,39,39,0,CT-1300,0
553513,JB-7100,63,47,0,BB-2530,16
553541,MC-3000,65,45,1,,0
553596,OM-0100,65,54,0,RC-1500,11
553605,MC-3000,73,33,0,DH-2700,40
553621,MC-3000,60,40,1,,0
553623,OM-0100,70,44,0,RC-1500,26
553640,MC-3000,68,45,0,DH-2700,23
553660,OM-0100,65,45,1,,0
553680,OM-0100,65,45,1,,0
553702,PD-0200,65,45,1,,0
553722,PD-0200,65,45,1,,0
553742,KF-0250,67,42,0,JC-5600,25
553772,KF-0250,71,40,0,JC-5600,31
553784,PD-0200,65,45,1,,0
553789,KF-0250,59,39,0,JC-5600,20
553796,KF-0250,64,38,0,JC-5600,26
553810,KF-0250,65,33,0,JC-5600,32
553838,KF-0250,66,37,0,JC-5600,29
553843,PD-0200,63,41,0,ER-0600,22
553854,KF-0250,62,34,0,JC-5600,28
553867,DC-0500,74,54,1,,0
553878,JS-1100,67,43,0,MT-0550,24
553887,DC-0500,65,45,1,,0
553937,DC-0500,62,42,1,,0
553947,JS-1100,60,46,0,MT-0550,14
553968,DC-0500,65,45,1,,0
553980,DC-0500,65,45,1,,0
554006,DC-0500,70,46,0,RM-5400,24
554023,MB-3000,71,52,0,DW-4050,19
554031,MB-3000,65,45,1,,0
554053,MB-3000,65,45,1,,0
554070,MB-3000,65,45,1,,0
554096,LT-1100,65,45,1,,0
554106,MB-3000,70,45,0,DW-4050,25
554129,MB-3000,71,49,0,DW-4050,22
554149,MB-3000,65,45,1,,0
554159,BW-0350,72,53,0,CG-1060,19
554176,BW-0350,74,54,1,,0
554201,GZ-2000,71,47,0,MS-1300,24
554204,BW-0350,70,50,1,,0
554212,BW-0350,72,52,1,,0
554217,BW-0350,74,54,1,,0
554233,BW-0350,61,51,0,CG-1060,10
554251,GZ-2000,65,45,1,,0
554271,BW-0350,72,52,1,,0
554290,GZ-2000,65,45,1,,0
554305,GZ-2000,65,45,1,,0
554311,BW-0350,65,45,1,,0
554335,JT-3950,74,54,1,,0
554355,MP-2100,73,32,0,JJ-3900,41
554388,MP-2100,57,37,0,AA-0800,20
554420,MP-2100,57,45,0,JJ-3900,12
554422,MP-2100,71,21,0,JJ-3900,50
554431,JT-3950,68,48,0,TH-1900,20
554438,MP-2100,74,44,0,JJ-3900,30
554448,MP-2100,74,54,1,,0
554479,JT-3950,74,54,1,,0
554495,MP-2100,45,31,0,BG-1000,14
554498,JT-3950,9,9,0,,0
554516,MK-1200,69,39,0,TC-0050,30
554526,TM-3300,65,45,1,,0
554555,TM-3300,65,45,1,,0
554580,TM-3300,66,50,0,RP-0300,16
554602,TM-3300,37,30,0,DW-1000,7
554604,TM-3300,65,45,1,,0
554619,TM-3300,65,45,1,,0
554664,TM-3300,71,46,0,RP-0300,25
554676,TM-3300,63,41,0,RP-0300,22
554689,PM-0300,72,52,1,,0
554696,SG-1100,66,50,0,DK-0300,16
554715,SG-1100,71,45,0,DK-0300,26
554751,PM-0300,65,45,1,,0
554760,SG-1100,71,51,1,,0
554768,SG-1100,69,39,0,DK-0300,30
554772,PM-0300,65,45,1,,0
554780,SG-1100,65,26,0,DK-0300,39
554796,SG-1100,70,50,1,,0
554807,PM-0300,69,51,0,KM-0450,18
554828,SG-1100,65,45,1,,0
554848,SG-1100,65,45,1,,0
554853,RL-0900,65,41,0,LW-0500,24
554865,SH-0400,73,53,1,,0
554877,SH-0400,57,37,0,ME-0100,20
554887,RL-0900,55,31,0,LW-0500,24
554895,SH-0400,73,53,1,,0
554904,SH-0400,72,52,1,,0
554916,SH-0400,69,47,0,BS-2400,22
554927,RL-0900,61,43,0,LW-0500,18
554938,SH-0400,69,41,0,JR-3100,28
554947,SH-0400,70,31,0,BS-2400,39
554961,SH-0400,70,40,0,BS-2400,30
554966,SH-0400,72,52,1,,0
554992,SH-0400,73,53,1,,0
555015,JH-0900,65,45,1,,0
555061,JH-0900,67,44,0,LS-1700,23
555072,JF-0900,68,39,0,SL-0900,29
555092,JF-0900,65,45,1,,0
555104,JF-0900,65,45,1,,0
555106,JF-0900,65,45,1,,0
555119,JF-0900,65,45,1,,0
555131,JH-0900,65,35,0,LS-1700,30
555167,JF-0900,65,45,1,,0
555177,JF-0900,68,48,0,SL-0900,20
555187,NN-0200,71,45,0,MT-1300,26
555202,GG-0100,65,45,1,,0
555214,GG-0100,64,41,0,MS-3900,23
555227,GG-0100,73,47,0,MS-3900,26
555276,GG-0100,65,45,1,,0
555278,GG-0100,73,53,1,,0
555292,GG-0100,74,54,1,,0
555317,NN-0200,73,47,0,AS-2600,26
555341,DB-0200,65,45,1,,0
555359,DB-0200,65,45,1,,0
555386,DB-0200,65,45,1,,0
555399,SS-3100,65,45,1,,0
555419,SS-3100,65,45,1,,0
555421,SS-3100,74,54,1,,0
555440,DB-0200,41,25,0,DP-0650,16
555446,SS-3100,65,45,1,,0
555461,SS-3100,70,45,0,DH-1800,25
555477,DB-0200,74,41,0,CR-0250,33
555500,DB-0200,65,45,1,,0
555505,RS-3400,73,53,1,,0
555536,SJ-0300,72,45,0,JB-2950,27
555553,SJ-0300,73,53,1,,0
555583,SJ-0300,73,47,0,JB-2950,26
555601,SJ-0300,74,54,1,,0
555624,SJ-0300,69,52,0,JB-2950,17
555657,DA-0300,63,50,0,DM-1300,13
555669,DA-0300,66,40,0,DM-1300,26
555718,SG-0800,61,45,0,LJ-0350,16
555724,DA-0300,64,47,0,DM-1300,17
555745,SG-0800,71,35,0,LJ-0350,36
555759,DA-0300,66,46,1,,0
555764,DA-0300,63,38,0,DM-1300,25
555780,SG-0800,65,45,1,,0
555796,SG-0800,66,47,0,LJ-0350,19
555809,SG-0800,58,40,0,DW-0500,18
555824,SG-0800,65,3,0,LJ-0350,62
555827,DA-0300,66,40,0,DM-1300,26
555846,DA-0300,67,47,1,,0
555858,SG-0800,14,11,0,DW-0500,3
555860,NF-0300,62,43,0,DR-1200,19
555885,NF-0300,67,46,0,DR-1200,21
555906,RB-2200,65,45,1,,0
555938,RB-2200,62,38,0,JM-3600,24
555968,NF-0300,64,29,0,DR-1200,35
555977,RB-2200,63,35,0,JM-3600,28
556019,MB-3000,65,45,1,,0
556041,MB-3000,70,39,0,SL-0900,31
556053,JH-0900,70,50,1,,0
556065,MB-3000,69,49,0,SL-0900,20
556087,MB-3000,66,50,0,SL-0900,16
556095,JH-0900,37,28,0,JS-4800,9
556096,JH-0900,70,44,0,JR-2800,26
556113,JH-0900,70,50,1,,0
556132,JH-0900,66,43,0,JR-2800,23
556145,MB-3000,65,45,1,,0
556155,MB-3000,70,50,1,,0
556170,MB-3000,76,76,0,,0
556183,GZ-2000,74,54,1,,0
556201,MK-1200,67,45,0,CG-1060,22
556221,GZ-2000,72,52,1,,0
556234,MK-1200,74,54,1,,0
556252,GZ-2000,73,53,1,,0
556254,MK-1200,74,54,1,,0
556257,GZ-2000,69,49,1,,0
556268,GZ-2000,65,45,1,,0
556274,MK-1200,70,53,0,CG-1060,17
556348,RS-3400,68,45,0,DK-0300,23
556360,PM-0300,71,51,1,,0
556368,RS-3400,67,32,0,DK-0300,35
556394,PM-0300,67,45,0,DW-5050,22
556432,PM-0300,73,53,1,,0
556434,PM-0300,67,51,0,DW-5050,16
556437,RS-3400,73,53,1,,0
556461,RS-3400,65,45,1,,0
556507,PM-0300,71,55,0,DW-5050,16
556518,DB-0200,65,45,1,,0
556531,TM-3300,70,41,0,DH-1800,29
556561,DB-0200,62,51,0,PT-0400,11
556578,DB-0200,64,46,0,TC-0050,18
556593,TM-3300,74,54,1,,0
556603,TM-3300,52,52,0,DH-1800,0
556613,DB-0200,65,45,1,,0
556637,TM-3300,71,51,1,,0
556656,TM-3300,65,45,1,,0
556679,DB-0200,65,50,0,DS-3300,15
556694,DB-0200,60,44,0,PT-0400,16
556696,TM-3300,65,45,1,,0
556709,NN-0200,66,47,0,JM-3600,19
556715,NN-0200,68,48,0,JM-3600,20
556724,NF-0300,66,46,0,MS-3900,20
556738,NF-0300,65,45,0,MS-3900,20
556762,NN-0200,65,45,1,,0
556783,NF-0300,65,46,0,MS-3900,19
556793,NN-0200,70,33,0,JM-3600,37
556817,NN-0200,65,45,1,,0
556826,NN-0200,71,25,0,JM-3600,46
556834,NF-0300,65,51,0,MS-3900,14
556863,RL-0900,65,45,1,,0
556891,NK-0200,66,54,0,BS-2400,12
556913,RL-0900,59,31,0,MT-0550,28
556938,NK-0200,65,45,0,BS-2400,20
556943,NK-0200,65,45,1,,0
556959,NK-0200,50,30,1,,0
556969,NK-0200,65,45,1,,0
556998,RL-0900,63,41,0,MT-0550,22
557024,KF-0250,63,41,0,BB-3350,22
557037,AH-2600,63,19,0,NP-0100,44
557065,KF-0250,58,39,0,BB-3350,19
557075,KF-0250,62,43,0,BB-3350,19
557085,KF-0250,65,45,1,,0
557100,AH-2600,65,45,1,,0
557102,AH-2600,56,37,0,NP-0100,19
557109,KF-0250,65,45,1,,0
557118,AH-2600,65,45,1,,0
557135,KF-0250,58,44,0,BB-3350,14
557154,AH-2600,66,45,0,NP-0100,21
557179,SG-0800,65,43,0,RM-5400,22
557190,JS-1100,63,43,0,MS-2100,20
557202,JS-1100,65,45,1,,0
557213,SG-0800,63,31,0,RM-5400,32
557229,JS-1100,66,46,1,,0
557250,SG-0800,60,44,0,KT-0700,16
557267,SG-0800,44,33,0,ZP-0300,11
557271,JS-1100,70,50,1,,0
557282,SG-0800,70,50,1,,0
557317,SG-0800,61,45,0,RM-5400,16
557329,JS-1100,72,52,1,,0
557362,MC-3000,65,44,0,DR-1200,21
557385,MC-3000,64,49,0,DR-1200,15
557394,MC-3000,64,37,0,DR-1200,27
557409,MC-3000,35,29,0,WW-0800,6
557431,MC-3000,58,49,0,DR-1200,9
557451,RB-2200,61,25,0,,0
557459,MC-3000,65,45,1,,0
557476,MC-3000,65,42,0,DR-1200,23
557493,MC-3000,63,42,0,LH-1100,21
557500,MC-3000,60,39,0,LH-1100,21
557514,MC-3000,58,25,0,LH-1100,33
557530,RB-2200,13,13,0,,0
557534,SJ-0300,65,45,1,,0
557560,GG-0100,65,45,1,,0
557583,SJ-0300,71,45,0,AS-2600,26
557604,GG-0100,65,45,1,,0
557606,GG-0100,65,45,1,,0
557650,SJ-0300,65,45,1,,0
557676,GG-0100,70,44,0,MG-1000,26
557684,JT-3950,71,51,1,,0
557705,JT-3950,65,47,0,DW-4050,18
557716,JT-3950,68,42,0,DW-4050,26
557723,LT-1100,59,37,0,JJ-3900,22
557747,JT-3950,63,30,0,DW-4050,33
557762,JT-3950,67,48,0,DW-4050,19
557768,LT-1100,70,41,0,JJ-3900,29
557798,JT-3950,60,39,0,DW-4050,21
557820,JT-3950,72,52,1,,0
557831,JT-3950,74,54,1,,0
557844,LT-1100,13,6,0,CG-1700,7
557850,JB-7100,65,31,0,CR-0250,34
557880,JB-7100,65,45,1,,0
557915,JB-7100,71,38,0,CR-0250,33
557919,SS-3100,65,45,1,,0
557925,SS-3100,65,45,1,,0
557952,SS-3100,65,45,1,,0
558008,JB-7100,37,37,0,,0
558010,BW-0350,63,44,0,KM-0450,19
558021,SG-1100,70,43,0,MS-1300,27
558032,BW-0350,63,43,0,KM-0450,20
558062,BW-0350,74,54,1,,0
558084,BW-0350,66,42,0,KM-0450,24
558090,SG-1100,65,38,0,MS-1300,27
558100,BW-0350,61,11,0,KM-0450,50
558129,SG-1100,72,52,1,,0
558156,BW-0350,65,45,1,,0
558172,PD-0200,65,45,1,,0
558182,MP-2100,65,37,0,JC-5600,28
558199,PD-0200,65,45,1,,0
558218,MP-2100,65,45,1,,0
558259,MP-2100,65,45,1,,0
558269,PD-0200,62,56,0,TH-1900,6
558284,MP-2100,65,45,1,,0
558297,MP-2100,69,37,0,JC-5600,32
558311,MP-2100,65,45,1,,0
558326,PD-0200,65,45,1,,0
558347,MP-2100,65,45,1,,0
558354,OM-0100,67,45,0,LS-1700,22
558374,OM-0100,66,49,0,LS-1700,17
558395,JF-0900,51,39,0,EW-0500,12
558402,OM-0100,65,45,1,,0
558435,JF-0900,65,45,1,,0
558443,OM-0100,65,45,1,,0
558448,JF-0900,64,24,0,DH-2700,40
558458,OM-0100,65,45,1,,0
558519,JF-0900,10,10,0,,0
558525,SH-0400,70,48,0,LJ-0350,22
558533,SH-0400,71,45,0,LJ-0350,26
558551,SH-0400,65,30,0,LJ-0350,35
558566,SH-0400,64,45,0,LJ-0350,19
558579,DA-0300,67,25,0,LW-0500,42
558595,SH-0400,67,32,0,LJ-0350,35
558603,DA-0300,66,45,0,LW-0500,21
558605,DA-0300,65,45,1,,0
558632,SH-0400,70,35,0,LJ-0350,35
558655,SH-0400,67,63,0,DW-0500,4
558670,DA-0300,65,45,1,,0
558674,JB-7100,68,45,0,JJ-3900,23
558714,JT-3950,70,42,0,BT-0300,28
558756,JB-7100,68,49,0,JJ-3900,19
558762,JT-3950,68,40,0,BT-0300,28
558782,JB-7100,64,43,0,JJ-3900,21
558795,JB-7100,68,46,0,JJ-3900,22
558809,JT-3950,72,52,1,,0
558826,JB-7100,71,45,0,JJ-3900,26
558831,JB-7100,72,42,0,JJ-3900,30
558847,JT-3950,10,10,0,,0
558850,RL-0900,59,41,0,JM-3600,18
558864,NF-0300,61,34,0,BS-2400,27
558878,RL-0900,64,31,0,JM-3600,33
558894,NF-0300,68,45,0,BS-2400,23
558910,NF-0300,58,31,0,JR-3100,27
558915,RL-0900,54,47,0,LH-1500,7
558929,NF-0300,68,38,0,BS-2400,30
558975,RL-0900,61,44,0,JM-3600,17
559007,RL-0900,40,35,0,NB-0200,5
559012,SG-1100,68,40,0,DK-0300,28
559029,PM-0300,74,54,1,,0
559045,SG-1100,73,53,1,,0
559058,SG-1100,55,44,0,BS-3050,11
559081,PM-0300,70,52,0,DM-0200,18
559094,PM-0300,73,49,0,KM-0450,24
559109,SG-1100,66,36,0,DK-0300,30
559121,SG-1100,66,-35,0,DK-0300,101
559123,PM-0300,73,42,0,KM-0450,31
559148,PM-0300,74,36,0,KM-0450,38
559171,MK-1200,62,50,0,JR-2800,12
559189,MK-1200,62,37,0,JR-2800,25
559199,MB-3000,70,47,0,RP-0300,23
559219,MK-1200,65,45,1,,0
559235,MK-1200,70,48,0,JR-2800,22
559249,MB-3000,65,45,1,,0
559261,MK-1200,65,45,1,,0
559277,MB-3000,65,45,1,,0
559283,MK-1200,65,45,1,,0
559312,MB-3000,65,45,1,,0
559331,AH-2600,12,12,0,,0
559342,LT-1100,71,51,1,,0
559354,LT-1100,60,44,0,BB-3350,16
559366,LT-1100,68,48,1,,0
559379,AH-2600,67,38,0,DW-4050,29
559393,LT-1100,65,45,1,,0
559421,LT-1100,68,44,0,BB-2530,24
559422,LT-1100,61,34,0,BB-2530,27
559470,LT-1100,60,27,0,BB-2530,33
559483,OM-0100,62,32,0,JB-2700,30
559503,JH-0900,67,45,0,DH-2700,22
559508,OM-0100,65,40,0,JB-2700,25
559513,OM-0100,69,49,1,,0
559551,OM-0100,65,45,1,,0
559558,OM-0100,67,47,1,,0
559572,JH-0900,45,30,0,KA-0300,15
559574,JH-0900,70,60,0,DH-2700,10
559594,JH-0900,67,40,0,DH-2700,27
559606,OM-0100,71,51,1,,0
559622,OM-0100,73,53,1,,0
559633,JH-0900,50,30,1,,0
559651,NK-0200,70,50,1,,0
559678,SG-0800,65,38,0,MT-0550,27
559703,SG-0800,65,45,1,,0
559730,SG-0800,65,43,0,MT-0550,22
559735,SG-0800,63,59,0,MT-0550,4
559792,SG-0800,65,45,1,,0
559811,TM-3300,65,45,1,,0
559836,GG-0100,73,53,1,,0
559869,GG-0100,70,41,0,TC-0050,29
559878,TM-3300,65,45,1,,0
559882,TM-3300,63,38,0,AS-2600,25
559892,GG-0100,73,47,0,DS-3300,26
559898,GG-0100,74,54,1,,0
559908,TM-3300,65,45,1,,0
559915,GG-0100,70,57,0,DS-3300,13
559934,GG-0100,74,54,1,,0
559952,GG-0100,74,54,1,,0
559959,GG-0100,73,46,0,DS-3300,27
559971,TM-3300,9,9,0,,0
559976,GG-0100,73,53,1,,0
559983,TM-3300,13,21,0,,0
559990,PD-0200,67,40,0,CR-0250,27
560037,SS-3100,65,45,1,,0
560048,PD-0200,65,46,0,CR-0250,19
560061,SS-3100,70,41,0,TB-1060,29
560064,SS-3100,65,45,0,JC-5600,20
560074,PD-0200,50,30,1,,0
560089,SS-3100,50,30,1,,0
560127,SS-3100,55,33,0,JC-5600,22
560138,JS-1100,62,44,0,DR-1200,18
560147,RB-2200,65,41,0,JS-2300,24
560160,JS-1100,51,51,0,DR-1200,0
560174,JS-1100,63,42,0,DR-1200,21
560210,RB-2200,70,10,0,JS-2300,60
560217,RB-2200,66,46,0,JS-2300,20
560224,RB-2200,62,45,0,JS-2300,17
560230,RB-2200,67,43,0,RM-5400,24
560234,RB-2200,60,45,0,JS-2300,15
560267,RB-2200,65,41,0,JS-2300,24
560291,JS-1100,14,14,0,,0
560298,MC-3000,69,42,0,MS-1300,27
560309,BW-0350,74,54,1,,0
560322,BW-0350,65,45,1,,0
560338,BW-0350,66,22,0,JR-3270,44
560364,MC-3000,66,25,0,MS-1300,41
560373,BW-0350,74,54,1,,0
560381,BW-0350,73,53,1,,0
560390,MC-3000,68,45,0,JR-2750,23
560414,BW-0350,67,52,0,JR-3270,15
560420,MC-3000,73,49,0,JR-2750,24
560435,MC-3000,71,44,0,MS-1300,27
560446,BW-0350,70,43,0,JR-3270,27
560461,MC-3000,66,37,0,MS-1300,29
560470,DA-0300,68,43,0,LS-1700,25
560499,JF-0900,67,34,0,LJ-0350,33
560514,JF-0900,49,46,0,DW-0500,3
560530,DA-0300,60,44,0,LS-1700,16
560550,JF-0900,65,45,1,,0
560560,DA-0300,65,39,0,LS-1700,26
560571,DA-0300,64,43,0,LS-1700,21
560590,DA-0300,65,45,1,,0
560601,DA-0300,67,46,0,LS-1700,21
560621,JF-0900,9,9,0,,0
560625,MP-2100,65,45,1,,0
560639,MP-2100,65,45,1,,0
560663,RS-3400,65,45,1,,0
560688,MP-2100,60,41,0,DW-5050,19
560711,MP-2100,60,36,0,DW-5050,24
560713,RS-3400,65,45,1,,0
560726,MP-2100,65,45,1,,0
560747,MP-2100,68,42,0,DW-5050,26
560763,MP-2100,65,45,1,,0
560784,SJ-0300,64,-35,0,MS-3900,99
560786,NN-0200,66,51,0,MG-1000,15
560809,NN-0200,68,48,1,,0
560825,SJ-0300,64,46,0,MS-3900,18
560844,NN-0200,65,44,0,CF-1000,21
560857,NN-0200,69,49,1,,0
560882,NN-0200,67,42,0,CF-1000,25
560909,SJ-0300,65,45,1,,0
560930,SJ-0300,12,12,0,,0
560934,SH-0400,70,45,0,CG-1060,25
560977,SH-0400,67,41,0,CG-1060,26
560988,GZ-2000,65,45,1,,0
561013,GZ-2000,65,50,0,LW-0500,15
561022,SH-0400,65,45,1,,0
561035,GZ-2000,68,45,0,LW-0500,23
561045,SH-0400,9,9,0,,0
561059,GZ-2000,74,50,0,LW-0500,24
561085,SH-0400,65,45,1,,0
561097,DB-0200,67,50,0,NP-0100,17
561144,DB-0200,50,33,0,ER-0600,17
561154,KF-0250,62,42,0,JP-2800,20
561165,KF-0250,61,45,0,DH-1800,16
561192,KF-0250,60,39,0,DH-1800,21
561203,DB-0200,66,39,0,NP-0100,27
561211,KF-0250,50,34,0,DH-1800,16
561227,DB-0200,67,19,0,NP-0100,48
561243,KF-0250,59,39,0,DH-1800,20
561247,JB-7100,70,49,0,DM-0200,21
561265,SG-1100,70,49,0,AJ-1200,21
561284,SG-1100,71,37,0,AJ-1200,34
561294,JB-7100,71,45,0,DM-0200,26
561308,SG-1100,65,37,0,AJ-1200,28
561328,SG-1100,70,50,0,AJ-1200,20
561341,SG-1100,55,45,0,CP-0800,10
561349,JB-7100,65,45,1,,0
561370,SG-1100,69,26,0,BT-0300,43
561381,JB-7100,72,52,1,,0
561406,MC-3000,70,33,0,MS-1300,37
561417,BW-0350,64,36,0,JR-3270,28
561440,MC-3000,65,45,1,,0
561468,MC-3000,66,32,0,MS-1300,34
561479,MC-3000,50,37,0,RE-0400,13
561486,BW-0350,72,52,1,,0
561501,MC-3000,72,52,1,,0
561554,BW-0350,45,45,0,JR-3270,0
561565,JT-3950,74,54,1,,0
561612,JT-3950,73,53,1,,0
561633,PM-0300,65,28,0,JJ-3900,37
561641,JT-3950,74,54,1,,0
561649,PM-0300,70,47,0,JJ-3900,23
561672,JT-3950,74,54,1,,0
561689,PM-0300,74,54,1,,0
561708,JT-3950,70,50,1,,0
561742,SH-0400,62,45,0,NP-0100,17
561753,KF-0250,61,37,0,LW-0500,24
561771,KF-0250,50,30,1,,0
561785,SH-0400,59,42,0,NP-0100,17
561801,JR-3700,58,39,0,NP-0100,19
561814,KF-0250,57,35,0,LW-0500,22
561864,JR-3700,63,41,0,NP-0100,22
561871,JR-3700,69,47,0,NP-0100,22
561892,MP-2100,65,45,1,,0
561900,MP-2100,70,67,0,JJ-3900,3
561907,JT-3950,63,40,0,TH-1900,23
561912,JT-3950,70,39,0,TH-1900,31
561927,MP-2100,72,48,0,JJ-3900,24
561957,MP-2100,61,40,0,JJ-3900,21
561980,JT-3950,65,45,1,,0
561982,JT-3950,69,-35,0,TH-1900,104
561984,MP-2100,65,45,1,,0
562024,JT-3950,51,38,0,LB-0100,13
562045,MP-2100,56,40,0,JJ-3900,16
562065,JT-3950,65,45,1,,0
562067,MP-2100,65,45,1,,0
562106,MC-3000,60,37,0,LJ-0350,23
562112,MC-3000,65,45,1,,0
562123,DA-0300,70,50,1,,0
562146,MC-3000,65,45,1,,0
562159,DA-0300,68,52,0,RC-1500,16
562174,DA-0300,65,45,1,,0
562183,MC-3000,65,45,1,,0
562195,DA-0300,66,39,0,RC-1500,27
562214,MC-3000,74,54,1,,0
562219,DA-0300,67,47,1,,0
562237,DA-0300,60,57,0,RC-1500,3
562261,DA-0300,67,42,0,RC-1500,25
562275,MC-3000,11,11,0,,0
562278,RL-1300,68,40,0,JR-2800,28
562290,MB-3000,65,45,1,,0
562312,MB-3000,65,45,1,,0
562332,MB-3000,72,35,0,LW-0500,37
562344,MB-3000,65,45,1,,0
562359,MB-3000,65,45,1,,0
562370,RL-1300,62,45,0,JR-2800,17
562387,MB-3000,60,40,1,,0
562397,RL-1300,65,45,1,,0
562407,RL-1300,67,41,0,JR-2800,26
562432,RL-1300,71,37,0,JR-2800,34
562436,MB-3000,19,19,0,,0
562439,SG-0800,71,-23,0,DM-0200,94
562444,SG-1100,60,46,0,DM-1300,14
562477,SG-0800,74,54,1,,0
562496,SG-0800,74,54,1,,0
562513,SG-0800,62,27,0,DM-0200,35
562520,SG-1100,57,39,0,DM-1300,18
562530,SG-1100,53,34,0,MS-2100,19
562539,SG-0800,65,45,1,,0
562565,SG-0800,69,51,0,DM-0200,18
562576,SG-0800,71,2,0,DM-0200,69
562583,SG-1100,74,54,1,,0
562602,SG-1100,12,12,0,,0
562613,SG-0800,51,37,0,JC-1600,14
562619,DA-0300,65,45,1,,0
562628,MB-3000,65,45,1,,0
562645,MB-3000,70,45,0,LJ-0350,25
562655,MB-3000,65,45,1,,0
562669,DA-0300,65,45,1,,0
562684,DA-0300,65,45,1,,0
562694,MB-3000,69,50,0,LJ-0350,19
562696,MB-3000,67,47,0,LJ-0350,20
562705,DA-0300,65,45,1,,0
562744,DA-0300,65,45,1,,0
562765,JT-3950,65,45,1,,0
562789,SG-0800,54,45,0,JJ-3900,9
562826,JT-3950,66,44,0,DM-1300,22
562839,SG-0800,60,51,0,JJ-3900,9
562853,SG-0800,54,40,0,JJ-3900,14
562881,JT-3950,64,40,0,DM-1300,24
562899,JT-3950,63,49,0,DM-1300,14
562910,JT-3950,65,36,0,DM-1300,29
562949,JT-3950,65,45,1,,0
562963,JT-3950,74,54,1,,0
562976,DA-0300,73,43,0,JJ-3900,30
563003,JT-3950,70,44,0,LJ-0350,26
563022,JT-3950,74,54,1,,0
563031,DA-0300,73,-35,0,JJ-3900,108
563033,JT-3950,72,51,0,LJ-0350,21
563052,DA-0300,70,48,0,JJ-3900,22
563060,DA-0300,69,49,1,,0
563068,DA-0300,62,37,0,JJ-3900,25
563081,JT-3950,69,41,0,LJ-0350,28
563088,DA-0300,65,44,0,JJ-3900,21
563101,JT-3950,65,45,1,,0
563115,SK-0600,61,30,0,TG-0900,31
563116,MP-2100,65,45,1,,0
563139,JT-3950,65,45,1,,0
563170,MP-2100,65,45,1,,0
563183,JT-3950,65,45,1,,0
563192,MP-2100,65,45,1,,0
563215,JT-3950,65,45,1,,0
563217,JT-3950,65,45,1,,0
563225,MP-2100,65,45,1,,0
563233,MP-2100,65,45,1,,0
563248,MP-2100,65,45,1,,0
563283,MP-2100,65,45,1,,0
