pid,kicker,kgro,knet,ktb,kr,kry
10798,CB-1700,56,44,0,KW-1100,12
10813,CB-1700,31,31,0,,0
10822,JC-0900,62,45,0,TH-2600,17
10829,JW-3300,74,54,1,,0
10844,JW-3300,67,40,0,RJ-0700,27
10848,JW-3300,66,38,0,RJ-0700,28
10859,JC-0900,62,44,0,TH-2600,18
10870,JW-3300,64,42,0,KB-2900,22
10883,JC-0900,70,53,0,TH-2600,17
10893,JW-3300,66,44,0,RJ-0700,22
10908,JW-3300,72,52,0,RJ-0700,20
10918,JC-0900,73,33,0,TH-2600,40
10922,JW-3300,69,48,0,RJ-0700,21
10932,JW-3300,66,46,0,RJ-0700,20
10942,JW-3300,73,53,1,,0
10956,JW-3300,71,47,0,RJ-0700,24
10967,JC-0900,75,55,1,,0
10976,JW-3300,66,41,0,RJ-0700,25
10981,JC-0900,67,51,0,TH-2600,16
10985,JH-5000,70,50,1,,0
11000,CH-2900,67,43,0,RD-1200,24
11034,CH-2900,60,22,0,RD-1200,38
11049,CH-2900,70,45,0,RD-1200,25
11065,CH-2900,70,50,0,RD-1200,20
11088,JH-5000,70,50,1,,0
11104,CH-2900,67,39,0,RD-1200,28
11123,JH-5000,75,48,0,DM-0500,27
11150,MG-1200,70,50,1,,0
11184,MG-1200,72,40,0,JT-2800,32
11224,MH-3900,72,52,0,AS-3400,20
11239,MH-3900,65,38,0,AS-3400,27
11254,MH-3900,67,44,0,AS-3400,23
11299,MH-3900,70,39,0,AS-3400,31
11308,MG-1200,8,8,0,,0
11320,MG-1200,72,40,0,JT-2800,32
11333,MA-0700,69,23,0,BM-3300,46
11344,DA-0300,56,35,0,BK-1100,21
11411,DA-0300,70,50,1,,0
11413,DA-0300,65,38,0,TD-2500,27
11428,DA-0300,69,53,0,TD-2500,16
11444,MA-0700,50,9,0,DD-2400,41
11453,DA-0300,64,41,0,TD-2500,23
11468,DA-0300,59,26,0,TD-2500,33
11475,MA-0700,59,-30,0,BM-3300,89
11477,DA-0300,59,56,0,TD-2500,3
11495,DA-0300,54,36,0,DV-0200,18
11500,RL-0900,63,42,0,DH-0600,21
11534,RL-0900,65,30,0,DH-0600,35
11555,TS-0500,68,45,0,CR-1500,23
11570,RL-0900,68,48,0,MC-1600,20
11578,TS-0500,67,49,0,CR-1500,18
11599,RL-0900,68,43,0,DH-0600,25
11613,TS-0500,70,51,0,CR-1500,19
11629,TS-0500,70,50,1,,0
11649,TS-0500,62,40,0,CR-1500,22
11668,PD-0200,67,42,0,MJ-0700,25
11696,PD-0200,71,47,0,MJ-0700,24
11703,PD-0200,56,12,0,MJ-0700,44
11710,CB-1700,64,51,0,JW-2500,13
11718,CB-1700,52,44,0,TS-0100,8
11737,CB-1700,66,26,0,JW-2500,40
11746,CB-1700,53,37,0,DP-0500,16
11762,CB-1700,70,50,1,,0
11777,CB-1700,61,41,0,DP-0500,20
11787,PD-0200,70,50,1,,0
11810,CB-1700,66,38,0,DP-0500,28
11823,MA-0700,62,50,0,RD-1200,12
11838,JH-5000,64,29,0,TD-2500,35
11856,JH-5000,57,42,0,TD-2500,15
11880,MA-0700,72,57,0,RD-1200,15
11896,JH-5000,65,45,0,DV-0200,20
11909,MA-0700,70,53,0,RD-1200,17
11979,JN-0600,60,39,0,CR-1500,21
12006,JN-0600,64,49,0,CR-1500,15
12026,JN-0600,56,37,0,CR-1500,19
12049,JN-0600,63,32,0,CR-1500,31
12064,RL-0900,60,45,0,MB-1000,15
12090,JN-0600,63,37,0,CR-1500,26
12100,RL-0900,56,38,0,MB-1000,18
12114,JN-0600,60,43,0,CR-1500,17
12140,PE-0100,66,36,0,CM-3100,30
12153,PE-0100,72,44,0,CM-3100,28
12181,TG-1500,70,43,0,GM-1100,27
12198,TG-1500,68,30,0,GM-1100,38
12212,TG-1500,74,39,0,GM-1100,35
12223,TG-1500,63,27,0,GM-1100,36
12258,TG-1500,67,49,0,GM-1100,18
12268,PE-0100,61,48,0,CM-3100,13
12281,TG-1500,59,42,0,GM-1100,17
12311,NR-0100,73,40,0,DM-0500,33
12325,CH-2900,50,38,0,NL-0600,12
12352,NR-0100,65,44,0,DM-0500,21
12368,CH-2900,62,26,0,TM-0100,36
12380,NR-0100,64,41,0,DM-0500,23
12389,CH-2900,42,42,0,,0
12404,CH-2900,52,42,0,CY-0100,10
12418,CH-2900,48,38,0,CY-0100,10
12458,CH-2900,55,36,0,CY-0100,19
12469,JH-0900,75,55,1,,0
12477,JH-0900,72,53,0,AR-1700,19
12485,JH-0900,70,47,0,HG-0100,23
12508,RL-1300,52,30,0,DH-4200,22
12522,JH-0900,69,50,0,HG-0100,19
12544,JH-0900,74,41,0,HG-0100,33
12551,RL-1300,45,38,0,DH-4200,7
12553,RL-1300,56,37,0,DH-4200,19
12570,RL-1300,63,40,0,DH-4200,23
12578,JH-0900,72,18,0,HG-0100,54
12587,RL-1300,68,36,0,DH-4200,32
12609,RL-1300,69,43,0,DH-4200,26
12631,SC-0700,52,30,0,,0
12643,OM-0100,57,45,0,CW-0900,12
12659,SC-0700,56,33,0,AD-1000,23
12684,OM-0100,63,46,0,CW-0900,17
12697,OM-0100,55,43,0,CW-0900,12
12708,OM-0100,55,36,0,JF-2700,19
12721,CM-2600,56,33,0,LS-0700,23
12752,CM-2600,59,44,0,BM-0200,15
12762,CM-2600,61,41,0,BM-0200,20
12771,OM-0100,65,49,0,SB-1900,16
12789,DK-0500,46,46,0,KF-0200,0
12801,AV-0400,66,37,0,PW-1100,29
12841,DK-0500,65,41,0,KF-0200,24
12862,DK-0500,53,14,0,TS-1600,39
12865,AV-0400,73,53,1,,0
12889,DK-0500,67,47,0,KF-0200,20
12902,AV-0400,70,54,0,PW-1100,16
12923,AV-0400,66,49,0,JP-1300,17
12960,DK-0500,15,15,0,,0
12962,JH-0500,62,41,0,TE-0200,21
12998,KB-2300,55,30,0,,0
13028,KB-2300,62,36,0,KW-1300,26
13038,KB-2300,62,41,0,KW-1300,21
13080,KB-2300,71,30,0,DS-4600,41
13100,KB-2300,73,51,0,DS-4600,22
13109,MH-3900,72,44,0,BM-3300,28
13120,MH-3900,66,44,0,BM-3300,22
13182,DA-0300,59,43,0,JT-2800,16
13191,DA-0300,69,59,0,JT-2800,10
13229,DA-0300,57,40,0,JT-2800,17
13240,MH-3900,77,57,1,,0
13271,MH-3900,54,45,0,DD-2400,9
13272,JC-0900,66,37,0,DO-0200,29
13289,JE-0200,55,38,0,KB-2900,17
13353,JC-0900,62,41,0,DO-0200,21
13360,JE-0200,60,44,0,RJ-0700,16
13385,JE-0200,65,41,0,RJ-0700,24
13441,JE-0200,37,29,0,KJ-0200,8
13449,SJ-0300,66,45,0,TJ-1100,21
13457,SJ-0300,70,50,1,,0
13504,SJ-0300,62,51,0,TJ-1100,11
13517,WR-0500,58,34,0,CB-2600,24
13543,WR-0500,57,47,0,DD-2900,10
13545,WR-0500,73,53,1,,0
13559,SJ-0300,63,30,0,KW-1500,33
13570,SJ-0300,71,51,1,,0
13585,SJ-0300,69,51,0,KW-1500,18
13596,WR-0500,70,50,1,,0
13604,WR-0500,70,34,0,DD-2900,36
13628,WR-0500,71,51,0,DD-2900,20
13652,SL-0600,70,50,1,,0
13672,SL-0600,71,42,0,CH-1800,29
13690,MS-5200,36,36,0,,0
13740,MS-5200,47,47,0,TF-1100,0
13742,MS-5200,62,44,0,SS-2900,18
13749,MS-5200,56,38,0,SM-0100,18
13787,MS-5200,60,28,0,SS-2900,32
13801,MS-5200,50,50,0,SM-0100,0
13815,SL-0600,62,29,0,CH-1800,33
13831,MB-2100,72,54,0,AS-3400,18
13836,MB-2100,72,49,0,AS-3400,23
13860,MG-1200,67,48,0,TC-1100,19
13872,MB-2100,69,43,0,AS-3400,26
13877,MB-2100,70,45,0,AS-3400,25
13899,MG-1200,60,39,0,TC-1100,21
13908,MG-1200,61,42,0,TC-1100,19
13917,MB-2100,64,39,0,AS-3400,25
13926,MG-1200,69,45,0,TC-1100,24
13942,MG-1200,69,40,0,TC-1100,29
13953,MG-1200,65,43,0,TC-1100,22
13961,MB-2100,71,52,0,AS-3400,19
13979,MB-2100,71,47,0,AS-3400,24
13988,DA-0300,68,44,0,MJ-0700,24
14010,DA-0300,64,41,0,MJ-0700,23
14031,DA-0300,68,52,0,MJ-0700,16
14058,DA-0300,70,47,0,MJ-0700,23
14062,CB-1700,60,28,0,BM-3300,32
14074,DA-0300,60,31,0,MJ-0700,29
14087,CB-1700,65,42,0,BM-3300,23
14110,CB-1700,63,42,0,BM-3300,21
14128,DA-0300,66,41,0,MJ-0700,25
14137,DA-0300,71,36,0,MJ-0700,35
14144,SC-0700,56,45,0,KB-2900,11
14177,JC-0900,54,38,0,CW-0900,16
14184,SC-0700,51,35,0,RJ-0700,16
14194,SC-0700,35,35,0,,0
14199,JC-0900,65,43,0,CW-0900,22
14226,JC-0900,58,35,0,CW-0900,23
14238,JC-0900,73,51,0,CW-0900,22
14247,JC-0900,62,44,0,CW-0900,18
14273,SC-0700,60,43,0,KB-2900,17
14316,SC-0700,44,39,0,RJ-0700,5
14318,JC-0900,70,50,1,,0
14340,PD-0200,67,38,0,DO-0200,29
14347,SB-0500,63,41,0,DP-0500,22
14378,PD-0200,72,49,0,DO-0200,23
14400,SB-0500,74,52,0,DP-0500,22
14413,SB-0500,47,36,0,TS-0100,11
14431,SB-0500,61,47,0,JW-2500,14
14433,SB-0500,73,50,0,JW-2500,23
14443,PD-0200,65,3,0,DO-0200,62
14448,SB-0500,72,44,0,JW-2500,28
14459,SB-0500,66,43,0,JW-2500,23
14479,SB-0500,68,52,0,LJ-0300,16
14491,SB-0500,69,49,0,LJ-0300,20
14513,RL-1300,64,43,0,PS-0500,21
14548,RL-1300,60,41,0,PS-0500,19
14579,WR-0500,72,44,0,AR-1700,28
14593,RL-1300,65,38,0,PS-0500,27
14595,WR-0500,69,50,0,AR-1700,19
14608,RL-1300,64,47,0,KW-1500,17
14622,WR-0500,66,38,0,AR-1700,28
14641,WR-0500,67,45,0,AR-1700,22
14651,RL-1300,30,30,0,,0
14659,WR-0500,63,31,0,AR-1700,32
14670,RL-1300,62,49,0,KW-1500,13
14676,SJ-0300,70,50,1,,0
14699,SJ-0300,64,40,0,MC-1600,24
14729,TS-0500,62,42,0,DD-2900,20
14740,TS-0500,67,32,0,DD-2900,35
14755,TS-0500,53,31,0,DD-2900,22
14758,TS-0500,63,27,0,DD-2900,36
14768,SJ-0300,70,34,0,DH-0600,36
14805,SJ-0300,69,39,0,DH-0600,30
14835,SJ-0300,66,48,0,DH-0600,18
14841,JH-0500,64,43,0,KF-0200,21
14855,JH-0500,70,40,0,KF-0200,30
14859,JH-0500,72,56,0,KF-0200,16
14871,AV-0400,58,38,0,KW-1300,20
14895,AV-0400,65,45,0,KW-1300,20
14913,JH-0500,65,41,0,TS-1600,24
14924,JH-0500,60,42,0,KF-0200,18
14925,AV-0400,64,38,0,KW-1300,26
14947,JH-0500,55,30,0,,0
14979,LJ-1000,49,39,0,DS-4600,10
14993,JH-0500,64,44,0,KF-0200,20
15012,TG-1500,73,55,0,MB-1000,18
15053,TG-1500,68,48,0,MB-1000,20
15084,JN-0600,68,51,0,CM-3100,17
15098,TG-1500,23,22,0,RG-1700,1
15101,JN-0600,63,40,0,CM-3100,23
15160,TG-1500,67,50,0,MB-1000,17
15170,TG-1500,71,32,0,MB-1000,39
15178,BD-0100,68,34,0,JT-3900,34
15235,BD-0100,58,33,0,JT-3900,25
15258,MK-1100,70,50,1,,0
15268,BD-0100,62,-28,0,JT-3900,90
15273,MK-1100,58,35,0,RD-1200,23
15282,BD-0100,59,31,0,JT-3900,28
15292,MK-1100,61,43,0,RD-1200,18
15309,BD-0100,63,35,0,JT-3900,28
15345,NR-0100,71,49,0,TE-0200,22
15349,KB-2300,54,41,0,TM-0100,13
15427,KB-2300,28,21,0,SB-2200,7
15428,KB-2300,70,50,1,,0
15470,KB-2300,63,34,0,TM-0100,29
15500,DP-1700,57,44,0,TE-0200,13
15520,RL-0900,63,47,0,PW-1100,16
15529,DK-0500,54,17,0,CR-1500,37
15554,DK-0500,68,42,0,MS-5400,26
15563,RL-0900,54,27,0,JP-1300,27
15571,DK-0500,67,29,0,FB-0600,38
15585,RL-0900,62,41,0,PW-1100,21
15596,DK-0500,56,34,0,CR-1500,22
15600,DK-0500,72,-9,0,CR-1500,81
15614,DK-0500,65,44,0,CR-1500,21
15632,DK-0500,60,51,0,CR-1500,9
15645,DK-0500,64,36,0,CR-1500,28
15661,RL-0900,11,11,0,MP-1000,0
15677,JW-3300,66,-30,0,DV-0200,96
15679,MA-0700,73,-30,0,TH-2600,103
15681,JW-3300,41,34,0,BK-1100,7
15693,MA-0700,61,50,0,TH-2600,11
15719,JB-0600,35,35,0,BK-1100,0
15742,CT-1000,57,35,0,TD-2500,22
15748,MA-0700,64,45,0,TH-2600,19
15764,CT-1000,42,23,0,EW-1050,19
15765,MA-0700,60,42,0,TH-2600,18
15785,CT-1000,61,48,0,TD-2500,13
15833,MA-0700,61,49,0,TH-2600,12
15843,CT-1000,53,32,0,TD-2500,21
15847,KH-1500,70,50,1,,0
15903,KH-1500,72,31,0,CH-1800,41
15916,MS-5200,55,37,0,JT-2800,18
15927,MS-5200,70,28,0,JT-2800,42
15960,KH-1500,71,45,0,CH-1800,26
15992,PE-0100,58,42,0,MW-2900,16
16022,PE-0100,64,41,0,MW-2900,23
16049,PE-0100,59,42,0,MW-2900,17
16052,GA-0300,72,51,0,GM-1100,21
16062,GA-0300,66,58,0,GM-1100,8
16078,GA-0300,67,51,0,GM-1100,16
16091,GA-0300,69,46,0,GM-1100,23
16116,PE-0100,64,29,0,TW-0400,35
16127,GA-0300,60,36,0,GM-1100,24
16150,SL-0600,70,35,0,DM-0500,35
16170,SL-0600,70,4,0,DM-0500,66
16178,CH-2900,68,48,0,RB-1100,20
16194,CH-2900,68,46,0,SS-2900,22
16208,CH-2900,71,46,0,SS-2900,25
16228,CH-2900,50,27,0,RB-1100,23
16243,CH-2900,65,42,0,SS-2900,23
16268,SL-0600,66,39,0,CC-3500,27
16289,CH-2900,62,25,0,SS-2900,37
16301,MH-3100,16,16,0,,0
16305,JH-0900,72,44,0,AS-3400,28
16318,MG-1200,70,48,0,DH-4200,22
16328,MG-1200,70,55,0,DH-4200,15
16348,JJ-2300,53,42,0,JG-3200,11
16361,JH-0900,68,36,0,AS-3400,32
16367,MG-1200,68,40,0,DH-4200,28
16382,JH-0900,73,52,0,AS-3400,21
16384,MG-1200,67,25,0,DH-4200,42
16395,JH-0900,70,50,1,,0
16430,MG-1200,70,50,1,,0
16451,JH-0900,65,54,0,AS-3400,11
16462,JH-0900,67,47,0,AS-3400,20
16471,TG-1500,71,36,0,DV-0200,35
16479,MA-0700,74,50,0,CM-3100,24
16494,TG-1500,55,51,0,MC-0600,4
16527,MA-0700,68,48,0,CM-3100,20
16539,MA-0700,70,53,0,CM-3100,17
16549,MA-0700,67,50,0,CM-3100,17
16570,TG-1500,72,48,0,WO-0200,24
16605,TG-1500,71,39,0,DV-0200,32
16611,MA-0700,70,50,1,,0
16618,CH-2900,65,43,0,CH-1800,22
16638,MS-5200,63,34,0,DM-0500,29
16661,MS-5200,60,46,0,DM-0500,14
16691,CH-2900,58,32,0,CH-1800,26
16697,MS-5200,60,46,0,DM-0500,14
16704,CH-2900,65,38,0,CH-1800,27
16774,WR-0500,70,50,1,,0
16794,JN-0600,54,43,0,PS-0500,11
16813,WR-0500,70,50,1,,0
16827,JN-0600,64,64,0,PS-0500,0
16831,JN-0600,70,50,1,,0
16839,WR-0500,65,45,1,,0
16853,JN-0600,70,42,0,PS-0500,28
16861,JN-0600,69,69,0,PS-0500,0
16872,JN-0600,62,48,0,PS-0500,14
16888,WR-0500,55,36,0,IB-0300,19
16918,JN-0600,70,50,1,,0
16943,NR-0100,70,50,1,,0
16957,JE-0200,59,36,0,TM-0100,23
16986,NR-0100,63,43,0,DO-0200,20
17006,JE-0200,61,47,0,CK-0200,14
17009,NR-0100,74,48,0,DO-0200,26
17026,JE-0200,64,35,0,TM-0100,29
17043,NR-0100,48,34,0,DS-3000,14
17090,NR-0100,70,38,0,DO-0200,32
17095,JE-0200,58,39,0,TM-0100,19
17104,NR-0100,57,33,0,DO-0200,24
17114,CB-1700,35,27,0,DL-0100,8
17142,MK-1100,72,52,1,,0
17148,MK-1100,65,38,0,MJ-0700,27
17161,MK-1100,66,39,0,MJ-0700,27
17185,MK-1100,73,53,1,,0
17195,MK-1100,65,42,0,MJ-0700,23
17211,MK-1100,71,48,0,MJ-0700,23
17220,MK-1100,75,33,0,MJ-0700,42
17236,MK-1100,65,43,0,MJ-0700,22
17254,CB-1700,4,4,0,,0
17268,DK-0500,69,59,0,KF-0200,10
17288,AV-0400,65,36,0,PW-1100,29
17296,DK-0500,70,50,1,,0
17313,AV-0400,70,47,0,PW-1100,23
17339,AV-0400,43,32,0,JP-1300,11
17340,AV-0400,72,38,0,JP-1300,34
17356,AV-0400,70,48,0,JP-1300,22
17359,DK-0500,63,50,0,KF-0200,13
17370,AV-0400,74,47,0,JP-1300,27
17399,DK-0500,70,50,1,,0
17412,DK-0500,70,50,1,,0
17421,DK-0500,74,42,0,KF-0200,32
17424,KH-1500,70,43,0,RB-1100,27
17437,KH-1500,71,51,0,AW-1000,20
17454,SL-0600,51,43,0,AM-3100,8
17471,SL-0600,30,30,0,,0
17480,KH-1500,57,50,0,SS-2900,7
17491,KH-1500,60,36,0,SS-2900,24
17500,SL-0600,67,41,0,AM-3100,26
17511,SL-0600,56,36,0,AM-3100,20
17516,SL-0600,70,50,1,,0
17530,KH-1500,64,35,0,SS-2900,29
17578,KH-1500,68,43,0,SS-2900,25
17591,TS-0500,74,54,0,TH-2600,20
17599,TS-0500,70,50,1,,0
17610,TS-0500,73,35,0,TH-2600,38
17621,TS-0500,70,53,0,TH-2600,17
17628,TS-0500,70,50,1,,0
17646,PS-0900,65,41,0,DH-0600,24
17655,TS-0500,56,22,0,TH-2600,34
17660,PS-0900,62,43,0,MC-1600,19
17682,PS-0900,52,35,0,MC-1600,17
17687,TS-0500,70,24,0,TH-2600,46
17699,PS-0900,50,39,0,MS-3600,11
17719,TS-0500,70,4,0,TH-2600,66
17724,PS-0900,62,38,0,MC-1600,24
17740,TS-0500,62,34,0,TH-2600,28
17751,TS-0500,62,21,0,TH-2600,41
17761,PS-0900,33,33,0,DH-0600,0
17772,MB-2100,71,50,0,CW-0900,21
17801,MB-2100,71,52,0,CW-0900,19
17817,SC-0700,53,41,0,TW-0400,12
17845,SC-0700,49,35,0,TW-0400,14
17852,SC-0700,55,39,0,MW-2900,16
17864,MB-2100,75,55,1,,0
17882,SC-0700,44,31,0,TW-0400,13
17890,SC-0700,56,39,0,HM-0500,17
17903,MB-2100,72,39,0,CW-0900,33
17911,SC-0700,62,28,0,MW-2900,34
17924,MB-2100,72,52,1,,0
17937,MB-2100,73,53,1,,0
17944,RL-0900,69,54,0,DD-2900,15
17956,RL-0900,70,50,1,,0
17978,SJ-0300,60,36,0,FB-0600,24
17996,SJ-0300,79,59,1,,0
18007,SJ-0300,65,45,0,CR-1500,20
18032,SJ-0300,68,40,0,CR-1500,28
18069,SJ-0300,78,58,1,,0
18082,SJ-0300,61,46,0,CR-1500,15
18101,DA-0300,71,43,0,GM-1100,28
18137,DA-0300,71,59,0,GM-1100,12
18175,DA-0300,64,41,0,GM-1100,23
18182,PE-0100,73,53,1,,0
18202,DA-0300,56,37,0,GM-1100,19
18226,PE-0100,62,54,0,BM-3300,8
18246,PE-0100,77,57,1,,0
18252,PE-0100,75,55,1,,0
18269,PD-0200,53,43,0,TE-0200,10
18303,KB-2300,65,37,0,JW-2500,28
18331,KB-2300,66,44,0,JW-2500,22
18344,KB-2300,63,50,0,LJ-0300,13
18353,KB-2300,63,44,0,LJ-0300,19
18374,KB-2300,67,35,0,JW-2500,32
18395,KB-2300,53,17,0,JW-2500,36
18415,KB-2300,55,41,0,LJ-0300,14
18422,JH-0500,62,42,0,BM-0200,20
18438,OM-0100,59,40,0,DS-4600,19
18446,OM-0100,65,43,0,KW-1300,22
18453,OM-0100,54,39,0,KW-1300,15
18472,OM-0100,64,54,0,KW-1300,10
18509,JH-0500,63,30,0,,0
18515,OM-0100,36,36,0,,0
18516,OM-0100,62,44,0,KW-1300,18
18552,OM-0100,56,45,0,KW-1300,11
18560,JH-0500,55,37,0,BM-0200,18
18576,JH-0500,61,35,0,BM-0200,26
18591,JH-0500,55,41,0,BM-0200,14
18601,JH-0500,63,16,0,BM-0200,47
18604,OM-0100,64,27,0,KW-1300,37
18616,JH-0500,58,21,0,BM-0200,37
18621,JH-0500,64,33,0,BM-0200,31
18637,CB-1700,58,31,0,CM-3100,27
18668,TG-1500,67,34,0,MJ-0700,33
18675,CB-1700,62,48,0,CM-3100,14
18696,CB-1700,60,44,0,CM-3100,16
18717,TG-1500,75,48,0,MJ-0700,27
18741,TG-1500,61,40,0,MJ-0700,21
18767,TG-1500,61,45,0,MJ-0700,16
18799,MA-0700,67,48,0,IB-0300,19
18819,JN-0600,68,49,0,DV-0200,19
18832,MA-0700,75,55,1,,0
18849,JN-0600,75,55,1,,0
18878,JN-0600,65,42,0,DV-0200,23
18907,JN-0600,67,42,0,DV-0200,25
18922,JN-0600,61,50,0,DV-0200,11
18938,MA-0700,77,57,1,,0
18945,MA-0700,67,51,0,MB-1000,16
18959,KB-2300,68,47,0,CH-1800,21
18999,MS-5200,68,44,0,HP-0100,24
19018,MS-5200,58,38,0,HP-0100,20
19028,MS-5200,59,40,0,HP-0100,19
19043,KB-2300,60,43,0,CH-1800,17
19051,KB-2300,55,38,0,CH-1800,17
19099,SC-0700,59,38,0,DS-4600,21
19123,SC-0700,65,38,0,DS-4600,27
19133,JH-0500,68,49,0,CW-0900,19
19156,SC-0700,55,30,0,KW-1300,25
19160,SC-0700,51,19,0,DS-4600,32
19172,JH-0500,71,42,0,CW-0900,29
19191,JH-0500,68,44,0,CW-0900,24
19206,JH-0500,64,44,0,CW-0900,20
19229,SC-0700,61,44,0,KW-1300,17
19240,JH-0500,58,43,0,SB-1900,15
19252,NR-0100,66,26,0,JW-2500,40
19298,NR-0100,67,40,0,JW-2500,27
19335,PD-0200,48,26,0,CK-0200,22
19347,NR-0100,45,33,0,TS-0100,12
19369,PD-0200,49,32,0,TM-0100,17
19393,PD-0200,61,32,0,CY-0100,29
19418,MK-1100,75,55,1,,0
19434,MK-1100,70,44,0,SS-2900,26
19467,SL-0600,55,25,0,JT-3900,30
19485,SL-0600,66,46,0,JT-3900,20
19495,SL-0600,54,34,1,,0
19497,SL-0600,58,40,0,JT-3900,18
19514,MK-1100,66,42,0,SS-2900,24
19560,MK-1100,75,55,1,,0
19568,MK-1100,60,36,0,SS-2900,24
19576,DK-0500,73,40,0,DH-4200,33
19606,DK-0500,72,52,0,DH-4200,20
19633,DK-0500,71,46,0,DH-4200,25
19643,JJ-2300,69,39,0,TW-2100,30
19654,DK-0500,72,41,0,DH-4200,31
19662,JJ-2300,65,45,0,JP-1300,20
19676,JJ-2300,69,54,0,TW-2100,15
19692,JH-0900,11,11,0,,0
19730,JH-0900,70,50,1,,0
19740,DK-0500,72,45,0,DH-4200,27
19747,OM-0100,53,31,0,WH-0600,22
19758,RL-1300,71,54,0,BM-0200,17
19776,RL-1300,58,41,0,BM-0200,17
19787,RL-1300,55,35,1,,0
19818,OM-0100,65,45,0,AR-1700,20
19824,RL-1300,74,35,0,AD-1000,39
19834,OM-0100,66,45,0,AR-1700,21
19848,OM-0100,69,41,0,AR-1700,28
19856,OM-0100,72,47,0,AR-1700,25
19875,RL-1300,65,52,0,BM-0200,13
19904,DA-0300,62,40,0,RD-1200,22
19925,BD-0100,54,54,0,BM-3300,0
19983,BD-0100,57,32,0,BM-3300,25
19992,BD-0100,65,36,0,BM-3300,29
20037,BD-0100,54,32,0,BM-3300,22
20051,BD-0100,39,21,0,BW-1500,18
20056,DA-0300,11,8,0,JJ-5200,3
20072,PS-0900,58,-10,0,TJ-1100,68
20077,WR-0500,70,50,1,,0
20105,PS-0900,30,30,0,,0
20123,WR-0500,70,47,0,TH-2600,23
20146,PS-0900,45,36,0,TJ-0400,9
20153,WR-0500,64,40,0,TH-2600,24
20168,WR-0500,63,38,0,TH-2600,25
20177,PS-0900,55,38,0,KW-1500,17
20190,WR-0500,56,38,0,TH-2600,18
20200,PS-0900,53,39,0,KW-1500,14
20225,PS-0900,50,28,0,KW-1500,22
20239,PS-0900,61,38,0,PS-0500,23
20254,TS-0500,66,42,0,CR-1500,24
20285,RL-0900,70,55,0,DH-0600,15
20291,TS-0500,55,35,1,,0
20311,RL-0900,62,46,0,DH-0600,16
20319,TS-0500,69,43,0,CR-1500,26
20328,TS-0500,69,49,0,CR-1500,20
20339,RL-0900,70,50,1,,0
20377,RL-0900,60,47,0,DH-0600,13
20403,RL-0900,59,42,0,DH-0600,17
20420,TS-0500,65,36,0,CR-1500,29
20427,MG-1200,75,51,0,TW-0400,24
20438,MG-1200,73,53,0,TW-0400,20
20447,MB-2100,69,44,0,AS-3400,25
20457,MG-1200,73,52,0,MW-2900,21
20472,MB-2100,70,50,1,,0
20478,MG-1200,71,46,0,TW-0400,25
20483,MG-1200,59,42,0,TW-0400,17
20495,MG-1200,69,45,0,TW-0400,24
20511,GA-0300,59,42,0,AS-3400,17
20513,MB-2100,72,47,0,AS-3400,25
20531,MG-1200,67,49,0,TW-0400,18
20564,MG-1200,70,50,1,,0
20579,JC-0900,60,36,0,DD-2900,24
20596,SJ-0300,63,45,0,RJ-0700,18
20612,SJ-0300,67,49,0,RJ-0700,18
20625,SJ-0300,71,51,1,,0
20645,SJ-0300,75,57,0,KB-2900,18
20666,SJ-0300,63,46,0,RJ-0700,17
20681,JC-0900,61,40,0,DD-2900,21
20722,JC-0900,64,34,0,DD-2900,30
20737,SJ-0300,67,20,0,RJ-0700,47
20739,KH-1500,56,29,0,DM-0500,27
20761,KH-1500,62,43,0,DM-0500,19
20775,CH-2900,69,45,0,JT-2800,24
20782,CH-2900,59,40,0,JT-2800,19
20808,CH-2900,56,36,0,JT-2800,20
20817,CH-2900,52,22,0,JT-2800,30
20846,KH-1500,67,33,0,DM-0500,34
20859,CH-2900,65,41,0,JT-2800,24
20872,KH-1500,46,30,0,JT-2700,16
20890,CB-1700,59,38,0,JT-2800,21
20899,CB-1700,56,42,0,JT-2800,14
20907,CB-1700,68,43,0,JT-2800,25
20918,KH-1500,66,39,0,MJ-0700,27
20942,KH-1500,70,39,0,MJ-0700,31
20960,KH-1500,62,48,0,MJ-0700,14
20974,KH-1500,61,-10,0,MJ-0700,71
20979,CB-1700,62,38,0,JT-2800,24
20996,KH-1500,60,20,0,MJ-0700,40
21046,MA-0700,72,57,0,AS-3400,15
21069,MG-1200,52,40,0,BK-1100,12
21108,MG-1200,66,44,0,TD-2500,22
21130,MG-1200,65,57,0,DV-0200,8
21147,MA-0700,68,51,0,AS-3400,17
21159,MG-1200,55,41,0,TD-2500,14
21180,MG-1200,55,52,0,TD-2500,3
21189,MG-1200,70,50,1,,0
21209,MA-0700,13,13,0,,0
21211,DK-0500,77,50,0,GM-1100,27
21230,PE-0100,62,41,0,JP-1300,21
21244,PE-0100,53,37,0,JP-1300,16
21269,PE-0100,70,43,0,JP-1300,27
21284,PE-0100,57,34,0,JP-1300,23
21289,PE-0100,60,43,0,TW-2100,17
21313,DK-0500,50,39,0,CE-0600,11
21341,DK-0500,72,49,0,GM-1100,23
21355,DK-0500,70,50,1,,0
21375,DK-0500,12,12,0,,0
21381,MS-5200,65,16,0,TM-0100,49
21411,MS-5200,72,42,0,TM-0100,30
21423,MS-5200,50,39,0,TM-0100,11
21444,MS-5200,52,40,0,CK-0200,12
