pid,psr,ints,iry
201247,AF-0300,TM-1900,21
201357,AB-2900,AH-2000,9
201406,AB-2900,WW-0800,23
201487,CP-0900,DR-2600,20
201489,DC-0700,DB-0900,0
201541,DC-0700,EC-0300,37
201622,TG-1600,CW-3700,25
201754,BF-0100,BD-0700,8
201776,BF-0100,SB-1700,0
201924,JP-3200,DF-1200,0
201942,DB-3800,KK-0400,21
201944,JP-3200,SF-0300,4
202004,JP-3200,SP-1100,0
202077,JP-3200,JW-5000,0
202152,CC-1400,TP-0400,0
202213,TR-0100,JB-8500,-1
202280,MV-0300,DS-3100,0
202347,BG-1900,CD-2000,33
202380,MV-0300,BK-0600,75
202388,MS-0200,RN-0100,2
202812,VT-0200,TB-1500,10
202838,VT-0200,KH-0300,12
202911,JM-2900,TP-0400,25
203132,KC-2000,RC-1700,39
203233,EM-0200,GB-0300,33
203300,EM-0200,ER-0100,6
203417,LM-0800,TV-0200,8
203420,DB-2600,LS-0100,24
203505,LM-0800,NC-0200,5
203560,CC-1400,RM-0500,30
203625,CC-1400,WW-0800,25
203635,CC-1400,CG-0200,0
203665,CC-1400,RM-0500,16
203686,CC-1400,DM-3500,9
203690,JD-1400,JB-8500,6
203695,CC-1400,DM-3500,11
203750,AB-2900,LF-0700,2
203763,VT-0200,MM-2700,5
203796,AB-2900,RW-3100,20
203876,VT-0200,FB-0700,0
203897,JP-3200,JW-4300,0
203967,AF-0300,AW-1600,10
204025,JP-3200,SK-0500,0
204220,DC-0700,JD-0400,1
204517,CH-4900,DD-0100,20
204535,BL-0600,NV-0100,38
204598,MH-1600,BW-2200,0
204636,MH-1600,BR-1500,41
204697,RM-5000,MB-3100,0
204765,CP-0500,AS-0100,34
204836,JK-1500,TB-3300,5
204892,CP-0900,TP-1600,22
204946,CP-0900,JF-0500,22
204948,BR-1100,DA-0100,0
204971,BR-1100,RT-1200,23
205014,CP-0900,CH-3800,41
205040,DB-3800,RB-0700,0
205048,BG-1900,DE-0400,4
205070,DB-3800,WA-0100,0
205099,BG-1900,QJ-0100,12
205165,BG-1900,DE-0400,30
205313,DM-2200,SS-2600,10
205348,PR-0100,BD-0700,0
205420,TG-1600,MW-0100,0
205629,MV-0300,CG-0200,2
205666,MV-0300,CG-0200,0
205720,JD-1400,AB-1000,30
205732,BR-1100,FW-0300,10
205804,BR-1100,BA-0300,2
205864,EM-0200,WW-0700,0
205901,KD-1400,ST-0100,30
205928,KD-1400,RW-0800,39
205950,KD-1400,AP-1200,78
206032,KD-1400,WH-0200,0
206064,CC-1400,DM-0100,0
206235,PE-0100,AG-0800,3
206273,CH-4900,DR-2600,40
206422,JK-1500,TS-2900,62
206453,JK-1500,CK-0300,3
206547,LM-0800,DE-0400,0
206770,JH-1700,CC-1500,0
206773,DC-4400,BM-0200,24
206798,JH-1700,BW-2200,14
206954,BF-0100,RM-1300,0
206981,BF-0100,RM-1300,0
206995,BF-0100,DG-2400,0
207055,JP-3200,DM-1000,23
207104,JP-3200,DM-1000,0
207244,MH-1600,EB-0400,7
207459,BV-0200,DW-0600,45
207461,KC-2000,KB-2400,0
207594,DM-2200,TN-0400,0
207616,DM-2200,RW-3100,33
207619,VT-0200,SB-1700,33
207664,VT-0200,LS-0800,7
207753,BG-1900,MM-2700,0
207899,KB-1300,MD-0800,32
207982,KB-1300,CJ-2500,71
208057,TB-2300,SK-0500,0
208073,TB-2300,SK-0500,32
208138,TB-2300,BA-1500,2
208147,TB-2300,AF-1400,14
208273,BF-0100,CC-1800,15
208313,TG-1600,TB-2600,24
208499,KC-2000,BS-0700,0
208509,BV-0200,DW-2900,10
208588,JP-3200,KB-2400,25
208626,BV-0200,KH-1600,15
208730,JK-1500,FW-0300,10
208816,EM-0200,CP-2200,-2
208832,PR-0100,LS-0400,2
208864,PR-0100,TN-0400,-1
208916,VT-0200,SS-2600,38
209088,JH-1700,LB-0900,38
209157,PM-0200,DE-0400,2
209307,DB-3800,RM-4900,39
209381,DC-0700,DG-2400,4
209382,BL-0600,KW-2400,0
209385,DC-0700,DW-1400,0
209517,AB-2900,KB-2100,27
209546,AB-2900,AB-1000,0
209616,MS-0200,MM-2700,0
209629,MS-0200,MM-2700,0
209643,CP-0900,TB-3400,36
209750,CP-0900,EW-1400,24
209819,BR-1100,WD-0500,0
209825,KB-1300,JP-3600,3
210016,KD-1400,NC-0200,0
210038,CP-1500,LM-1300,9
210052,CP-1500,JS-5800,0
210121,JM-2900,KL-1500,0
210199,JM-2900,MT-1900,6
210221,TD-1400,DS-4000,0
210262,BG-1900,CB-2700,0
210389,BG-1900,KM-2800,17
210417,LM-0800,PS-1000,2
210501,LM-0800,AF-1400,1
210804,JM-2900,DS-3100,13
210808,CS-1700,DD-2000,20
210895,CS-1700,AW-1500,24
210966,SR-1200,JJ-2700,6
210996,SR-1200,ER-0100,41
211036,SR-1200,AW-0800,1
211106,DB-2600,LF-0500,1
211122,TM-0200,TS-2900,16
211174,TM-0200,NC-0200,30
211466,CH-4900,DS-1600,43
211795,KH-2100,DF-0100,4
211805,KH-2100,JS-3100,0
211908,TB-2300,DC-0600,31
212088,KC-2000,RM-1300,0
212094,KC-2000,DD-0100,0
212122,BL-0600,TJ-1700,8
212184,KC-2000,DD-0100,37
212284,KD-0600,TJ-0800,10
212314,KD-0600,DO-0200,0
212319,JB-3800,RG-0700,36
212405,TG-1600,MW-1700,0
212420,MS-0600,GW-0600,25
212452,TG-1600,TK-0300,31
212511,TG-1600,AD-1200,1
212547,TG-1600,DF-1200,9
212601,MH-1600,DH-0700,48
212636,MS-0200,MT-1900,31
212769,MB-4800,EC-0300,1
212819,MB-4800,JV-0500,38
213035,JH-1700,AD-1700,43
213096,PR-0100,KW-1400,7
213276,PC-0900,CB-5100,12
213314,EM-0200,DN-0800,-2
213448,DB-3800,RT-1200,22
213570,MH-1600,TF-0500,0
213572,MB-4800,KH-0300,0
213745,BF-0100,AW-1800,3
213789,BF-0100,BR-1500,14
213817,BF-0100,RB-3400,27
213834,BF-0100,BW-2200,0
213927,JP-3200,MD-0800,0
213932,PM-0200,KH-1600,0
214144,MB-4800,JW-1600,0
214215,CP-0900,TP-1600,14
214293,BR-1100,RT-1200,86
214330,BR-1100,DB-0900,24
214515,PM-0200,RH-1100,9
214615,DC-4400,IR-0200,3
214627,DC-4400,JT-3400,35
214779,MV-0300,BD-0700,19
214833,BR-1100,EW-1400,0
214892,BR-1100,RH-1100,87
214959,BR-1100,EW-1400,0
215012,DM-2200,RH-1100,-1
215121,DM-2200,TB-3400,0
215147,DM-2200,RH-1100,6
215362,DC-0700,TV-0200,0
215435,DC-0700,TV-0200,22
215481,DC-0700,LM-1300,0
215553,JD-1400,MM-2700,11
215565,JD-1400,JC-5500,5
215731,TD-1400,OT-0200,14
215761,TD-1400,KR-0300,16
215778,CP-0500,LB-0600,0
215933,BF-0100,KK-0400,0
215956,BF-0100,TH-2200,0
216010,MH-1600,DG-2400,29
216096,MH-1600,DS-2700,0
216170,CP-0900,PS-1000,53
216175,TG-1600,TL-0500,0
216335,GF-0400,CB-0100,11
216432,JP-3200,LS-0300,25
216445,JP-3200,TD-0200,4
216472,DC-4400,BK-0600,2
216484,BG-1900,DS-1600,88
216504,BG-1900,FS-0400,0
216606,DC-4400,BK-0600,14
216612,DC-4400,DB-4200,0
216663,EM-0200,KD-0100,18
216686,EM-0200,KD-0100,2
216706,KW-0500,GW-1500,17
216790,JM-2900,FW-0300,71
216846,SM-2400,TP-1600,6
216918,BV-0200,RC-1600,14
216972,DB-3800,AH-2700,1
217083,DB-3800,AG-0800,0
217252,MB-4800,MA-0200,0
217264,PR-0100,NV-0100,3
217368,KO-0700,LM-0400,7
217410,KB-1300,GB-0700,0
217547,AW-2100,GB-0700,31
217559,AW-2100,CJ-2500,30
217594,MV-0300,BD-0700,0
217598,DM-2200,DH-0700,38
217785,MB-4800,DD-2000,14
217789,KW-0500,DG-3000,0
217957,TB-2300,WW-0800,0
218006,JD-1400,MV-0400,24
218074,JH-1700,IS-0100,3
218139,JH-1700,NV-0100,0
218149,JH-1700,MB-4100,41
218193,JH-1700,NV-0100,24
218207,JH-1700,LB-0900,20
218268,CP-0500,WO-0100,0
218301,DC-4400,TJ-0800,5
218315,DC-4400,DO-0200,0
218330,DC-4400,KK-0100,6
218357,DC-4400,DO-0200,27
218370,DC-4400,DO-0200,0
218476,DB-3800,CB-0100,25
218494,JP-3200,BJ-2500,8
218584,BF-0100,DM-1500,14
218663,BF-0100,GB-0300,0
218877,PM-0200,MP-1000,14
219179,GF-0400,DB-0900,1
219204,TR-0100,DJ-2600,0
219241,TR-0100,LS-0800,34
219251,TR-0100,RH-2900,17
219777,AW-2100,BK-0100,21
220003,MB-4500,TN-0400,12
220208,AB-2900,CE-0500,6
220254,AB-2900,BA-0300,24
220308,AB-2900,SW-1500,0
220399,MV-0300,CK-0300,17
220442,JL-2800,DH-0700,3
220474,KO-0700,BS-2000,-1
220490,KO-0700,KR-0300,1
220515,KO-0700,TJ-0800,0
220532,KO-0700,MW-2000,2
220560,KO-0700,DO-0200,0
220682,BF-0100,BK-0600,3
220754,BF-0100,WA-0100,0
220758,BG-1900,AC-0600,38
220773,BF-0100,WA-0100,26
220820,PM-0200,DM-1500,0
221051,GF-0400,CG-0200,0
221087,JD-1400,LS-0300,37
221128,AB-2900,KN-0200,1
221253,AB-2900,AW-1800,1
221347,CP-0900,DC-3700,0
221433,CP-0900,RM-1300,5
221436,BL-0600,KR-0500,0
221486,DM-2200,WS-0100,3
221713,TB-2300,CH-3800,5
221860,DB-2600,TP-0400,34
221921,DB-2600,TP-0400,0
221938,TR-0100,AS-1200,0
221974,TR-0100,DN-0800,7
222151,JM-2900,JB-0300,17
222175,MB-4800,TW-2200,0
222194,SM-2400,AA-1500,85
222214,SM-2400,MH-2000,24
222698,DC-4400,DH-0700,37
222767,DC-4400,KB-2100,6
222924,AW-2100,EC-0300,0
223230,BL-0600,DF-1600,23
223246,BL-0600,NF-0200,30
223323,TG-1600,SB-1700,40
223366,DM-2200,DM-1000,0
223407,TG-1600,SB-1700,20
223575,TB-2300,BJ-2500,0
223586,MC-0700,DE-0400,1
223638,JL-2800,JC-5500,39
223884,MB-4800,AP-1200,24
223922,MB-4800,RT-1400,37
223931,MB-4800,SW-1500,34
224008,DB-2600,CW-3700,0
224149,BG-1900,TL-0700,17
224173,BG-1900,RM-3400,19
224213,BG-1900,TH-2200,51
224317,SM-2400,BS-0500,0
224539,MB-4500,KH-1600,2
224666,TR-0100,RT-0200,22
224792,BF-0100,KL-1500,32
224908,JM-2900,AW-0300,38
224925,JD-1400,RT-0200,25
224979,JM-2900,MM-2400,46
225051,JM-2900,MM-2400,0
225182,TB-2300,DW-3800,0
225298,GF-0400,TM-1900,0
225307,GF-0400,TV-0200,6
225345,GF-0400,NC-0200,0
225408,TD-1400,CT-1500,0
225438,TD-1400,MB-4100,72
225900,AW-2100,DB-2800,8
225933,JH-1700,TS-3500,0
225937,AW-2100,DB-2800,9
225959,JH-1700,CM-1200,0
226095,AB-2900,AH-1000,22
226101,AB-2900,AH-1000,0
226210,TB-1900,NB-0100,95
226347,DC-0700,AW-2000,3
226453,BG-1900,TL-0500,43
226528,VT-0200,RB-0700,0
226609,AS-1600,CJ-2500,24
226615,AS-1600,JD-0400,13
226626,PM-0200,DS-2900,13
226629,AS-1600,MD-0800,0
226647,PM-0200,BT-0800,0
226654,AS-1600,CJ-2500,15
226819,MB-4800,LT-0100,3
227110,DB-3800,JH-2100,25
227277,AW-2100,GB-0300,10
227320,TD-1400,RL-0600,0
227432,KH-2100,TL-0500,0
227453,VT-0200,AC-2500,1
227477,KH-2100,MB-4000,18
227519,VT-0200,TM-1900,71
227626,DC-4400,CT-1500,55
227668,KO-0700,CC-1500,0
227672,DC-4400,CH-1600,44
227734,DB-2600,CD-1300,20
227782,EM-0200,AH-2700,43
228071,JD-1400,BB-0300,34
228089,JD-1400,KK-0400,64
228123,JH-1700,KL-1500,27
228124,JD-1400,DB-2800,0
228402,MV-0300,JB-7500,51
228494,AB-2900,KB-2100,22
228544,KC-2000,BJ-2500,20
228700,TM-0200,TC-2700,-1
228723,TM-0200,MP-1000,14
228855,BL-0600,BM-1300,0
228868,TM-0200,RM-1300,41
229150,SM-2400,OT-0200,30
229188,SM-2400,KK-0100,3
229291,MH-1600,TE-0600,3
229417,MB-4800,CJ-2500,0
229491,JM-1100,CJ-2500,10
229513,JM-1100,NH-0300,21
229676,GF-0400,GW-0600,15
229719,JM-2900,RH-2300,22
229768,BV-0200,DM-0100,60
230112,BR-1100,TJ-0800,0
230115,CP-0500,CH-3800,55
230123,CP-0500,AS-1300,0
230231,TD-1400,DB-2800,5
230260,TD-1400,RM-3400,6
230305,TD-1400,AG-1200,-4
230379,DC-0700,NH-0300,20
230402,PM-0200,DR-2600,1
230782,EM-0200,CB-0100,0
231009,DB-3800,LS-0800,33
231011,DM-2200,DE-0400,14
231098,DM-2200,JF-2100,19
231113,DB-3800,JT-3400,2
231152,MH-1600,TN-0400,0
231222,DB-2600,MB-3100,31
231297,MH-1600,RW-3100,0
231316,DB-2600,JB-0300,25
231479,AB-2900,MF-1800,67
231580,AS-1600,ST-0100,32
231722,MV-0300,JV-0500,2
231749,VT-0200,DH-0700,0
231763,MV-0300,TL-0500,0
231776,MV-0300,DB-0900,4
232030,BF-0100,OT-0200,0
232056,BF-0100,DO-0200,0
232065,BF-0100,DO-0200,21
232070,BF-0100,TJ-0800,0
232078,BF-0100,OT-0200,10
232091,CP-0500,AC-0600,0
232244,JM-2900,AH-2700,58
232267,JM-2900,AG-0800,0
232332,DM-2200,JL-3400,1
232411,DM-2200,DF-1600,0
232612,JG-0600,CT-1500,22
232639,DC-0700,LB-0600,0
232792,GF-0400,DS-3100,28
232847,AB-2900,RH-3100,5
232959,EM-0200,RC-1300,0
233018,MB-4500,AP-1200,17
233217,DB-3800,GW-0600,51
233373,CS-1700,SS-2500,24
233382,CS-1700,BM-3400,12
233456,JM-1100,RM-1300,0
233493,JM-1100,RM-1300,20
233519,JM-1100,DG-2400,0
233550,BL-0600,MF-1800,37
233672,KC-2000,RH-2300,52
233852,KH-2100,AS-0100,0
233959,BR-1100,AT-0400,28
233991,AW-2100,IT-0100,0
233995,AW-2100,CH-3800,0
234103,KW-0500,MT-1900,7
234169,KW-0500,KH-1600,10
234224,KW-0500,JB-0300,14
234463,TD-1400,KB-2400,0
234552,SM-2400,BP-1000,1
234586,CB-0900,RT-0700,24
234675,BF-0100,TC-1100,3
234972,KC-2000,GW-0600,14
235164,GF-0400,KC-0300,1
235236,JH-1700,AW-1800,4
235336,JH-1700,DS-1600,30
235349,KO-0700,FT-0200,4
235391,AB-2900,HH-0300,0
235394,KO-0700,DS-3100,25
235498,AB-2900,NV-0100,5
235574,DB-3800,DB-0900,10
235730,CP-1500,BA-0300,2
235891,CS-1700,CG-0200,61
235968,CS-1700,CG-0200,40
236118,DM-2200,RC-1300,6
236176,PM-0200,MV-0400,-1
236336,BF-0100,DW-3800,6
236528,TG-1600,AC-2500,2
236548,TG-1600,RB-0400,18
236582,TG-1600,TM-1900,33
236653,JD-1400,TL-0500,7
236674,JD-1400,EC-0300,4
236705,BB-2400,KL-1500,0
236713,BB-2400,KL-1500,3
236731,BB-2400,CG-0200,4
236743,BB-2400,WW-0800,35
236850,CP-1500,MB-4100,3
236854,KO-0700,SS-2500,0
237319,KB-1300,TC-2700,3
237354,KB-1300,TC-2700,2
237374,KB-1300,MP-1000,26
237470,TB-2300,TT-1400,22
237512,GF-0400,EH-0800,6
237536,TB-2300,YB-0100,0
237576,EM-0200,DS-1600,0
237599,EM-0200,DS-1600,92
237683,EM-0200,BW-2200,26
237714,EM-0200,DS-1600,31
237764,KC-2000,CB-0100,18
237842,KC-2000,NF-0200,28
237883,KC-2000,DW-3300,80
237934,MH-1600,MF-1800,33
237969,MB-4800,MB-3100,4
237988,MH-1600,DC-2400,16
238085,MB-4500,JB-4100,28
238114,MB-4500,SR-0600,6
238302,TD-1400,JP-3600,9
238460,DB-2600,LS-0800,5
238543,DM-2200,RW-3100,46
238686,CS-1700,KB-2100,5
238741,KB-1300,DT-1900,26
238884,TM-0200,TS-3500,0
238927,JD-1400,NV-0100,46
238945,JD-1400,NV-0100,22
239030,KO-0700,RM-0500,10
239168,PM-0200,KR-0300,35
239220,CP-0500,MJ-0100,46
239267,SR-1200,MS-4800,0
239353,SR-1200,CC-5000,11
239368,CF-1300,TT-1400,16
239645,VT-0200,JL-3400,1
239654,VT-0200,CB-0100,0
239879,AB-2900,EW-1400,0
239956,MM-2800,GW-1500,25
240167,JL-2800,MW-1700,10
240562,SM-2400,KW-2600,0
240727,KC-2000,LM-0400,17
240975,DC-0700,EW-0300,57
240984,TG-1600,LS-0100,29
241083,BJ-1400,NC-0700,0
241119,BF-0100,DE-0300,51
241182,BF-0100,BW-2200,2
241230,DB-2600,CB-0100,65
241259,DB-2600,NF-0200,1
241269,JP-3200,TN-0400,4
241390,JH-1700,DH-0700,34
241460,MV-0300,NW-0200,20
241475,JG-0600,JW-1600,19
241594,KW-0500,DG-2400,0
241854,JL-2800,CG-0200,0
241916,KB-1300,DO-0200,0
241953,KB-1300,IO-0100,15
241987,CP-0500,DS-0400,35
242113,RF-0500,MC-2100,6
242142,DC-0700,PT-0600,15
242229,TB-2300,GW-0600,3
242247,TB-2300,GW-0600,23
242351,TB-2300,GW-0600,0
242359,TB-2300,SK-0500,0
242399,TD-1400,AW-1800,0
242418,BJ-1400,CC-5000,24
242487,CF-1300,DS-1600,18
242500,TD-1400,DS-1600,6
242555,GF-0400,SS-0700,33
242610,KC-2000,TT-1400,0
242692,KC-2000,LS-0300,16
242777,BF-0100,ML-1600,0
242873,BF-0100,RH-2900,0
242975,MH-1600,BA-0300,4
242989,EM-0200,MB-3100,40
243157,KO-0700,BK-0600,0
243312,KD-1400,KB-2400,16
243326,SM-2400,SS-2500,61
243376,KD-1400,RH-2300,14
243557,DB-3800,CR-1300,14
243590,DB-3800,SS-2600,2
243601,DB-3800,WH-0200,0
243787,PM-0200,TP-1600,36
243840,BR-1100,MD-0800,8
243896,BR-1100,JD-0400,0
244063,DC-0700,AT-0400,20
244147,JD-1400,BS-1500,15
244235,MV-0300,RM-0500,10
244247,MV-0300,MM-2400,27
244258,KO-0700,MR-1600,6
244333,BF-0100,CT-1500,95
244403,BF-0100,NV-0100,45
244485,DG-0600,BR-1500,0
244724,JG-0600,CC-1500,0
244899,JP-3200,PS-1000,0
244905,TG-1600,CB-0100,10
244956,JP-3200,KM-2100,0
244983,TG-1600,DW-3300,28
245147,JL-2800,SM-0200,11
245207,SR-1200,AS-0400,0
245382,BB-2400,EH-0800,0
245413,AB-2900,RB-0700,42
245439,AB-2900,RB-0700,2
245475,AB-2900,DJ-0300,21
245527,AB-2900,RB-0700,26
245586,EM-0200,AG-0800,0
245641,EM-0200,AG-0800,0
245654,DB-2600,JB-8400,0
245691,DB-2600,BA-0300,15
245762,BR-1100,BS-2000,16
245825,BR-1100,DO-0200,37
245844,BR-1100,OT-0200,5
245952,KW-0500,MA-0200,0
245964,AS-1600,JD-0200,7
246005,KW-0500,KL-0700,2
246019,AS-1600,RG-2000,11
246032,AS-1600,EG-0800,13
246184,RF-0500,CR-1300,0
246320,KC-2000,CH-1900,70
246367,MM-2800,AD-1700,72
246390,MM-2800,LT-0100,38
246408,KD-0600,MB-3100,32
246498,KD-0600,JW-4600,6
246513,KW-0500,ST-0100,2
246520,MB-4500,AR-1400,29
246534,MB-4500,DM-0100,19
246570,MB-4500,AW-1500,36
246679,JL-2800,AS-0100,0
246743,TB-2300,NC-0200,0
246757,TB-2300,LF-0300,20
246758,JL-2800,EH-0800,0
246809,JL-2800,JS-0300,39
246934,JD-1400,RB-0700,35
247010,CP-0500,AD-0300,14
247073,CF-1300,DO-0200,9
247362,KB-1300,NF-0200,0
247403,KB-1300,CB-0100,10
247677,RF-0500,BW-2200,0
247686,RF-0500,AW-1800,0
247722,RF-0500,BW-2200,31
247752,RF-0500,FS-0400,0
247779,RF-0500,DS-1600,0
247834,MT-2100,TL-0500,15
247942,MT-2100,DB-0900,0
248095,EM-0200,SB-1700,0
248109,EM-0200,ML-1600,13
248130,EM-0200,BD-0700,0
248332,DB-3800,ZT-0100,0
248503,AS-1600,LT-0100,14
248530,MH-1600,BT-0800,0
248917,BF-0100,DB-2800,28
248979,MV-0300,JC-5500,19
249527,EM-0200,DM-1000,0
249584,TG-1600,JB-8400,16
249619,JG-0600,JT-2700,0
249653,JG-0600,DO-0200,9
249661,CP-0500,AG-1200,21
249671,CP-0500,DB-2800,4
249673,JG-0600,TJ-0800,0
249820,JM-2900,GE-0100,2
249868,DC-0700,OH-0500,3
249886,JN-0500,CB-3200,5
249935,PM-0200,DF-1200,10
250027,DB-3800,GB-0700,19
250067,DB-3800,NH-0300,0
250087,PM-0200,QJ-0100,14
250239,AS-1600,KW-2600,4
250343,GF-0400,DB-0900,13
250493,BJ-1400,JP-3600,0
250520,BJ-1400,DT-1900,0
250641,TB-1900,MM-3400,47
250657,TB-1900,AW-0300,0
250668,TB-1900,CG-0200,52
250726,TB-1900,KL-1500,0
250730,JD-1400,TS-1800,0
250851,KC-2000,LB-0600,6
250882,CF-1300,RH-2200,0
250953,MM-2800,PT-0600,0
251011,MM-2800,DG-3000,0
251026,RF-0500,BD-0700,24
251048,MM-2800,MF-1800,6
251250,DB-2600,CG-2900,0
251318,DB-2600,MW-0800,41
251393,DB-2600,DP-0600,20
251491,RG-2300,KC-0300,0
251499,MV-0300,MG-1500,14
251519,MV-0300,NV-0100,0
251598,BF-0100,SR-1100,0
251622,BF-0100,DS-0400,24
251696,AR-1300,CW-2400,0
251776,MM-2800,KD-0100,11
251833,JM-2900,SB-1700,7
251932,DB-2600,KL-1500,8
252021,JD-1400,RW-3100,6
252080,CP-0500,TV-0200,42
252092,KH-2100,KK-0100,0
252217,CP-0500,TM-1900,46
252422,JP-3200,SS-0700,2
252453,KC-2000,NF-0200,0
252694,DC-0700,TC-2700,14
252812,DB-3800,PS-1000,0
252924,SM-2400,DS-3200,0
252935,SM-2400,SM-0200,0
252982,GF-0400,LT-0300,0
253065,JH-1700,FT-0200,0
253471,JM-1100,SS-2500,0
253502,JM-1100,BE-0400,3
253558,CS-1700,KB-2100,17
253578,CS-1700,DH-0700,65
253727,MB-4500,CB-1600,31
253762,EM-0200,LM-0400,27
253935,RG-2300,MR-1600,12
253937,BF-0100,CT-1500,0
253971,BF-0100,LB-0900,10
253987,BF-0100,CH-1600,0
254027,BF-0100,CH-1600,0
254153,KB-1300,DS-1600,11
254209,BB-2400,AS-0100,0
254211,TB-2300,TL-0500,74
254668,PR-0300,CC-4700,48
254767,MV-0300,CG-0200,0
254924,KB-1300,BR-1500,37
254943,CF-1300,ER-0100,23
255012,KB-1300,BR-1500,13
255116,SW-0100,AH-1000,8
255160,BF-0100,JW-4600,0
255244,JS-5100,JD-0200,15
255246,JM-2900,GG-0200,16
255375,MM-1500,RM-1300,9
255582,JK-1500,SK-0500,12
255613,JK-1500,PS-1000,4
255835,TB-2300,LS-0300,0
256020,KH-2100,TL-0500,12
256044,KH-2100,MB-4000,33
256051,KH-2100,TL-0500,42
256158,KH-2100,TL-0500,2
256251,MB-4500,RH-2900,0
256299,MM-2800,LM-0400,4
256334,KD-0600,RC-1300,4
256418,BR-1100,BW-0200,22
256474,BR-1100,AG-1200,0
256537,AS-1600,GE-0100,0
256608,TB-0200,MA-0200,40
256671,TB-0200,MA-0200,-4
256683,TB-1900,WA-0100,0
256748,TB-1900,JB-4100,18
256990,DB-2600,OA-0200,42
257000,DB-2600,CI-0400,19
257115,BL-0600,AS-0100,73
257173,CS-1700,LA-0600,21
257287,MB-4500,BK-0600,3
257298,CS-1700,MW-0800,13
257422,JK-1500,JF-0500,22
257446,JK-1500,TP-1600,4
257540,EM-0200,KL-1500,14
257548,EM-0200,MM-2400,1
257566,EM-0200,MM-2400,-10
257640,JP-3200,AS-0100,0
257697,TB-2300,CB-0100,100
257736,TB-2300,JL-3400,5
257957,JD-1400,BU-0200,20
258065,RG-2300,KL-1500,1
258096,BR-1100,CJ-2500,5
258296,JP-3200,IT-0100,1
258343,JP-3200,LF-0500,14
258412,JD-1400,LT-0100,21
258423,JD-1400,MM-0800,32
258512,JD-1400,MB-3100,14
258605,BR-1100,MB-3100,0
258652,BR-1100,KH-1600,76
258684,MH-1600,IT-0100,24
258855,DC-4400,TP-1600,0
258863,DC-4400,JP-3600,42
258998,JD-1400,JW-1600,-5
259073,CS-1700,CM-1200,60
259105,CS-1700,HN-0300,60
259153,CS-1700,ER-0100,3
259312,TB-2300,DW-2600,10
259413,TG-1600,MW-2000,-1
259532,JP-3200,TH-1700,14
259611,JP-3200,CC-1500,17
259635,JP-3200,FB-0700,20
259666,DB-3800,SJ-0700,10
259687,CF-1300,SF-0800,19
259794,CF-1300,JB-7500,14
259861,VY-0100,AD-1700,0
259872,KC-2000,AD-1700,0
259885,KC-2000,KR-0500,25
260003,DM-2200,JS-3100,11
260296,RG-2300,NB-0100,0
260395,BF-0100,CT-1500,13
260404,BF-0100,DM-0200,15
260498,BL-0600,RW-3100,0
260504,DB-2600,RM-1300,16
260565,DB-2600,NG-0500,6
260586,DB-2600,MP-1000,15
260869,PM-0200,RM-3400,16
260905,EM-0200,NH-0300,4
261281,DC-4400,AC-2500,0
261477,BJ-1400,KL-1500,13
261549,CP-0500,AD-0300,0
261612,CF-1300,BS-2000,5
261678,CF-1300,LJ-0800,2
261695,CP-0500,LB-0600,35
262048,DB-3800,AH-1000,0
262130,BF-0100,OS-1000,0
262340,EM-0200,JT-3400,17
262496,AW-0400,RL-0600,27
262531,AW-0400,AT-0400,7
262532,SM-2400,KM-3000,31
262568,AW-0400,RP-2000,54
262619,CS-1700,DH-0700,18
262657,CS-1700,JW-1600,3
262667,MV-0300,DB-4200,63
262711,CS-1700,DH-0700,60
262774,KW-0500,MB-3100,1
262805,MH-1600,GH-0800,0
262880,MH-1600,AW-1500,0
263132,JP-3200,GW-0600,0
263327,TB-2300,DB-0900,0
263376,CP-0900,TB-3400,8
263480,KC-2000,SM-2600,10
263496,KC-2000,QJ-0100,11
263670,MB-4500,RW-3100,0
263737,BL-0600,CH-0100,0
263845,BR-1100,RM-1300,19
263864,BR-1100,RM-1300,21
263870,CS-1700,CG-0200,11
264084,RG-2300,DS-3100,30
264137,RG-2300,AW-1800,7
264207,CP-0500,DT-1900,0
264218,BR-1100,MW-2000,9
264271,CP-0500,IT-0100,34
264285,BR-1100,DO-0200,42
264349,BR-1100,KK-0100,22
264384,JK-1500,MM-0800,29
264548,BL-0600,JD-0400,16
264668,BL-0600,MD-0800,16
264789,JL-2800,DB-0900,0
264851,KC-2000,ZT-0100,-4
264985,KC-2000,TD-0200,-2
265137,DC-0700,KW-2600,0
265289,CF-1300,CM-1200,0
265306,MH-1600,CW-1200,0
265309,EM-0200,KH-0300,37
265334,EM-0200,KH-0300,26
265362,EM-0200,MB-3100,0
265437,MH-1600,FR-0100,1
265441,MH-1600,RM-3400,27
265707,KW-0500,OA-0200,0
265716,KW-0500,FB-0700,0
265747,KW-0500,DC-2400,0
266181,MV-0300,AW-1500,99
266228,KW-0500,DH-0700,37
266265,ML-1000,MB-2700,4
266281,DB-2600,CH-3800,0
266356,VY-0100,AG-0800,7
266409,VY-0100,BJ-0700,15
266535,CP-0900,RB-2300,0
266631,DC-0700,WA-0200,11
266865,BJ-1400,AC-2500,0
266881,BJ-1400,LF-0300,12
267103,PR-0300,BS-1300,24
267136,SM-2400,QJ-0100,11
267208,SM-2400,DE-0400,5
267299,AS-1600,SK-0500,27
267384,AS-1600,TL-0500,-5
267424,JK-1500,OA-0200,1
