pid,psr,ints,iry
543112,PM-0200,EW-0400,23
543144,PR-0300,WW-0900,25
543246,PR-0300,JL-1200,0
543637,MR-2500,RJ-0900,34
543665,MR-2500,WG-0500,1
543672,MR-2500,KR-0500,2
543759,MR-2500,DW-1300,7
543790,MR-2500,SA-0100,2
543874,MS-4100,CH-2250,20
543876,AR-1300,JL-0100,10
543900,MS-4100,MJ-1000,72
544009,JF-3100,CM-3400,74
544072,JF-3100,HN-0100,18
544207,AL-1100,AT-0100,59
544284,AL-1100,AD-0930,87
544322,AL-1100,TW-3250,20
544366,SB-1100,ES-1100,5
544494,NF-0250,DH-0700,22
544512,NF-0250,BM-2000,25
544776,MS-0200,PP-0800,2
544855,MS-0200,DC-4000,16
544891,CP-0500,MJ-0600,55
544912,CP-0500,RH-0700,0
545121,BL-0600,CG-1700,20
545229,JC-0500,TB-2800,5
545293,JC-0500,DG-1300,0
545527,MS-0200,CH-4200,2
545613,TR-0800,DH-0700,27
545658,TR-0800,LF-0300,10
545686,RG-1850,CP-1000,27
545745,MS-0100,SG-1400,1
545963,CP-2000,CC-4000,35
545983,JC-6200,AW-1800,31
546138,CP-0500,CC-5000,29
546225,BW-0850,LT-0400,53
546324,CB-0900,SB-1700,1
546348,CB-0900,BW-2650,0
546371,CB-0900,JH-0100,0
546432,MR-2500,RB-0700,28
546572,PM-0200,BF-0800,-2
546686,BQ-0100,DB-5100,-2
546733,AL-1100,JR-3100,-1
546835,RF-0500,TZ-0100,20
546869,RT-0150,BW-0150,10
547001,CH-2400,AV-0300,0
547158,JL-2300,DL-2300,21
547167,JL-2300,MH-1060,0
547401,RL-0950,JJ-1550,36
547427,SB-1100,PP-0400,0
547469,RL-0950,CD-0200,38
547485,RL-0950,JJ-1550,39
547522,RL-0950,JL-0600,18
547608,CK-0100,PR-0400,0
547610,DB-3800,AB-3100,50
547624,DB-3800,DW-2600,42
547736,AR-1300,CW-1200,0
548017,DB-3800,TD-0900,0
548056,DB-3800,SW-0700,6
548124,DB-3800,WM-1000,16
548159,DB-3800,JB-0200,-2
548165,DB-3800,WM-1000,0
548376,RF-0500,PP-0800,5
548499,CH-2400,JB-8800,45
548687,TB-2300,RJ-2000,49
548835,MS-0100,KR-0500,2
548859,MS-0100,KR-0500,30
548873,MS-0100,PP-0400,0
548876,RL-0950,LL-0200,24
549047,AL-1100,DF-1200,29
549070,AL-1100,DC-0400,23
549073,MS-4100,RM-1400,1
549147,AL-1100,DC-0400,28
549271,CP-2000,MB-5100,0
549291,AR-1300,HS-0130,0
549308,CP-2000,MB-5100,1
549599,JL-2300,TD-1600,7
549629,JL-2300,GQ-0100,22
549708,JL-2300,DS-1700,-2
549825,JF-3100,VM-0300,26
549833,PM-0200,LD-0150,27
549925,AD-0100,DW-3800,31
549985,AD-0100,CL-1900,20
550058,PR-0300,RN-0300,0
550077,BW-0850,MG-0800,24
550132,BW-0850,PA-0100,0
550195,CP-0500,SB-1700,0
550296,JF-1900,RC-1300,0
550298,AB-3500,CG-1700,0
550364,CB-0900,ER-0100,34
550730,CP-0500,CB-0100,18
550753,PM-0200,PA-0100,0
550903,AD-0100,BC-0500,37
550933,TR-0800,RN-0300,0
551089,SB-1100,SG-0650,62
551174,RF-0500,JD-3000,21
551270,BQ-0100,TG-0950,23
551579,AL-1100,WW-0800,40
551603,AL-1100,AA-0200,0
551631,JL-2300,CV-0200,3
551669,JL-2300,DB-6100,7
551706,CH-2400,BS-1300,11
551851,CH-2400,EL-0100,0
551987,MR-2500,TD-0700,0
552120,JF-1900,LF-0300,2
552326,BR-1100,BB-2100,0
552382,JC-6200,JR-2750,44
552446,CP-2000,MW-3600,0
552478,JC-6200,HS-0130,56
552695,EM-0200,EM-0100,73
552773,DB-3800,SB-1800,21
552801,EM-0200,IA-0100,12
552822,DB-3800,SB-1800,70
552866,JS-3700,BW-0150,45
552914,JS-3700,RS-1000,19
552935,RW-3850,PP-0400,0
552938,JS-3700,RS-1000,0
552959,JS-3700,BW-0150,0
553087,MS-4100,SS-1300,32
553216,MS-0200,DM-1300,19
553356,RM-0300,SK-0200,1
553482,NF-0250,LH-0300,44
553614,JC-6200,CH-2250,24
553719,KC-2350,TW-0600,37
553791,BW-0850,RJ-0400,17
553826,BW-0850,LF-0300,8
554025,EM-0200,AS-0100,6
554065,EM-0200,TD-0900,5
554215,SB-1100,EG-0900,29
554418,JF-1900,CH-1500,98
554542,JF-3100,JG-3600,3
554567,JF-3100,RB-4800,40
554609,JF-3100,IA-0100,0
554655,JF-3100,JG-3600,0
554943,RF-0500,KW-2500,24
554964,RF-0500,ET-0200,57
555031,RL-0950,DL-1200,-1
555088,MS-4100,PP-0400,31
555102,MS-4100,RJ-0900,53
555165,MS-4100,GT-0300,102
555502,BR-1100,BC-0500,36
555548,BQ-0100,JH-1000,3
555679,TB-2300,CR-1300,63
555752,CK-0100,DM-1300,0
555761,TB-2300,AS-1500,6
555919,MS-0100,JM-2800,1
555942,MS-0100,JM-2800,28
555999,MS-0100,MG-1800,40
556012,MS-0100,MG-1800,0
556146,MS-4100,AS-0100,1
556214,SB-1100,DG-2000,0
556219,JF-3100,JJ-1550,41
556241,JF-3100,JL-0600,0
556260,JF-3100,TJ-2250,0
556319,JF-3100,ES-0800,5
556358,BQ-0100,DB-6100,32
556447,BQ-0100,VD-0200,0
556821,GM-0700,CL-1900,30
557021,RF-0500,RJ-2000,8
557078,NF-0250,LF-0300,9
557146,RG-1850,CA-0900,37
557193,TB-2300,CP-2500,4
557222,TB-2300,DC-4000,0
557297,CH-2400,MC-1900,0
557344,CH-2400,PC-0300,27
557361,CH-2400,PC-0300,0
557397,JL-2300,SS-1300,0
557404,JL-2300,EW-0100,20
557598,ML-1000,LK-0600,25
557640,CN-0500,MB-5150,7
557878,BR-1100,LH-0300,17
557926,AD-0100,CA-0600,6
557974,AD-0100,CA-0600,0
558005,BR-1100,RN-0300,10
558257,PM-0200,UY-0100,0
558456,RL-0950,CT-1500,10
558513,BH-1900,KH-1000,39
558574,RW-3850,PW-1200,2
558640,CK-0100,RS-1000,0
558829,TT-0500,CD-2200,14
558876,MS-0100,BS-1500,20
559073,MS-0200,VD-0200,26
559153,MS-0200,VD-0200,0
559273,JF-3100,AS-0100,11
559336,MV-0300,SB-1800,48
559553,MS-4100,TJ-1000,31
559674,RT-0150,SG-1400,13
559880,CN-0500,JV-0500,18
559929,DB-3800,CG-1400,0
560015,TL-0800,TP-1600,1
560208,CH-2400,ZB-0400,79
560232,CH-2400,ZB-0400,30
560237,CH-2400,MG-1800,40
560608,BH-1900,TB-2800,12
560868,TP-2400,QJ-0100,0
561095,SB-1100,RS-1000,9
561104,TR-0800,RC-2550,12
561118,TR-0800,JW-5300,1
561234,TR-0800,RJ-0400,2
561292,MS-0200,LH-0300,21
561361,AD-0100,JJ-5000,14
561522,JW-1500,SS-1300,0
561721,AL-1100,CW-2300,41
561803,RG-1850,ET-0200,2
561910,PM-0200,CG-1700,39
562099,PM-0200,CG-1700,0
562110,CK-0100,SS-1300,52
562164,AR-1300,TB-2800,39
562298,MR-2500,BW-0150,4
562401,MR-2500,ET-0200,-1
562438,RW-3850,JJ-4700,0
562557,MS-0200,RN-1100,6
562711,MR-2500,CC-5300,6
562926,TB-2300,DE-0600,2
562946,TB-2300,CW-2300,0
563004,CK-0100,ER-0100,6
563167,JF-1900,CH-1500,0
563287,JF-1900,DT-1950,0
563419,TB-2300,JR-3100,0
563522,AD-0100,CT-1500,0
563569,AD-0100,CT-1500,41
563635,JC-6200,VB-0350,12
563673,BW-0850,NC-0100,0
563701,BW-0850,DP-0600,0
563719,BW-0850,DP-0600,2
563727,RT-0150,TG-0950,29
563854,TP-2400,GT-0300,26
563985,TP-2400,AB-1500,2
564022,BG-0100,BF-0800,32
564116,BG-0100,TH-0200,10
564234,GS-1050,LD-0150,7
564237,JF-3100,DL-0300,38
564384,BR-1100,AV-0300,0
564587,DB-3800,RA-0650,0
564630,MR-2500,RH-0700,0
564810,CP-2000,DL-1200,33
564811,MS-4100,EH-0600,10
564842,CP-2000,ST-1200,0
564939,CP-2000,GQ-0100,15
565012,AR-1300,ER-0150,0
565206,CP-0500,TJ-2250,29
565218,SB-1100,DW-3200,2
565293,EM-0200,DW-1100,0
565312,EM-0200,WA-0100,13
565322,TR-0800,RM-5300,91
565451,EM-0200,BC-0500,49
565496,RG-1850,BB-2530,0
565569,RG-1850,CW-2300,1
565659,MS-0200,CT-0900,0
565797,PR-0300,BC-3100,18
565966,GS-1050,AT-0100,0
565987,GS-1050,AD-0930,0
565996,GS-1050,AT-0100,14
566211,SB-1100,OU-0100,68
566594,MS-0200,BP-0900,32
566666,MS-0200,AV-0300,23
566852,AL-1100,BG-2100,0
566884,CN-0500,KA-0750,0
567023,EM-0250,LK-0600,0
567302,RG-1850,MN-0300,5
567454,JC-6200,KW-1400,0
567458,CP-2000,TJ-1000,44
567512,JC-6200,HS-0130,0
567571,DB-3800,DW-1700,0
567661,JF-3100,MJ-0600,31
567680,DB-3800,MF-1400,85
567817,CP-0500,DL-1200,66
568140,EM-0200,DR-2800,0
568183,EM-0200,CH-1500,0
568206,EM-0200,RM-4600,0
568234,EM-0200,TC-1000,0
568254,CK-0100,ET-0200,11
568260,RW-3850,ER-0150,1
568360,CK-0100,RS-1000,28
568385,CK-0100,KC-0900,30
568547,BR-1100,RN-0300,0
568577,MV-0300,EB-0800,38
568635,MV-0300,SS-1700,-4
568836,JF-3100,AT-0100,0
568854,TB-2300,MB-0650,0
569016,DB-3800,TM-0850,0
569052,CP-0500,KV-0050,29
569069,CP-0500,KL-0600,20
569270,AD-0100,SS-1300,1
569354,AR-1300,TN-0400,9
569363,AR-1300,LH-0300,0
569474,MS-0200,DS-2700,37
569632,CP-2000,TW-0600,13
569654,BH-1900,HS-0130,4
569669,BH-1900,CG-2400,23
569694,BH-1900,EH-0600,9
569798,CN-0500,AR-1500,9
569852,EM-0200,MW-1450,2
569910,CP-0400,RL-0550,5
570086,MS-4100,DH-0700,17
570127,RG-1850,CH-4200,4
570347,RT-0150,WM-1000,19
570404,MR-2500,JW-5100,-2
570481,CH-2400,BW-0150,0
570512,RW-3850,PP-0800,10
570570,CH-2400,KC-0900,32
570727,CK-0100,CV-0200,1
570776,GS-1050,JL-1200,14
570851,GS-1050,KA-0750,32
570988,BR-1100,MW-3600,38
571094,BR-1100,CC-4000,13
571325,SB-1100,DW-2600,0
571469,JC-6200,LD-0400,2
571500,JC-6200,GQ-0100,42
571553,JC-6200,LD-0400,0
571559,MS-4100,MW-3600,8
571624,BG-0100,VD-0200,0
571626,AL-1100,WB-0700,1
571662,BG-0100,DB-6100,41
571757,BG-0100,JG-2500,7
571795,MS-0200,ET-0200,0
571918,RW-3850,JJ-5000,1
571923,MS-0200,RS-1000,58
572115,AD-0100,BS-2300,5
572155,JF-1900,AW-1200,6
572193,JF-1900,JL-1200,0
572237,EM-0250,DS-2700,1
572241,JF-1900,AW-1200,0
572261,JF-1900,KA-0750,6
572291,EM-0250,CG-1700,0
572317,JF-1900,KA-0750,0
572424,BR-1100,CG-2400,0
572596,CP-0500,JB-1250,0
572607,CP-0500,DR-1100,3
572640,MG-0850,PP-0400,11
572657,MG-0850,PP-0400,5
572753,AS-1600,PA-0300,-4
572765,EM-0200,QD-0100,17
572768,AS-1600,AR-1400,0
572831,GS-1050,AV-0300,34
572903,GS-1050,AV-0300,5
573071,PR-0300,SL-0500,52
573211,MF-1000,DA-0950,45
573641,MR-2500,AT-0100,-2
573750,RT-0150,JG-3600,22
573822,RT-0150,CC-0700,0
573836,RT-0150,WH-0700,6
574015,JT-4050,TW-0600,44
574060,AD-0100,BS-3200,3
574186,TB-2300,AJ-1200,0
574333,JF-1900,RJ-2000,25
574528,RW-3850,DB-6100,0
574643,AS-1600,BP-0900,4
574680,RF-0500,MC-2570,0
574691,RF-0500,QD-0100,35
574740,BG-0100,MG-0800,82
574804,BG-0100,JL-0600,0
575356,EM-0200,MK-0730,18
575362,EM-0200,BB-2530,0
575373,EM-0200,CW-2300,0
575397,CP-0500,RL-0550,0
575458,CN-0500,PP-0400,43
575462,CP-0500,MM-3800,0
575498,CP-0500,LK-0600,30
575504,CN-0500,DW-1300,41
575541,CN-0500,KD-0100,3
575668,PM-0200,MC-1350,0
575709,TR-0800,DT-1950,0
575721,MS-0200,TB-2700,18
575771,MS-0200,TB-2700,13
575838,MS-0200,TJ-1050,6
575876,PR-0300,UY-0100,23
576026,PR-0300,DH-2150,0
576032,PR-0300,CW-3700,13
576190,EM-0200,ZB-0200,24
576199,EM-0200,TJ-1000,48
576327,EM-0200,TJ-1000,16
576342,MC-0700,MM-3800,24
576458,MC-0700,MM-3800,38
576586,MG-0850,BF-0600,5
576757,GS-1050,RC-1300,13
576809,GS-1050,LT-0400,23
576927,TP-2400,QD-0100,9
576970,TP-2400,MC-2570,12
576982,TP-2400,HA-0200,44
577101,TY-0100,AO-0250,98
577110,TY-0100,JJ-1550,5
577201,BW-0850,DL-1200,0
577265,MS-4100,TG-0950,35
577297,BW-0850,DL-1200,0
577422,AR-1300,JS-4300,0
577564,AD-0100,JL-1200,41
577770,PM-0200,PP-0800,59
577825,CH-2400,KW-0850,10
577856,CH-2400,DT-1950,0
577886,RF-0500,ET-0200,0
577975,RF-0500,RS-1000,0
578149,DB-3800,KA-1000,5
578181,TB-2300,KL-0600,0
578206,CP-0500,ER-0150,53
578224,CP-0500,CR-1300,11
578246,CK-0100,YB-0100,0
578406,TR-0800,RJ-0400,4
578515,RG-1850,OS-0200,0
578681,AL-1100,DC-4000,2
578708,CP-0500,ET-0200,-2
578794,CP-0500,BB-3400,49
579063,GS-1050,LR-0600,79
579124,TB-2300,AA-0850,23
579373,CH-2400,MG-0600,26
579530,AS-1600,SK-0200,4
579551,RT-0150,NR-0350,19
579585,RT-0150,AW-1200,3
579611,TL-0800,CC-2500,0
579980,TR-0800,EW-1550,0
580016,TR-0800,DR-3700,36
580047,MB-0450,SL-0500,33
580058,MB-0450,BC-1200,0
580071,MB-0450,BC-0500,0
580075,SB-1100,CM-3400,45
580250,RG-1850,CT-1500,28
580270,JC-6200,BO-0400,29
580453,JL-2300,TB-2700,10
580727,BW-0850,DH-4000,11
581054,PM-0200,PA-0400,4
581176,JF-3100,AR-1400,25
581467,MS-4100,SL-0500,15
581498,MS-4100,SL-0500,74
581608,MV-0300,AR-1400,1
581765,MB-0450,WH-0750,0
582073,TL-0800,KL-0600,12
582264,TB-2300,DP-0600,2
582396,RT-0150,MC-1900,0
582433,RT-0150,DH-1250,2
582471,TP-2400,TP-1600,17
582509,TP-2400,CA-0600,3
582551,BR-1100,MJ-0900,0
582573,BR-1100,TP-2000,1
582645,AD-0100,MW-1800,6
582681,GS-1050,CC-5000,32
582723,GS-1050,AJ-1200,60
582846,PM-0200,DH-0700,26
582910,PM-0200,JP-4300,16
582912,RG-1850,CH-1500,1
582921,RG-1850,RM-4600,18
582924,PM-0200,DH-0700,0
582932,KC-2350,DR-2800,75
582936,KC-2350,SP-1100,3
582962,CP-0500,AS-0100,1
583035,MR-2500,DW-1300,8
583054,MR-2500,RJ-0900,11
583067,MR-2500,TM-0850,7
583101,MR-2500,RJ-0900,18
583304,KC-1400,BI-0150,8
583319,KC-1400,RS-1000,38
583498,AD-0100,DP-0600,3
583521,AD-0100,BG-2100,94
583561,AD-0100,DE-0600,9
583653,JT-4050,KL-0800,1
583696,JT-4050,SS-1700,100
583788,MR-2500,LK-0600,3
583822,CN-0500,DT-1970,0
583855,CN-0500,RA-0650,0
583884,MR-2500,TD-0700,-2
583908,MR-2500,DF-1200,38
583967,RG-1850,SL-0700,0
583977,PR-0300,EB-1100,15
584049,PR-0300,DA-0950,0
584123,DB-3800,DD-0250,0
584183,DB-3800,AC-2400,0
584340,JL-2300,CF-0500,1
584410,JL-2300,RM-3050,2
584557,CP-2000,OS-0200,0
584579,TR-0800,AJ-0400,1
584612,RW-3850,MB-0650,3
584725,RW-3850,KT-0150,6
584903,TP-2400,BF-0600,25
584927,TP-2400,CB-0800,-2
584986,BR-1100,DM-1300,0
585133,BR-1100,DH-1250,42
585223,JF-1900,JH-0100,0
585514,SW-0100,JP-2000,14
585654,CP-2000,BM-2000,30
585867,ST-0700,BB-2530,76
585919,ST-0700,DR-3700,10
586044,JC-6200,DL-1200,0
586099,MS-4100,CC-4000,35
586235,AL-1100,TJ-2250,0
586241,AL-1100,JL-0600,9
586283,AL-1100,WW-0800,20
586295,MH-1600,WH-0300,5
586357,JF-1900,VR-0200,4
586368,AD-0100,JI-0200,37
586414,AD-0100,LW-0700,0
586442,JF-1900,TN-0400,-1
586469,AD-0100,JI-0200,9
586510,BR-1100,JB-8800,57
586634,EM-0250,RC-1300,37
586710,JL-2300,DG-2450,17
586723,CH-2400,CM-1300,1
586784,CH-2400,AV-0300,6
586912,EM-0200,TP-2000,43
586945,TP-2400,TT-1000,65
587199,CN-0500,TB-2700,41
587296,CK-0100,DF-1200,2
587354,CP-0500,DS-5150,0
587910,MG-0850,JW-5100,23
587950,RT-0150,DR-1100,0
588138,CK-0250,NR-0300,0
588372,GS-1050,JB-8800,21
588416,GS-1050,JB-8800,0
588426,GS-1050,DS-1400,32
588491,AD-0100,JH-0100,15
588498,AD-0100,JH-0100,29
588506,JC-0500,JH-2100,21
588596,JC-0500,RN-0300,0
588647,JC-0500,MJ-1800,7
588713,JF-1900,DB-0950,24
588736,JF-1900,JB-4550,0
588848,PR-0300,BG-2100,8
588853,RT-0150,JP-1400,0
589122,CH-2400,JP-4100,9
589148,CH-2400,YB-0100,6
589208,MR-2500,MF-1400,37
589287,MR-2500,DG-1300,0
589500,MS-4100,WA-0100,27
589691,RG-1850,BB-2530,0
589811,CP-2000,BW-0150,9
589818,CP-2000,WT-0200,29
589823,MC-0700,CM-1600,3
589915,CK-0100,CW-1850,0
589943,DB-3800,AB-3100,22
590071,EM-0200,TW-2700,10
590091,ST-0700,JB-2000,9
590130,ST-0700,JP-2900,24
590152,ST-0700,AR-1400,1
590510,TB-2300,RL-0550,0
590666,RT-0150,JT-1800,0
590733,CN-0500,NC-0100,24
590941,AS-1600,MG-0600,17
591156,BW-0850,WG-0500,21
591335,CK-0250,RD-0650,8
591390,JF-1900,AC-2400,20
591444,GS-1050,CG-1700,0
591478,GS-1050,CG-1700,0
591719,MS-4100,LD-0150,7
591775,MS-4100,LJ-1150,48
591810,MS-4100,KT-0150,16
591863,MS-4100,JB-1250,15
592027,JM-2900,RM-3050,0
592092,AL-1100,KD-0100,22
592238,MM-2570,ZB-0400,3
592393,TR-0800,AR-1400,-4
592665,PM-0200,LR-0600,0
592787,RG-1850,DW-2600,7
592944,MS-4100,TW-2700,0
592999,MS-4100,SS-1300,0
593007,MF-1000,DL-1200,1
593186,MM-2570,BC-0500,0
593387,AS-1600,WW-0900,0
593393,PM-0200,QD-0100,0
593416,PM-0200,MC-2570,20
593599,CH-2400,JH-0100,13
593626,BW-0850,JC-6400,27
593632,BW-0850,DG-2450,3
593743,AL-1100,BP-0900,0
593826,RF-0500,CV-0200,8
593866,RF-0500,CV-0200,0
593908,RF-0500,JF-3060,13
593926,CP-0500,NA-0100,43
594034,CP-0500,CW-2300,15
594136,RT-0150,AC-2400,0
594163,GS-1050,DE-0600,16
594239,MS-1650,BG-2100,0
594392,MC-0700,KG-0850,49
594471,CN-0500,KT-0150,20
594523,MG-0850,MM-3800,1
594545,CN-0500,LD-0150,16
594733,KC-1400,CR-1300,3
595003,AD-0100,EW-0400,21
595033,PR-0300,DK-0750,0
595115,TB-2300,JJ-5000,31
595140,CK-0250,LR-0600,2
595353,EM-0200,BM-2000,32
595650,CK-0250,AB-0200,0
595749,MS-0200,GH-0700,11
595784,TB-2300,DJ-0500,0
596168,EM-0250,LD-0150,25
596171,MG-0850,JB-8800,19
596174,EM-0250,JB-1250,18
596189,MG-0850,SG-0650,0
596234,EM-0250,MF-1400,0
596248,EM-0250,LD-0150,32
596366,MF-1000,SW-0700,71
596448,MR-2500,JB-8100,0
596458,JF-1900,CG-2400,0
596574,JF-1900,AS-0600,1
596598,JF-1900,MS-1300,0
596732,RT-0150,TP-1600,19
596823,GS-1050,KB-2500,0
596862,MM-2570,ER-0100,7
596994,RG-1850,DJ-1600,41
597102,CD-0300,PR-0200,0
597168,NF-0250,CH-4200,30
597404,RF-0500,TK-0800,2
597550,KC-1400,KD-0100,23
597609,KC-1400,RJ-0900,6
597642,EM-0200,DB-6300,30
597782,EM-0200,SW-2300,41
597891,CK-0100,BM-0600,2
597936,RW-3850,EW-1700,0
598386,PM-0200,TK-0100,6
598414,JC-6200,TG-0950,35
598443,JC-0500,ZB-0200,0
598454,JC-6200,TG-0950,44
598486,JC-0500,ZB-0200,43
598598,AL-1100,JJ-5000,32
598615,CK-0250,DB-6100,13
598646,CK-0250,DB-6100,25
598747,CH-2400,AW-1200,34
598763,EM-0250,GH-0700,28
598914,CH-2400,SG-0650,0
599008,MR-2500,JG-4100,2
599032,KC-2350,WM-1000,14
599072,KC-2350,DT-1970,0
599265,TB-2300,MT-0850,0
599423,MG-0850,ER-0150,0
599462,EM-0200,BM-0600,-2
599478,EM-0200,RS-1000,0
599506,EM-0200,RS-1000,1
599542,RW-3850,AR-1400,0
599544,EM-0200,BM-0600,6
599572,EM-0200,ET-0200,0
599592,DB-3800,TM-1750,-2
599603,DB-3800,TJ-2250,7
599851,NF-0250,SP-1650,30
599878,MC-0700,MK-0730,2
600076,RF-0500,AC-1000,20
600118,RF-0500,AC-1000,16
600256,GS-1050,CM-3400,41
600308,MM-2570,EB-0800,47
600348,MM-2570,EB-0800,49
600413,MM-2570,FZ-0100,5
600421,MM-2570,DJ-1600,3
600444,TP-2400,RP-0200,15
600518,MF-1000,SM-3000,21
600618,TR-0800,SS-1300,-5
600630,TR-0800,TW-2700,0
600728,BR-1100,AJ-1200,0
600887,MS-4100,DT-2100,0
600928,MS-4100,DS-2700,3
600957,MS-4100,ME-0470,18
601018,MC-0700,VR-0200,25
601022,MC-0700,GI-1300,-1
601111,MC-0700,RM-1600,14
601183,TL-0800,NC-0100,0
601250,MM-4700,JL-1200,17
601278,MM-4700,LM-1100,0
601413,AS-1600,JF-3060,0
601544,JC-0500,DM-2350,19
601605,JC-0500,ER-0100,25
601745,MS-0200,MA-0200,3
601782,MS-0200,DR-2800,0
601873,RF-0500,AB-0200,8
601942,CH-2400,GW-1400,0
602013,KC-2350,JH-3210,0
602033,TR-0800,DH-0700,6
602104,CN-0500,MJ-0600,4
602164,DB-3800,TD-0700,0
602199,DB-3800,LK-0600,0
602475,MS-4100,JT-3800,-2
602544,MS-4100,WH-0750,38
602564,EM-0200,GQ-0100,0
602593,CP-0500,KC-0900,16
602611,CP-0500,RS-1000,0
602660,CP-0500,MS-2400,32
602708,CP-0500,RS-1000,0
602742,RW-3850,KD-0100,0
602869,MF-1000,CA-0600,40
602877,BR-1100,AH-1800,7
602976,PR-0300,MJ-0900,0
602981,MM-2570,EW-0400,0
603105,JF-1900,LR-0600,1
603182,JF-1900,LR-0600,0
603259,TT-0500,TW-3250,74
603402,JC-6200,BB-2530,54
603575,MR-2500,NB-0400,89
603585,MR-2500,TB-2700,0
603625,CN-0500,WM-1000,3
603640,MR-2500,MW-1450,8
603857,RT-0150,DM-2350,0
603888,RT-0150,ER-0100,17
603902,RT-0150,DM-2350,12
603907,AD-0100,CG-1700,28
603920,AD-0100,JI-0200,27
603996,AD-0100,LW-0700,19
604035,JF-1900,CC-5000,9
604049,AD-0100,JS-4300,0
604055,JF-1900,DK-0750,0
604063,JF-1900,DK-0750,21
604108,BR-1100,CR-1150,12
604191,BR-1100,TG-0950,0
604227,JC-0500,LT-0400,3
604315,CH-2400,AB-1500,46
604464,RF-0500,BM-0800,0
604491,MS-0200,AA-1900,5
604549,MS-0200,MG-1800,0
604598,MC-0700,LD-0400,42
604783,EM-0200,JW-5300,0
604797,CP-0400,RD-1500,25
604820,KC-2350,TM-1200,17
604876,KC-2350,TM-1200,0
604897,AR-1300,CC-4000,0
604913,AR-1300,TJ-1000,3
605033,JC-6200,SS-1300,7
605188,TB-2300,ML-0500,0
605326,MG-0850,KL-0600,2
605381,KC-1400,MS-2400,37
605425,KC-1400,BM-0600,0
605712,PR-0300,RP-0200,14
605885,CP-0500,NB-0400,4
606105,KO-0700,MK-0730,5
606195,KO-0700,BB-2530,6
606287,AL-1100,BF-0800,17
606292,AL-1100,HA-0200,4
606322,AL-1100,HA-0200,1
606412,DB-3800,BF-0600,24
606448,DB-3800,DR-3700,23
606653,AD-0100,SW-2300,30
606668,AD-0100,MI-0150,3
606756,CK-0100,TW-2700,17
607034,AL-1100,AD-0930,27
607112,AL-1100,DH-2950,3
607171,AL-1100,JC-3550,20
607204,AL-1100,AD-0930,0
607225,CN-0500,PW-1200,-1
607338,CN-0500,DW-2600,18
607421,PM-0200,DB-6300,0
607788,CK-0100,KC-0900,0
607806,CK-0100,MS-2400,0
607846,PM-0200,KC-0900,2
607872,PM-0200,MS-2400,69
608052,AR-1300,BM-0600,21
608237,DB-3800,RM-1900,0
608359,JC-6200,CG-1700,45
608396,EM-0250,CC-4000,5
608428,JC-6200,KW-1600,2
608542,AS-1600,JM-2800,0
608570,AS-1600,JM-2800,0
608637,AS-1600,MG-1800,12
608712,SH-1100,JR-2750,0
608788,AD-0680,HS-0130,81
608848,RT-0150,AD-0930,0
609020,GS-1050,CW-3700,2
609217,NF-0250,AB-0200,0
609393,BR-1100,KD-0100,0
609643,JF-1900,EL-0060,1
609893,TR-0800,ER-0150,48
609908,TR-0800,PW-1200,0
609926,TR-0800,PC-0800,0
610045,JM-2900,AC-1000,1
610114,JM-2900,RH-0700,3
610205,AL-1100,RM-4600,15
610331,AL-1100,RM-4600,2
610443,EM-0200,DL-1200,13
610463,EM-0200,GQ-0100,18
610591,PR-0300,JP-4100,12
610825,BR-1100,HN-0300,13
610998,RT-0150,LM-1100,1
611097,MR-2500,LH-0300,-3
611118,MR-2500,GI-1300,14
611169,MR-2500,GI-1300,28
611246,DB-3800,TG-0950,62
611385,JL-2300,BC-1200,4
611472,JL-2300,RM-2000,0
611530,MC-0700,DM-1300,60
611555,MC-0700,DR-1100,0
611608,MC-0700,LR-0600,0
611657,MC-0700,DE-0050,0
611698,EM-0200,SA-0100,3
611840,EM-0200,LF-0500,0
611979,CH-2400,TR-0620,14
612139,MS-4100,MW-1450,23
612372,JM-2900,RM-3050,0
612717,GS-1050,TW-2700,0
612848,DC-0725,KJ-0100,65
612948,DC-0725,BR-0200,5
613025,CK-0100,CC-4000,1
613098,CK-0100,KF-0500,20
613108,CK-0100,KF-0500,18
613220,NF-0250,GT-0300,0
613293,AL-1100,MJ-0600,8
613342,JM-2900,KI-0150,23
613455,TY-0100,DL-0400,27
613700,JL-2300,RG-0700,2
613712,AD-0100,GW-1400,0
613715,JL-2300,RN-0300,0
613909,JF-1900,TG-0950,17
613987,MS-4100,HC-0050,9
614003,MS-4100,DH-4000,0
614157,TR-0800,JJ-1550,25
614236,AD-0680,BC-0600,25
614262,AD-0680,MC-1350,-8
614423,DC-0725,VW-0200,1
614596,RF-0500,PA-0300,0
614648,RF-0500,AR-1400,25
614717,RF-0500,DR-2800,10
614915,KC-2350,MJ-0600,6
615066,BB-2425,VD-0200,-7
615095,BB-2425,GT-0300,47
615569,RW-3850,CH-1500,13
615594,PM-0200,KC-0900,52
615791,GS-1050,RM-5300,45
615903,GS-1050,KF-0500,12
616064,KC-2350,PA-0300,28
616069,EM-0200,KR-0950,0
616071,KC-2350,QD-0100,3
616090,KC-2350,TM-1200,11
616104,KC-2350,AR-1400,55
616233,JC-6200,CM-0900,40
616247,JC-6200,SS-1300,62
616325,CW-1900,MA-0200,8
616369,AL-1100,WW-0900,7
