pid,fgxp,fkicker,dist,good
122858,XP,SJ-0300,20,1
122895,FG,JE-0200,25,1
122918,XP,JE-0200,20,1
122956,XP,SJ-0300,20,1
123000,FG,RL-0900,31,1
123027,FG,RL-0900,36,1
123042,FG,JW-3300,45,1
123048,XP,RL-0900,20,1
123083,XP,RL-0900,20,1
123097,XP,JW-3300,20,1
123107,FG,RL-0900,22,1
123120,XP,RL-0900,20,1
123170,FG,KB-2300,46,1
123179,XP,JC-5000,20,1
123204,FG,JC-5000,48,0
123232,XP,JC-5000,20,1
123257,FG,JC-5000,46,0
123290,XP,JC-5000,20,1
123318,FG,JC-5000,23,1
123343,XP,JH-0500,20,1
123345,XP,AV-0400,20,1
123363,XP,JH-0500,20,1
123388,FG,AV-0400,49,1
123401,FG,JH-0500,39,1
123438,XP,AV-0400,20,1
123449,FG,JH-0500,23,1
123466,XP,JH-0500,20,1
123481,FG,JH-0500,43,1
123504,XP,JR-1100,20,1
123508,XP,JR-1100,20,1
123522,FG,JR-1100,26,1
123645,XP,MG-1200,20,1
123658,XP,DA-0300,20,1
123751,FG,MB-4600,36,0
123775,XP,MB-4600,20,1
123791,FG,DA-0300,35,0
123808,FG,MB-4600,39,1
123845,XP,SJ-0300,20,1
123875,XP,SJ-0300,20,1
123898,FG,SJ-0300,27,1
123939,XP,SJ-0300,20,1
123969,FG,MH-3100,32,1
123988,FG,MH-3100,25,1
124004,XP,MH-3100,20,1
124023,XP,MH-3100,20,1
124035,FG,NR-0100,19,1
124068,XP,MH-3100,20,1
124126,FG,PD-0200,40,1
124160,XP,PD-0200,20,1
124171,XP,JF-0900,20,1
124188,FG,JF-0900,28,0
124202,FG,JF-0900,42,1
124212,FG,JF-0900,49,1
124222,FG,JF-0900,30,1
124248,XP,PD-0200,20,1
124259,XP,PD-0200,20,1
124297,FG,JE-0200,44,1
124311,FG,JE-0200,54,1
124328,FG,JE-0200,21,1
124348,XP,BG-1300,20,1
124368,XP,JE-0200,20,1
124388,XP,JE-0200,20,1
124403,XP,JE-0200,20,1
124414,XP,JE-0200,20,1
124434,XP,JH-0900,20,1
124451,XP,GA-0300,20,1
124455,XP,GA-0300,20,1
124463,XP,JH-0900,20,1
124472,XP,GA-0300,20,1
124487,XP,GA-0300,20,1
124498,FG,JH-0900,37,1
124536,XP,JH-0900,20,1
124546,XP,GA-0300,20,1
124560,FG,GA-0300,43,0
124586,FG,GA-0300,18,1
124615,FG,KB-2300,50,0
124622,FG,JN-0600,28,1
124641,FG,KB-2300,19,0
124662,FG,JN-0600,26,1
124709,FG,KB-2300,42,1
124740,XP,JN-0600,20,1
124787,FG,DB-3500,32,1
124799,FG,MV-0100,19,1
124812,XP,DB-3500,20,1
124828,XP,MV-0100,20,1
124864,FG,DB-3500,23,1
124882,FG,MV-0100,27,1
124896,XP,MV-0100,20,1
124942,XP,OM-0100,20,1
124963,XP,OM-0100,20,1
124980,XP,AV-0400,20,1
124988,XP,OM-0100,20,1
124996,FG,AV-0400,41,1
125013,FG,OM-0100,47,0
125024,FG,AV-0400,36,1
125056,FG,OM-0100,28,1
125079,FG,AV-0400,43,1
125092,FG,AV-0400,35,1
125115,FG,JC-0900,30,1
125171,XP,SG-1100,20,1
125192,FG,JC-0900,38,1
125200,FG,SG-1100,50,1
125287,XP,JH-0500,20,1
125311,FG,RL-1300,23,1
125321,XP,JH-0500,20,1
125333,XP,RL-1300,20,1
125342,XP,JH-0500,20,1
125355,XP,JH-0500,20,1
125372,XP,JH-0500,20,1
125394,XP,RL-1300,20,1
125403,XP,JH-0500,20,1
125431,XP,JR-1100,20,1
125436,XP,MS-5200,20,1
125447,FG,JR-1100,23,1
125467,XP,JR-1100,20,1
125472,XP,MS-5200,20,1
125493,FG,JR-1100,48,1
125507,FG,MS-5200,43,1
125515,XP,MS-5200,20,1
125534,XP,MS-5200,20,1
125579,XP,RL-0900,20,1
125619,XP,SC-0700,20,1
125631,FG,SC-0700,26,1
125638,FG,RL-0900,52,0
125667,FG,SC-0700,29,1
125691,XP,SC-0700,20,1
125699,XP,RL-0900,20,1
125722,XP,RL-0900,20,1
125750,XP,RL-0900,20,1
125775,FG,RL-0900,24,1
125823,XP,JC-5000,20,1
125852,XP,BC-3000,20,1
125874,XP,JC-5000,20,1
125893,FG,JC-5000,22,1
125908,FG,JC-5000,38,1
125923,XP,BC-3000,20,1
125987,FG,MG-1200,30,1
125998,FG,MG-1200,32,1
126039,FG,MG-1200,33,1
126052,FG,MG-1200,26,1
126066,FG,MG-1200,33,1
126102,FG,JC-2100,19,1
126119,XP,JC-2100,20,1
126141,XP,JC-2100,20,1
126189,FG,JW-3300,39,1
126197,FG,JC-2100,44,1
126205,XP,JW-3300,20,1
126218,XP,JW-3300,20,1
126221,XP,JW-3300,20,1
126236,XP,JW-3300,20,1
126252,XP,JF-0900,20,1
126279,FG,RL-1300,47,0
126290,XP,JF-0900,20,1
126318,FG,JF-0900,22,1
126330,XP,RL-1300,20,1
126344,FG,JF-0900,23,1
126354,FG,RL-1300,44,0
126365,FG,JF-0900,45,0
126385,FG,JF-0900,43,0
126412,XP,JH-0500,20,1
126426,FG,MV-0100,41,0
126436,FG,JH-0500,41,1
126446,XP,JH-0500,20,1
126472,XP,JH-0500,20,1
126482,FG,JH-0500,39,1
126511,XP,JH-0500,20,1
126534,XP,JH-0500,20,1
126551,XP,PD-0200,20,1
126586,XP,PD-0200,20,1
126598,XP,JR-1100,20,1
126619,FG,PD-0200,31,1
126627,FG,JR-1100,46,0
126637,XP,PD-0200,20,1
126664,XP,JR-1100,20,1
126673,FG,PD-0200,24,1
126681,XP,JR-1100,20,1
126716,XP,JR-1100,20,1
126748,XP,JC-2100,20,1
126775,XP,MB-4600,20,1
126786,XP,MB-4600,20,1
126798,XP,JC-2100,20,1
126808,XP,MB-4600,20,1
126820,XP,MB-4600,20,1
126835,XP,MB-4600,20,1
126849,FG,MB-4600,21,1
126887,FG,JC-2100,25,1
126896,FG,MB-4600,42,0
126932,XP,DA-0300,20,1
126943,FG,DA-0300,34,1
126962,FG,DA-0300,39,1
126976,FG,JF-0900,34,1
126994,FG,JF-0900,52,1
127013,FG,DA-0300,51,0
127025,FG,JF-0900,37,0
127050,XP,DA-0300,20,1
127081,XP,JN-0600,20,1
127104,XP,JN-0600,20,1
127121,XP,JR-1100,20,1
127130,FG,JR-1100,30,1
127153,FG,JR-1100,39,1
127157,XP,JR-1100,20,1
127167,XP,JN-0600,20,1
127181,XP,JN-0600,20,1
127202,FG,JR-1100,44,0
127221,FG,JR-1100,40,1
127229,FG,JN-0600,42,1
127254,FG,JN-0600,48,0
127261,FG,JN-0600,26,1
127272,FG,JH-0500,38,1
127285,FG,SJ-0300,29,1
127307,XP,SJ-0300,20,1
127318,FG,JH-0500,48,0
127339,XP,JH-0500,20,1
127355,FG,SJ-0300,28,0
127374,XP,SJ-0300,20,1
127388,XP,SJ-0300,20,1
127405,FG,SJ-0300,34,1
127419,FG,SJ-0300,31,1
127458,XP,MG-1200,20,1
127471,FG,JC-2100,24,1
127486,XP,MG-1200,20,1
127492,FG,JC-2100,40,1
127497,XP,MG-1200,20,1
127518,XP,MG-1200,20,1
127532,FG,MG-1200,19,1
127557,FG,MG-1200,45,0
127606,XP,SJ-0300,20,1
127617,XP,JN-0600,20,1
127628,XP,SJ-0300,20,1
127641,FG,JN-0600,29,1
127668,XP,JN-0600,20,1
127678,XP,SJ-0300,20,1
127684,FG,SJ-0300,43,1
127714,FG,SJ-0300,32,1
127725,XP,CH-2900,20,1
127737,XP,SJ-0300,20,1
127756,XP,SJ-0300,20,1
127773,XP,DA-0300,20,1
127783,FG,MG-1200,48,1
127806,XP,MG-1200,20,1
127827,FG,DA-0300,30,1
127841,XP,MG-1200,20,1
127890,FG,MG-1200,27,1
127925,XP,MG-1200,20,1
127953,FG,SJ-0300,40,1
127963,FG,MG-1200,31,1
127995,FG,MG-1200,43,1
128012,XP,MG-1200,20,1
128033,XP,MG-1200,20,1
128058,XP,MG-1200,20,1
128062,XP,MG-1200,20,1
128115,XP,MG-1200,20,1
128122,XP,MG-1200,20,1
128136,FG,JH-0500,50,1
128152,XP,DB-3900,20,1
128168,XP,JH-0500,20,1
128182,FG,JH-0500,22,1
128208,FG,DB-3900,30,1
128240,FG,DB-3900,41,1
128259,FG,JH-0500,33,1
128272,XP,RL-0900,20,1
128297,XP,RL-0900,20,1
128309,XP,RL-0900,20,1
128383,XP,RL-0900,20,1
128401,FG,RL-0900,44,1
128474,XP,SM-0600,20,1
128496,XP,SM-0600,20,1
128507,FG,SM-0600,40,1
128514,XP,JK-0200,20,1
128531,FG,JK-0200,49,1
128585,FG,SM-0600,55,0
128598,FG,JE-0200,51,1
128631,XP,JE-0200,20,1
128648,FG,SG-1100,26,1
128655,XP,JE-0200,20,1
128663,FG,JE-0200,27,1
128677,XP,JE-0200,20,1
128728,FG,JE-0200,39,1
128734,XP,SG-1100,20,1
128775,FG,PD-0200,19,1
128818,FG,MV-0100,22,1
128841,FG,MV-0100,46,1
128863,FG,PD-0200,20,1
128888,FG,MV-0100,45,1
128901,FG,JF-0900,37,1
128914,XP,BC-3000,20,1
128966,FG,BC-3000,33,0
128977,XP,JF-0900,20,1
128994,XP,JF-0900,20,1
129009,FG,JF-0900,31,1
129014,XP,BC-3000,20,0
129030,XP,JF-0900,20,1
129067,XP,BG-1300,20,1
129077,XP,JH-0900,20,1
129091,XP,JH-0900,20,1
129109,XP,BG-1300,20,1
129129,XP,BG-1300,20,1
129146,XP,JH-0900,20,1
129163,XP,JH-0900,20,1
129171,FG,BG-1300,38,1
129184,XP,JH-0900,20,1
129188,XP,JH-0900,20,1
129228,XP,AE-0700,20,1
129251,FG,AE-0700,22,1
129267,FG,RL-1300,27,1
129280,XP,AE-0700,20,1
129299,FG,AE-0700,46,1
129317,XP,AE-0700,20,1
129346,FG,AE-0700,34,1
129358,XP,RL-1300,20,1
129375,XP,RL-1300,20,1
129387,XP,MA-0700,20,1
129416,XP,MA-0700,20,1
129432,XP,MA-0700,20,1
129444,FG,MA-0700,42,1
129477,XP,SC-0700,20,1
129489,FG,MA-0700,46,1
129526,XP,SC-0700,20,1
129564,FG,KB-2300,36,1
129584,FG,KB-2300,43,0
129596,XP,OM-0100,20,1
129606,FG,KB-2300,50,1
129618,XP,OM-0100,20,1
129626,FG,KB-2300,54,0
129663,FG,KB-2300,23,1
129691,FG,KB-2300,24,1
129704,FG,KB-2300,35,1
129732,FG,JW-3300,39,1
129742,XP,MB-4600,20,1
129760,FG,MB-4600,24,1
129776,FG,JW-3300,28,1
129808,FG,MB-4600,47,1
129820,XP,MB-4600,20,1
129827,FG,MB-4600,44,1
129837,XP,JW-3300,20,1
129883,FG,JR-1100,29,1
129900,FG,JR-1100,31,1
129941,XP,JR-1100,20,1
129968,XP,JR-1100,20,1
129984,XP,JR-1100,20,1
129992,XP,MS-5200,20,1
130014,XP,JR-1100,20,1
130064,FG,JC-2100,22,1
130078,XP,JC-2100,20,1
130096,XP,PE-0100,20,1
130111,XP,JC-2100,20,1
130121,XP,JC-2100,20,0
130138,XP,JC-2100,20,1
130145,FG,JC-2100,29,1
130161,FG,JC-2100,28,1
130175,FG,JC-2100,24,1
130188,FG,JC-2100,26,1
130195,XP,JC-2100,20,1
130249,FG,JC-0900,33,1
130283,XP,JB-7100,20,1
130289,XP,JB-7100,20,1
130308,XP,JB-7100,20,1
130332,FG,JB-7100,37,1
130370,XP,JC-0900,20,1
130390,FG,JB-7100,25,1
130417,XP,JN-0600,20,0
130431,FG,SJ-0300,47,1
130452,FG,JN-0600,50,1
130476,XP,SJ-0300,20,1
130482,FG,CH-2900,49,1
130510,FG,CH-2900,34,1
130520,FG,SJ-0300,47,1
130538,XP,CH-2900,20,1
130553,XP,SJ-0300,20,1
130564,FG,CH-2900,33,1
130619,FG,MG-1200,23,1
130679,XP,MG-1200,20,1
130700,XP,MG-1200,20,1
130728,XP,JB-7100,20,1
130765,XP,JB-7100,20,1
130782,FG,JB-7100,37,1
130793,FG,BG-1300,53,0
130798,XP,JB-7100,20,1
130809,XP,JB-7100,20,1
130852,XP,JB-7100,20,1
130907,FG,JF-0900,37,1
130920,FG,JH-0500,51,0
130926,XP,JF-0900,20,1
130931,XP,JF-0900,20,1
130940,FG,JF-0900,45,0
130947,XP,JH-0500,20,1
130955,XP,JH-0500,20,1
130961,XP,JF-0900,20,1
130981,FG,JH-0500,54,1
130995,XP,JH-0500,20,1
131025,XP,JH-0500,20,1
131059,XP,JF-0900,20,1
131071,XP,MS-5200,20,1
131086,FG,MS-5200,45,0
131097,FG,MS-5200,20,1
131123,FG,PD-0200,44,1
131129,FG,MS-5200,40,1
131142,FG,WR-0500,56,1
131174,FG,PD-0200,35,1
131187,XP,PD-0200,20,1
131191,XP,MS-5200,20,1
131222,FG,MS-5200,21,1
131235,XP,RL-1300,20,1
131257,XP,RL-1300,20,1
131280,FG,JH-0900,22,1
131291,FG,RL-1300,46,1
131325,FG,JH-0900,52,1
131340,XP,RL-1300,20,1
131381,XP,RL-1300,20,1
131430,FG,MV-0100,29,1
131457,XP,GA-0300,20,1
131464,XP,MV-0100,20,1
131479,XP,MV-0100,20,1
131500,FG,MV-0100,41,1
131531,FG,MV-0100,23,1
131539,FG,MV-0100,48,1
131561,XP,MV-0100,20,1
131572,XP,RL-0900,20,1
131590,XP,RL-0900,20,1
131614,XP,SM-0600,20,1
131632,FG,SM-0600,48,0
131635,XP,RL-0900,20,1
131650,FG,SM-0600,44,1
131662,XP,RL-0900,20,1
131681,XP,RL-0900,20,1
131707,FG,RL-0900,27,1
131718,XP,SM-0600,20,1
131726,XP,JR-1100,20,1
131738,FG,JR-1100,20,1
131740,XP,MA-0700,20,1
131759,XP,JR-1100,20,1
131772,XP,MA-0700,20,1
131792,XP,MA-0700,20,1
131799,XP,MA-0700,20,0
131810,FG,JR-1100,51,1
131818,XP,MA-0700,20,1
131866,XP,MA-0700,20,1
131915,XP,JC-0900,20,1
131934,XP,KB-2300,20,1
131969,FG,KB-2300,30,1
131981,XP,JC-0900,20,1
132003,FG,JC-0900,39,1
132019,XP,JC-0900,20,1
132046,XP,JC-0900,20,1
132075,FG,DB-3900,30,1
132086,XP,OM-0100,20,1
132103,XP,OM-0100,20,1
132123,XP,OM-0100,20,1
132166,XP,DB-3900,20,1
132215,FG,SJ-0300,40,1
132225,XP,SJ-0300,20,1
132235,FG,SG-1100,31,1
132257,XP,SG-1100,20,1
132305,FG,SJ-0300,26,1
132325,FG,SG-1100,22,1
132358,XP,SJ-0300,20,1
132366,XP,SG-1100,20,1
132376,FG,SJ-0300,39,1
132415,FG,AV-0400,27,1
132425,XP,DA-0300,20,1
132442,XP,AV-0400,20,1
132457,XP,AV-0400,20,1
132495,XP,AV-0400,20,1
132532,FG,DA-0300,57,1
132551,XP,AV-0400,20,1
132579,XP,JE-0200,20,1
132590,FG,SC-0700,19,1
132600,XP,JE-0200,20,1
132627,XP,JE-0200,20,1
132641,XP,SC-0700,20,1
132651,FG,JE-0200,30,1
132664,FG,SC-0700,25,1
132677,XP,JE-0200,20,1
132689,FG,JE-0200,45,1
132697,FG,JE-0200,34,1
132751,XP,JC-2100,20,1
132762,XP,JW-3300,20,1
132793,FG,JC-2100,35,1
132799,FG,JC-2100,43,0
132840,XP,JW-3300,20,1
132853,XP,JC-2100,20,1
132864,XP,JW-3300,20,1
132885,FG,JW-3300,29,1
132899,XP,JC-2100,20,1
132908,FG,JW-3300,28,1
132933,FG,JK-0200,28,1
132958,FG,MG-1200,38,0
132983,FG,JK-0200,35,1
133000,FG,JK-0200,20,1
133026,FG,MG-1200,41,1
133049,FG,MG-1200,47,0
133081,XP,MG-1200,20,0
133110,FG,JK-0200,47,1
133115,XP,AE-0700,20,1
133123,FG,PE-0100,42,1
133157,FG,AE-0700,23,1
133176,XP,AE-0700,20,1
133186,XP,PE-0100,20,1
133192,FG,AE-0700,53,0
133214,FG,PE-0100,43,1
133246,XP,AE-0700,20,1
133275,XP,MB-4600,20,1
133285,XP,BC-3000,20,1
133297,FG,BC-3000,37,1
133312,FG,BC-3000,49,1
133327,XP,BC-3000,20,1
133345,FG,BC-3000,53,0
133355,FG,BC-3000,42,1
133365,XP,MB-4600,20,1
133373,FG,BC-3000,21,1
133393,FG,BC-3000,36,1
133403,XP,MB-4600,20,1
133441,FG,MB-4600,30,1
133444,FG,BC-3000,52,1
133468,FG,BC-3000,25,1
133490,XP,BG-1300,20,1
133520,XP,RL-1300,20,1
133536,FG,RL-1300,40,1
133546,FG,BG-1300,21,1
133562,FG,BG-1300,37,1
133590,FG,RL-1300,40,1
133604,XP,BG-1300,20,1
133637,FG,MG-1200,24,1
133661,FG,JF-0900,29,1
133667,XP,MG-1200,20,1
133675,FG,JF-0900,44,0
133690,XP,MG-1200,20,1
133711,XP,JF-0900,20,1
133723,XP,MG-1200,20,1
133730,XP,MG-1200,20,1
133789,FG,JR-1100,24,0
133840,XP,JR-1100,20,1
133861,FG,SG-1100,44,1
133875,XP,JR-1100,20,1
133889,FG,JR-1100,33,1
133910,XP,SG-1100,20,1
133933,XP,JH-0900,20,1
133940,FG,AE-0700,37,0
133959,FG,JH-0900,27,1
133976,XP,AE-0700,20,0
133992,XP,AE-0700,20,1
134009,FG,AE-0700,21,1
134023,FG,JH-0900,37,1
134031,XP,AE-0700,20,1
134110,XP,MA-0700,20,1
134149,XP,KB-2300,20,1
134166,XP,MA-0700,20,1
134194,XP,MA-0700,20,1
134200,XP,MA-0700,20,1
134210,XP,MA-0700,20,1
134233,XP,MA-0700,20,1
134252,XP,KB-2300,20,1
134289,FG,SM-0600,46,0
134299,FG,SM-0600,49,1
134327,FG,SM-0600,41,0
134339,XP,MV-0100,20,1
134355,XP,MV-0100,20,1
134361,FG,MV-0100,46,1
134384,FG,MV-0100,36,1
134390,FG,SM-0600,37,1
134402,FG,MV-0100,29,1
134410,XP,SM-0600,20,1
134420,FG,DB-3900,41,1
134432,FG,AV-0400,24,1
134450,FG,AV-0400,22,1
134470,FG,DB-3900,39,1
134505,FG,AV-0400,47,1
134517,FG,DB-3900,30,1
134527,XP,AV-0400,20,1
134534,XP,AV-0400,20,1
134541,XP,DB-3900,20,1
134555,FG,DB-3900,42,0
134607,FG,SC-0700,24,1
134613,XP,MS-5200,20,1
134661,FG,SC-0700,50,0
134668,FG,MS-5200,49,1
134696,XP,MS-5200,20,1
134703,XP,MS-5200,20,1
134720,XP,SC-0700,20,1
134784,FG,OP-0200,38,1
134823,FG,OP-0200,44,1
134833,FG,OP-0200,46,1
134843,FG,PD-0200,48,0
134854,FG,OP-0200,36,1
134865,XP,PD-0200,20,1
134912,XP,JB-7100,20,1
134930,XP,JW-3300,20,1
134951,XP,JW-3300,20,1
134966,FG,JW-3300,28,1
134976,FG,JB-7100,36,1
134989,FG,JW-3300,33,1
135005,FG,JW-3300,33,1
135017,XP,JB-7100,20,1
135033,FG,JB-7100,35,0
135057,XP,JB-7100,20,1
135077,FG,GA-0300,22,1
135091,XP,GA-0300,20,1
135114,FG,GA-0300,43,1
135123,FG,JC-0900,31,1
135145,XP,GA-0300,20,1
135172,XP,JC-0900,20,1
135190,XP,GA-0300,20,1
135224,FG,JH-0500,42,1
135237,XP,MB-4600,20,1
135271,XP,MB-4600,20,1
135281,FG,JH-0500,53,0
135295,XP,MB-4600,20,1
135329,XP,JH-0500,20,1
135356,FG,JH-0500,49,0
135366,FG,MB-4600,37,0
135390,FG,JH-0500,33,1
135403,FG,MB-4600,29,1
135428,FG,OM-0100,51,0
135472,XP,OM-0100,20,1
135495,FG,OM-0100,26,1
135514,XP,RL-0900,20,1
135529,FG,OM-0100,44,0
135544,XP,OM-0100,20,1
135568,XP,JE-0200,20,1
135582,XP,JE-0200,20,1
135593,XP,JE-0200,20,1
135632,FG,JE-0200,20,1
135647,XP,JE-0200,20,1
135664,XP,SJ-0300,20,1
135683,FG,SJ-0300,41,1
135778,FG,MA-0700,46,1
135806,FG,MS-5200,29,1
135815,XP,MA-0700,20,1
135849,XP,MS-5200,20,1
135852,XP,MA-0700,20,1
135886,XP,DA-0300,20,1
135908,FG,DA-0300,26,1
135920,FG,RL-0900,51,0
135944,FG,DA-0300,34,1
135979,FG,DA-0300,22,1
136021,XP,RL-0900,20,1
136028,XP,DA-0300,20,1
136066,XP,JK-0200,20,1
136101,XP,JK-0200,20,1
136116,FG,JK-0200,53,1
136139,FG,JF-0900,55,0
136147,FG,JK-0200,23,1
136175,FG,JF-0900,28,1
136181,FG,JK-0200,38,1
136193,XP,PD-0200,20,1
136209,XP,SG-1100,20,1
136226,FG,PD-0200,35,0
136242,XP,PD-0200,20,1
136266,XP,SG-1100,20,1
136283,XP,SG-1100,20,1
136369,XP,JH-0900,20,1
136380,XP,JE-0200,20,1
136395,XP,JE-0200,20,1
136406,FG,JH-0900,53,1
136457,FG,JE-0200,37,1
136466,XP,JH-0900,20,0
136495,FG,JE-0200,41,1
136519,XP,KB-2300,20,1
136535,FG,SM-0600,29,1
136545,XP,KB-2300,20,1
136569,XP,SM-0600,20,1
136598,FG,KB-2300,48,1
136608,XP,SM-0600,20,1
136617,FG,KB-2300,50,0
136626,FG,SM-0600,20,1
136678,XP,KB-2300,20,1
136689,XP,AE-0700,20,1
136706,XP,AE-0700,20,1
136737,XP,AE-0700,20,1
136752,XP,AE-0700,20,1
136792,XP,AE-0700,20,1
136811,XP,OP-0200,20,1
136846,FG,DB-3900,34,1
136875,XP,BC-3000,20,1
136913,XP,BC-3000,20,1
136945,FG,DB-3900,38,1
136967,FG,BC-3000,26,1
136991,XP,SJ-0300,20,1
137001,XP,SC-0700,20,1
137025,XP,SC-0700,20,1
137039,XP,SJ-0300,20,1
137045,XP,SC-0700,20,1
137077,FG,SC-0700,32,1
137111,FG,SJ-0300,23,1
137121,XP,SC-0700,20,1
137127,XP,SJ-0300,20,1
137138,XP,SJ-0300,20,1
137169,FG,SJ-0300,46,1
137187,FG,JR-1100,26,1
137203,XP,JR-1100,20,1
137218,XP,GA-0300,20,1
137232,FG,JR-1100,23,1
137245,XP,GA-0300,20,1
137260,FG,JR-1100,30,0
137270,XP,GA-0300,20,1
137288,XP,GA-0300,20,1
137340,XP,JW-3300,20,1
137361,XP,JW-3300,20,1
137379,FG,JW-3300,24,1
137394,XP,BG-1300,20,1
137398,FG,JW-3300,53,1
137413,FG,JW-3300,31,1
137428,FG,JW-3300,39,0
137443,XP,JW-3300,20,1
137464,XP,JW-3300,20,1
137494,FG,JH-0500,38,1
137509,FG,AV-0400,23,1
137522,FG,JH-0500,29,1
137537,FG,JH-0500,48,0
137561,XP,JH-0500,20,1
137574,FG,AV-0400,46,0
137582,XP,JH-0500,20,1
137590,XP,AV-0400,20,1
137629,XP,AV-0400,20,1
137649,XP,MV-0100,20,1
137663,XP,MV-0100,20,1
137690,XP,MV-0100,20,1
137700,FG,JC-0900,38,1
137706,FG,MV-0100,41,1
137716,XP,JC-0900,20,1
137730,FG,MV-0100,42,1
137735,XP,MV-0100,20,1
137745,FG,JC-0900,43,1
137754,XP,MV-0100,20,1
137762,XP,MV-0100,20,1
137767,XP,MV-0100,20,1
137810,XP,RL-1300,20,1
137829,FG,RL-1300,34,1
137837,XP,RL-1300,20,1
137853,FG,PE-0100,31,1
137865,XP,RL-1300,20,1
137876,FG,PE-0100,38,1
137914,FG,PE-0100,41,1
137922,XP,PE-0100,20,1
137931,XP,RL-1300,20,1
137945,XP,RL-1300,20,1
137961,XP,PE-0100,20,1
137977,FG,JF-0900,34,1
137989,FG,JF-0900,33,1
138010,XP,AE-0700,20,1
138027,FG,AE-0700,32,1
138032,XP,JF-0900,20,1
138048,XP,JF-0900,20,1
138081,XP,AE-0700,20,1
138094,XP,AE-0700,20,1
138121,FG,AE-0700,24,1
138174,FG,RL-0900,27,1
138201,FG,SG-1100,39,1
138224,FG,SG-1100,37,1
138231,FG,SG-1100,54,0
138240,FG,RL-0900,38,1
138266,XP,RL-0900,20,1
138282,XP,SG-1100,20,1
138291,FG,SG-1100,30,1
138306,FG,RL-0900,29,1
138339,FG,JK-0200,49,1
138357,FG,JC-0900,38,1
138359,XP,JK-0200,20,1
138398,FG,JC-0900,57,0
138422,XP,JC-0900,20,1
138439,FG,JK-0200,23,1
138468,FG,JC-0900,26,1
138492,XP,SJ-0300,20,0
138515,FG,PE-0100,35,1
138526,FG,SJ-0300,36,1
138533,FG,SJ-0300,39,1
138546,FG,SJ-0300,32,1
138557,FG,SJ-0300,33,1
138568,FG,SJ-0300,47,0
138582,FG,PE-0100,50,1
138596,XP,PE-0100,20,1
138627,FG,SJ-0300,49,1
138640,FG,PE-0100,48,1
138666,XP,BC-3000,20,1
138671,XP,TD-2400,20,1
138679,XP,BC-3000,20,1
138711,FG,BC-3000,33,1
138727,FG,BC-3000,36,1
138807,XP,RL-1300,20,1
138818,XP,JB-7100,20,1
138834,XP,RL-1300,20,1
138851,FG,JB-7100,27,1
138863,XP,RL-1300,20,1
138869,FG,JB-7100,58,1
138883,XP,RL-1300,20,1
138907,XP,RL-1300,20,1
138968,XP,SM-0600,20,1
138995,XP,SC-0700,20,1
139020,FG,SM-0600,53,1
139040,XP,SM-0600,20,1
139050,FG,SM-0600,27,1
139088,XP,SC-0700,20,1
139096,XP,SM-0600,20,1
139109,XP,SC-0700,20,1
139133,XP,JE-0200,20,1
139142,XP,MA-0700,20,1
139160,FG,JE-0200,48,1
139174,FG,MA-0700,23,1
139197,FG,JE-0200,29,1
139203,XP,JE-0200,20,1
139210,XP,MA-0700,20,1
139238,FG,JE-0200,21,1
139252,XP,MA-0700,20,1
139259,FG,JE-0200,53,0
139286,FG,CH-2900,48,1
139294,FG,AV-0400,34,0
139306,FG,GA-0300,43,1
139314,XP,AV-0400,20,1
139340,FG,AV-0400,39,0
139354,XP,GA-0300,20,1
139364,FG,GA-0300,46,0
139379,XP,AV-0400,20,1
139388,FG,GA-0300,33,1
139401,XP,AV-0400,20,1
139410,FG,GA-0300,37,1
139416,FG,AV-0400,48,1
139442,XP,AV-0400,20,1
139448,XP,AV-0400,20,1
139455,FG,GA-0300,41,1
139496,FG,OM-0100,43,1
139511,XP,MB-4600,20,1
139516,XP,OM-0100,20,1
139533,FG,OM-0100,23,1
139544,FG,MB-4600,43,1
139567,FG,JF-0800,29,0
139580,FG,OM-0100,48,1
139599,XP,OM-0100,20,1
139645,FG,DA-0300,52,1
139665,XP,DA-0300,20,1
139685,XP,JH-0500,20,1
139696,FG,DA-0300,36,1
139702,FG,JH-0500,48,1
139723,FG,JH-0500,45,1
139765,FG,JH-0500,37,1
139778,XP,DA-0300,20,1
139789,FG,JH-0500,53,1
139808,XP,OP-0200,20,1
139822,FG,OP-0200,48,1
139840,XP,OP-0200,20,1
139857,FG,JH-0900,28,1
139866,XP,JH-0900,20,1
139916,XP,OP-0200,20,1
139927,XP,JH-0900,20,1
139947,FG,OP-0200,37,0
139972,XP,PD-0200,20,1
139982,FG,PD-0200,19,1
139996,FG,JR-1100,30,1
140003,XP,PD-0200,20,0
140024,XP,JR-1100,20,1
140035,XP,PD-0200,20,1
140050,XP,PD-0200,20,1
140069,FG,JR-1100,37,1
140092,FG,PD-0200,22,1
140128,XP,MG-1200,20,1
140141,XP,MG-1200,20,1
140160,XP,MG-1200,20,1
140193,FG,MG-1200,60,0
140200,XP,MV-0100,20,1
140227,XP,MG-1200,20,1
140237,XP,MV-0100,20,1
140251,XP,MG-1200,20,1
140257,XP,MV-0100,20,1
140266,XP,MV-0100,20,1
140279,XP,MV-0100,20,1
140284,FG,MG-1200,62,0
140312,FG,MV-0100,29,1
140321,XP,TD-2400,20,1
140335,FG,MS-5200,31,1
140362,FG,MS-5200,22,1
140373,FG,MS-5200,29,1
140379,XP,MS-5200,20,1
