pid,qtr,min,sec,dwn,yds,pts,player,type
563647,4,8,6,1,19,7,BM-0300,REC
563742,2,0,33,2,7,7,JC-0400,REC
563771,3,6,52,2,34,7,BH-0800,REC
563810,4,6,51,1,1,7,DT-0600,RUSH
563865,1,2,52,2,12,7,RW-1100,REC
563883,2,10,52,2,20,7,DA-0850,REC
563896,2,4,56,2,1,7,DM-1600,RUSH
563958,4,11,12,3,5,7,DM-3100,REC
563972,4,5,27,3,19,7,AL-1100,RUSH
564004,1,9,9,1,5,7,DA-2100,REC
564024,1,1,40,1,3,7,JH-3260,REC
564052,2,6,29,1,2,7,JC-2300,RUSH
564116,4,12,51,3,10,7,TH-0200,INT
564198,1,1,12,2,17,7,MW-2800,REC
564225,2,6,51,1,5,7,DM-0450,RUSH
564244,2,0,39,1,7,7,KW-2300,REC
564397,2,0,48,1,3,7,JB-1700,RUSH
564476,4,1,26,4,4,7,JC-5400,REC
564496,1,8,40,2,7,7,TG-1300,REC
564530,2,9,16,3,25,7,MC-2400,REC
564567,3,11,45,3,4,7,JJ-4700,REC
564580,3,6,29,1,7,7,JG-2900,REC
564690,2,3,20,1,3,7,SS-2100,REC
564746,4,10,21,2,43,6,JK-0250,REC
564781,1,10,52,1,78,7,AP-0700,RUSH
564815,2,12,22,1,4,7,AP-0700,RUSH
564851,2,0,12,1,2,7,JB-2700,RUSH
564867,3,10,23,2,1,7,JB-2700,RUSH
564881,3,5,58,3,77,7,RB-4900,REC
564892,3,1,44,2,4,7,AP-0700,REC
564916,4,6,51,1,1,7,JF-0650,REC
564970,1,2,58,3,20,7,VD-0100,REC
564978,1,1,11,2,5,7,RC-1500,REC
564995,2,9,2,3,10,7,AB-2000,REC
565028,2,0,21,1,12,7,JF-1600,REC
565043,3,9,49,1,2,7,VD-0100,REC
565061,3,3,52,1,8,7,JN-0900,REC
565092,4,8,32,2,2,7,EL-0010,RUSH
565099,4,5,51,2,1,7,FG-0200,RUSH
565155,2,14,16,2,4,7,LF-0200,REC
565195,2,0,32,2,13,7,JC-4300,REC
565218,3,10,42,2,2,7,DW-3200,INT
565239,3,1,53,3,24,7,LF-0200,REC
565249,4,13,1,1,1,8,JC-4300,REC
565357,2,3,2,1,15,7,JW-6000,REC
565363,2,2,1,1,70,7,VC-0300,REC
565382,3,12,42,2,27,7,BC-1200,FUM
565401,3,5,3,1,4,7,JW-6000,REC
565411,3,1,51,3,18,7,VC-0300,REC
565429,4,8,54,3,10,7,VC-0300,REC
565451,4,2,0,1,49,6,BC-0500,INT
565462,4,0,16,3,4,7,BM-3800,REC
565476,1,12,14,1,75,7,DH-0700,FUM
565490,1,9,7,1,25,7,DJ-0200,REC
565542,2,6,18,2,28,7,BC-0700,REC
565557,2,1,2,2,3,7,MV-0300,RUSH
565571,3,13,35,2,34,7,LM-1000,RUSH
565605,3,0,11,1,5,7,AM-2850,RUSH
565615,4,12,29,2,10,6,LH-0600,REC
565653,4,1,20,2,24,7,LH-0600,REC
565660,1,14,50,1,14,7,RM-1200,REC
565685,1,3,16,1,1,7,OD-0100,REC
565701,2,12,30,1,6,7,ER-0500,REC
565735,2,0,26,3,10,7,VB-0300,REC
565750,3,10,46,1,1,7,ER-0500,REC
565764,3,5,2,1,7,7,GG-0400,REC
565781,4,14,44,1,9,7,OD-0100,REC
565797,4,9,38,1,18,7,BC-3100,INT
565831,1,13,1,3,39,7,AD-1450,REC
565941,3,5,8,3,3,7,BP-1200,RUSH
566012,1,8,19,2,2,7,JC-2300,REC
566031,1,0,42,3,2,7,DB-5300,REC
566107,3,2,58,1,12,7,DB-3200,REC
566178,1,8,42,2,8,7,SJ-0200,REC
566199,1,1,31,3,81,7,JJ-4700,REC
566211,2,11,41,1,68,7,OU-0100,INT
566285,3,1,38,1,6,7,TA-1050,REC
566300,4,12,2,3,3,7,AP-0900,REC
566312,4,6,18,1,11,7,JS-4800,RUSH
566332,4,2,16,3,10,7,TA-1050,REC
566377,2,14,13,2,11,7,ER-0500,REC
566399,2,6,46,2,13,7,RC-2300,REC
566435,3,10,12,3,24,7,ER-0500,REC
566453,3,4,49,2,61,7,DJ-0200,REC
566486,4,7,13,3,2,7,MV-0300,RUSH
566495,4,3,17,1,15,7,ER-0500,REC
566524,1,12,36,2,1,7,GG-0400,REC
566540,1,5,19,3,6,7,KW-2550,REC
566616,3,7,53,3,12,7,OD-0100,REC
566660,4,6,45,1,10,7,DW-0500,REC
566666,4,5,6,3,23,7,AV-0300,INT
566684,4,1,56,3,1,8,AF-0900,RUSH
566710,5,10,38,3,3,6,DH-3950,REC
566725,1,9,49,1,18,7,MW-0500,REC
566743,1,3,1,1,10,7,LM-1150,RUSH
566755,2,13,7,2,3,7,CF-0650,REC
566791,2,1,31,1,1,7,AB-2600,RUSH
566827,3,4,45,1,1,7,CC-2100,RUSH
566962,2,0,18,2,13,7,GO-0100,REC
566991,3,6,59,1,40,7,TG-0900,REC
567001,3,4,18,1,4,8,FJ-0100,RUSH
567060,4,0,6,2,2,7,SJ-0600,REC
567165,3,5,18,2,5,7,BP-0650,RUSH
567199,4,9,3,2,5,7,MB-4050,REC
567263,1,2,34,4,35,7,RC-1500,REC
567279,2,11,44,3,14,7,JN-0900,REC
567292,2,7,13,2,3,7,JF-1600,REC
567332,3,8,20,1,15,7,JN-0900,REC
567342,3,4,18,3,6,7,PG-0100,REC
567348,3,2,48,1,32,7,JS-6200,RUSH
567363,4,11,8,4,3,7,JR-1150,REC
567375,4,7,40,3,9,6,SM-3600,REC
567391,1,15,0,0,105,7,CP-0750,KR
567398,1,12,16,3,1,7,MB-1800,REC
567427,1,1,11,1,34,7,BM-0300,REC
567447,2,7,49,3,61,7,BR-1000,FUM
567458,2,3,2,1,44,7,TJ-1000,INT
567466,2,1,17,2,20,7,KR-1200,REC
567549,4,0,16,3,16,7,MB-1800,REC
567580,1,5,20,2,5,7,KO-0300,REC
567588,1,2,46,1,56,7,JG-2900,REC
567680,4,13,1,3,85,7,MF-1400,INT
567760,2,10,31,2,72,7,CJ-1100,REC
567768,2,7,38,1,36,7,AE-0750,REC
567782,2,2,0,1,3,7,CJ-1100,REC
567817,3,7,16,3,66,7,DL-1200,INT
567872,4,2,3,2,1,6,RM-3900,RUSH
567892,1,10,58,1,11,7,MR-0500,RUSH
568028,4,2,57,1,13,6,CH-1200,REC
568091,2,14,31,1,20,7,KM-2900,RUSH
568155,3,9,3,2,2,7,WW-0200,REC
568169,3,3,18,1,1,7,BJ-0600,RUSH
568179,3,0,37,2,25,7,KM-2900,RUSH
568188,4,12,27,3,11,7,JT-2000,REC
568196,4,10,32,4,81,7,TH-1900,PR
568216,4,4,10,1,23,7,DS-0900,REC
568331,3,9,18,2,14,7,ML-2500,RUSH
568356,4,13,51,3,7,7,ML-2500,REC
568386,4,4,26,1,2,7,ML-2500,RUSH
568430,1,1,3,2,7,7,GB-0350,RUSH
568474,2,2,0,1,1,7,DM-4080,REC
568505,3,6,17,1,27,7,GB-0350,REC
568577,1,11,20,1,38,7,EB-0800,INT
568595,1,5,12,2,22,6,JA-2900,REC
568706,4,13,3,1,3,7,JC-2300,RUSH
568714,4,11,43,1,41,7,LM-1000,RUSH
568808,2,7,37,2,16,7,KT-0450,REC
568830,2,0,52,2,5,7,KT-0450,REC
568929,1,9,19,2,3,7,AS-1800,RUSH
568939,1,5,34,2,27,7,RM-3500,REC
568986,2,2,56,2,16,7,JG-2900,REC
569044,4,14,48,3,7,7,DB-3800,RUSH
569064,4,5,29,3,7,7,JG-2900,REC
569088,1,9,41,1,7,7,AG-0500,REC
569145,2,1,13,1,7,7,JL-2300,RUSH
569181,3,2,45,3,1,7,RB-3900,RUSH
569228,4,0,21,3,34,7,JH-6400,REC
569244,1,9,27,2,3,7,GB-0350,RUSH
569247,1,9,12,1,2,7,BG-1800,RUSH
569285,2,11,31,3,24,7,MJ-1000,FUM
569327,3,11,44,2,2,7,JF-3040,RUSH
569343,3,5,36,2,7,7,JJ-4200,REC
569349,3,3,55,1,20,7,AG-1500,REC
569370,4,11,4,1,11,6,MJ-2250,REC
569383,4,4,1,4,6,7,RN-0300,FUM
569474,2,2,49,1,37,7,DS-2700,INT
569481,2,1,5,4,82,7,TD-1800,PR
569499,3,11,9,2,1,7,BP-0650,RUSH
569577,1,9,19,1,2,7,AP-0700,RUSH
569593,1,4,50,1,47,7,JG-2450,REC
569607,2,15,0,2,19,7,JC-0400,REC
569618,2,10,15,2,6,7,CP-2000,RUSH
569638,2,3,39,4,11,7,JC-0400,REC
569697,3,2,42,3,8,7,CP-2000,RUSH
569748,4,0,55,3,7,7,JC-0400,REC
569786,1,2,38,4,2,7,MT-1300,RUSH
569837,2,0,19,3,16,7,BL-0100,REC
569847,3,11,43,1,20,7,BL-0100,REC
569859,3,7,4,2,3,7,CN-0500,RUSH
569879,4,13,37,2,47,7,TG-0900,REC
569930,1,7,7,3,2,7,DB-5300,REC
569960,2,9,15,3,2,7,DM-4300,RUSH
569991,3,11,44,2,24,7,GE-0250,REC
570015,3,3,25,4,4,7,AP-0900,REC
570032,4,12,2,1,24,7,DH-1800,REC
570086,1,9,31,1,17,7,DH-0700,INT
570097,1,5,20,1,12,7,JB-2700,RUSH
570114,2,14,53,3,5,7,JF-0650,REC
570140,2,3,38,1,30,7,AM-2850,RUSH
570223,4,4,2,2,11,7,CJ-1100,REC
570265,1,6,19,1,7,7,JS-4800,REC
570289,2,10,12,2,5,7,DT-0600,RUSH
570322,3,12,45,2,2,7,LT-0550,REC
570359,3,1,1,3,18,7,BH-0800,REC
570400,4,0,43,2,1,7,DS-2170,REC
570421,1,8,9,3,1,7,ZM-0200,REC
570444,2,14,33,1,4,7,ZM-0200,REC
570486,2,0,14,1,11,7,SR-0500,REC
570498,3,11,50,1,23,7,SR-0500,REC
570514,3,6,25,2,2,7,MJ-2500,RUSH
570529,3,1,36,1,35,7,DB-0500,REC
570553,4,9,11,2,3,7,JT-3000,RUSH
570560,4,6,37,2,5,7,TJ-0300,RUSH
570585,1,11,23,2,1,7,TR-0350,RUSH
570604,1,4,20,2,13,7,KH-2900,RUSH
570707,4,4,27,3,6,7,AL-1100,RUSH
570715,4,2,58,3,1,7,AB-2600,RUSH
570742,1,9,11,2,8,7,GS-1050,RUSH
570790,2,7,6,2,51,7,SH-1150,REC
570884,4,10,47,3,33,8,SC-0400,REC
570890,4,9,34,1,69,7,SH-1300,REC
570955,1,5,10,1,5,7,MF-1300,RUSH
570967,1,2,6,4,1,7,MB-5200,RUSH
570988,2,9,8,3,38,7,MW-3600,INT
570997,2,6,35,2,33,7,AB-3500,REC
571045,3,1,57,1,21,7,AB-3500,REC
571072,4,5,55,3,17,7,EB-0600,REC
571078,4,4,9,1,42,6,JP-2000,FUM
571112,1,10,32,2,2,7,ED-0200,REC
571156,2,7,32,1,12,7,WW-0200,REC
571161,2,6,11,3,73,7,DM-3100,REC
571167,2,3,46,3,13,7,JT-2000,REC
571222,3,0,24,1,16,7,MR-0500,REC
571232,4,11,31,1,1,7,RH-2350,RUSH
571256,4,1,22,2,1,7,DM-1600,RUSH
571318,2,6,30,3,20,7,AB-2000,REC
571333,2,0,44,4,34,7,FG-0200,RUSH
571360,3,8,53,3,12,7,VD-0100,REC
571402,4,10,25,2,1,7,AD-1300,RUSH
571417,4,5,47,1,6,8,LK-0200,REC
571424,4,4,32,3,29,7,KH-2900,RUSH
571477,2,13,54,1,53,7,MF-1300,RUSH
571497,2,6,12,1,1,7,MS-4100,RUSH
571501,2,5,51,1,2,7,CJ-1100,REC
571509,2,2,52,1,37,7,RB-4900,RUSH
571562,3,0,27,3,4,7,NF-0100,FUM
571593,4,4,5,4,14,8,AJ-0430,REC
571607,4,0,47,3,10,8,EB-0600,REC
571662,2,12,36,3,41,7,DB-6100,INT
571674,2,5,56,1,1,7,TR-0350,RUSH
571709,3,12,22,1,31,7,CF-0650,REC
571729,3,1,26,3,5,7,RW-1100,REC
571808,2,15,0,1,31,7,GG-0400,REC
571827,2,6,18,2,5,7,AF-0900,REC
571909,4,7,48,1,3,7,ML-2500,RUSH
571923,4,2,51,3,58,7,RS-1000,INT
571991,1,2,17,2,2,7,JC-0400,REC
572109,4,4,59,2,1,7,CO-0300,REC
572173,2,14,0,1,10,7,MB-4050,REC
572189,2,8,45,1,42,7,RW-4050,REC
572197,2,6,57,1,16,7,FJ-0100,RUSH
572250,3,7,22,1,26,7,TS-2300,REC
572342,1,8,19,3,70,7,GJ-0400,REC
572352,1,4,8,1,8,7,LB-0250,RUSH
572372,2,12,52,1,60,7,AP-0700,RUSH
572409,3,11,32,2,1,7,LB-0250,RUSH
572418,3,7,56,1,7,7,AP-0700,RUSH
572426,3,5,16,1,16,7,GJ-0400,REC
572446,4,12,47,2,15,7,JC-5400,REC
572508,1,6,24,3,8,7,MW-2800,REC
572641,4,3,12,1,13,7,LF-0200,REC
572696,2,14,52,3,5,7,SM-1750,REC
572700,2,14,2,2,69,7,VC-0300,REC
572781,3,1,55,4,89,7,DM-1200,PR
572807,4,5,47,3,2,7,JC-2300,REC
572816,4,3,15,3,34,7,DB-3200,REC
572836,1,12,1,3,1,7,DW-0500,REC
572887,2,6,52,3,4,7,NW-0100,REC
572910,2,0,7,1,16,7,JH-6400,REC
572965,4,11,51,1,0,7,KK-1000,FUM
572975,4,8,57,2,34,7,JC-5900,REC
572980,4,7,19,3,77,7,NW-0100,REC
573016,1,7,12,2,26,7,DW-4300,REC
573038,2,13,15,2,5,7,DB-5300,REC
573064,2,2,44,2,34,7,DB-5300,REC
573071,2,1,32,2,52,7,SL-0500,INT
573092,3,9,39,1,13,7,DW-4300,REC
573133,4,7,2,1,56,7,AG-0500,REC
573173,1,10,44,4,5,7,JS-6650,BLPU
573190,1,3,12,3,18,7,MR-0970,REC
573211,2,11,9,3,45,7,DA-0950,INT
573275,3,3,3,3,5,7,PG-0100,REC
573305,4,7,5,1,14,7,RH-1600,RUSH
573338,1,10,24,3,6,7,WW-0200,REC
573352,1,6,3,0,105,7,TH-1900,KR
573382,2,11,12,2,4,7,CP-1950,RUSH
573396,2,5,10,2,4,7,KM-2900,RUSH
573430,3,9,59,1,1,7,DT-0900,REC
573446,3,5,17,2,15,7,DT-0900,REC
573459,3,0,28,2,4,7,WW-0200,REC
573467,4,14,4,4,17,7,SJ-0650,BLPU
573494,4,4,40,1,6,7,JM-0400,REC
573546,2,12,49,3,1,7,MM-5700,REC
573577,2,0,46,1,21,7,TG-1300,REC
573623,4,14,37,1,47,7,LB-0500,RUSH
573638,4,9,50,1,18,7,KT-0450,REC
573657,4,4,28,1,11,7,TG-1300,REC
573686,1,11,56,1,5,7,DS-3300,RUSH
573731,2,8,10,1,27,7,JG-2900,REC
573741,2,3,40,2,5,7,LM-1150,RUSH
573755,2,1,0,3,13,7,DS-3300,REC
573772,3,9,51,2,4,7,BW-0700,REC
573779,3,8,20,1,43,7,JG-2900,REC
573806,4,13,54,3,3,7,CC-2100,REC
573847,1,13,21,1,1,7,FJ-0100,RUSH
573912,2,3,52,3,1,7,WM-0300,RUSH
573918,2,2,41,4,79,7,TB-1060,PR
573934,3,14,1,1,54,7,CS-3400,RUSH
573952,3,6,41,1,1,7,FJ-0100,RUSH
573959,3,5,39,1,37,7,JG-2450,REC
574015,4,1,54,2,44,7,TW-0600,INT
574153,4,9,27,4,1,7,BG-1800,RUSH
574269,2,0,50,3,9,7,CC-2100,REC
574282,3,12,11,1,2,7,RR-0400,RUSH
574319,4,12,10,1,3,7,RR-0400,RUSH
574333,4,8,24,3,25,7,RJ-2000,INT
574385,1,6,21,2,10,7,GT-0100,REC
574401,1,1,16,1,73,7,TH-1850,REC
574411,2,13,20,4,70,7,DH-4250,BLFG
574426,2,6,5,2,28,7,JK-0250,REC
574479,3,4,22,1,29,6,TH-1850,REC
574506,4,8,59,1,3,8,DB-4800,RUSH
574545,1,11,52,4,0,7,DW-3100,PR
574622,3,12,24,3,49,7,CJ-1700,REC
574654,4,15,0,3,9,7,RF-0500,RUSH
574677,4,6,27,1,1,7,JC-2300,RUSH
574720,1,10,38,1,67,7,JB-3650,REC
574740,1,3,30,1,82,7,MG-0800,INT
574762,2,11,42,1,16,7,LK-0200,REC
574789,2,0,31,3,4,7,AP-0900,REC
574851,4,10,28,2,4,7,CS-1500,REC
574861,4,5,54,1,31,7,AP-0900,REC
574931,2,6,2,2,2,7,PT-0400,REC
574940,2,2,47,2,3,7,AJ-0430,REC
574950,2,0,32,2,25,7,PT-0400,REC
575020,4,2,15,1,2,8,BM-0300,REC
575139,3,3,23,2,83,7,JJ-4200,REC
575186,4,2,10,1,13,6,KD-1700,REC
575205,1,11,44,2,5,7,DW-4050,RUSH
575258,2,8,19,1,1,7,LM-1000,RUSH
575313,3,7,7,1,26,7,RR-0130,REC
575328,3,3,53,2,6,7,RR-0130,REC
575357,4,10,35,1,25,7,BC-0700,REC
575366,4,8,32,3,5,7,DJ-0200,REC
575488,3,5,52,1,1,7,RM-3900,RUSH
575534,4,2,28,3,7,7,JD-2600,REC
575556,1,8,14,1,2,7,DB-5300,REC
575569,1,3,24,1,4,7,DM-4300,RUSH
575574,1,2,32,1,4,7,JT-2000,REC
575596,2,9,11,1,2,7,ED-0200,REC
575606,2,5,27,2,9,7,JT-2000,REC
575621,2,0,52,3,1,7,PM-0200,RUSH
575642,3,8,9,3,2,7,WW-0200,REC
575646,3,7,20,2,82,7,TW-2270,REC
575665,3,0,20,1,2,6,DB-5300,REC
575673,4,13,48,2,10,8,JW-6000,REC
575693,4,7,24,1,4,7,CB-1130,REC
575705,4,2,44,3,1,7,KM-2900,RUSH
575721,1,13,37,3,18,7,TB-2700,INT
575747,1,1,40,1,1,7,FG-0200,RUSH
575775,2,5,7,2,2,7,AD-1300,RUSH
575841,4,14,25,3,64,7,VD-0100,REC
575877,1,13,11,1,44,7,RS-3250,REC
575903,1,1,35,1,2,7,DM-3100,REC
575982,3,2,49,2,25,7,CW-3700,FUM
575992,4,15,0,2,5,7,DW-4300,REC
576005,4,10,22,2,7,7,KA-0650,REC
576066,2,14,57,3,4,7,JS-4800,REC
576076,2,11,8,3,20,7,JC-5900,REC
576085,2,7,29,1,16,7,JK-1000,REC
576117,3,8,5,2,4,7,JR-2800,RUSH
576145,4,12,5,3,1,7,KW-2300,REC
576157,4,8,10,2,19,7,JR-2800,RUSH
576176,4,2,0,2,3,7,LT-0550,REC
576199,1,10,1,1,48,7,TJ-1000,INT
576211,1,3,55,2,4,7,BJ-0600,RUSH
576221,2,14,23,3,10,7,BM-0300,REC
576230,2,10,41,1,37,7,RR-0130,REC
576242,2,5,24,1,3,7,BM-0300,REC
576294,3,0,10,1,1,7,BJ-0600,RUSH
576359,1,2,7,4,2,7,SS-2100,REC
576390,2,3,50,2,10,7,MT-1300,REC
576413,3,14,8,3,79,7,BL-0100,REC
576429,3,6,17,3,7,7,CN-0500,RUSH
576463,4,7,44,3,1,7,MT-1300,RUSH
576486,4,1,7,1,23,7,KR-1200,REC
576499,1,11,51,1,4,7,NF-0250,RUSH
576534,2,14,54,2,24,7,VJ-0100,REC
576558,2,7,13,2,12,7,DJ-0200,REC
576572,2,1,8,1,1,7,VJ-0100,REC
576591,3,11,51,2,47,7,RC-2300,REC
576632,4,9,41,1,36,7,DJ-0200,REC
576747,3,12,39,3,55,7,ES-0200,REC
576870,2,8,47,1,39,7,DM-3100,REC
576892,2,1,12,1,7,7,JC-2300,RUSH
576932,3,2,7,1,2,7,JC-2300,RUSH
576982,4,1,45,2,44,7,HA-0200,INT
577014,1,6,5,1,2,7,CH-1230,REC
577053,2,2,48,3,2,7,LK-0200,REC
577081,3,7,46,2,4,7,BQ-0050,REC
577083,3,7,36,0,11,7,DB-0975,FUM
577101,3,0,50,4,98,7,AO-0250,INT
577128,4,3,25,3,1,7,BT-0200,RUSH
577170,1,3,31,2,1,7,JF-0650,REC
577188,2,12,57,2,4,7,CO-0300,REC
577218,2,1,20,2,2,7,GL-0400,REC
577248,3,9,4,2,18,7,RB-4900,REC
577277,4,10,41,1,23,7,JF-0650,REC
577306,4,2,5,3,10,7,JF-0650,REC
577446,3,2,22,1,64,7,JN-0900,REC
577460,4,11,58,2,11,7,JJ-3900,REC
577482,4,2,7,1,18,7,DC-1600,REC
577507,1,10,5,2,3,7,TL-0800,RUSH
577518,1,5,32,1,18,7,AG-1500,REC
577545,2,8,42,1,20,7,GB-0350,REC
577586,3,10,56,3,10,7,MJ-2250,REC
577629,4,10,17,4,22,7,SC-0400,REC
577656,4,1,14,1,40,7,MG-1050,REC
577694,1,12,14,3,3,7,JT-2000,REC
577715,1,2,50,1,20,7,WW-0200,REC
577770,2,0,48,3,59,6,PP-0800,INT
577785,3,12,18,1,1,7,KM-2900,RUSH
577796,3,7,49,1,5,7,MJ-2500,RUSH
577806,3,4,7,3,8,7,KM-2900,RUSH
577830,4,9,13,3,3,7,KM-2900,RUSH
577914,2,2,46,4,1,7,ML-2500,RUSH
577931,2,0,2,3,77,7,JM-2800,FUM
577982,4,7,37,1,3,7,ML-2500,RUSH
578041,1,1,51,3,3,7,TC-0050,REC
578053,2,13,4,2,1,7,SR-0700,RUSH
578071,2,7,39,1,4,7,SR-0700,RUSH
578123,3,6,23,2,3,7,KR-1050,RUSH
578169,4,3,35,3,34,7,KS-2350,REC
578193,4,0,10,2,17,7,KT-0450,REC
578232,1,3,18,3,75,7,LF-0200,REC
578253,2,8,41,1,61,7,VD-0100,REC
578258,2,7,9,1,15,7,AE-0750,RUSH
578275,2,2,0,1,35,7,VD-0100,REC
578305,3,8,17,1,10,6,MF-0950,REC
578342,4,6,40,2,6,7,KH-2900,RUSH
578381,1,8,57,1,4,7,DM-4300,RUSH
578429,2,2,45,4,86,7,DH-1800,PR
578456,3,9,12,2,15,7,TW-2270,REC
578472,3,3,53,1,45,7,AM-2850,RUSH
578505,4,8,56,2,1,7,JR-0250,RUSH
578577,2,12,10,2,22,7,KA-0650,REC
578700,1,7,21,1,31,7,SR-0500,REC
578721,2,13,31,2,15,7,ZM-0200,REC
578746,2,3,43,1,3,7,RM-3900,RUSH
578785,3,7,56,3,1,7,KD-0400,REC
578796,3,3,57,2,2,7,ML-2500,RUSH
578842,4,4,40,1,8,6,JB-6750,REC
578870,1,12,3,3,30,7,TD-0900,FUM
578907,2,13,29,3,19,7,JR-2800,REC
578912,2,12,4,1,59,7,VJ-0100,REC
578931,2,5,40,1,37,7,HD-0300,REC
578962,3,9,10,2,1,7,VJ-0100,REC
578986,4,14,12,2,8,7,JR-2800,REC
579039,1,9,48,3,12,7,JK-1000,REC
579053,1,6,1,2,1,7,BB-2250,RUSH
579063,1,1,45,2,79,7,LR-0600,INT
579097,2,5,21,1,17,7,SR-0700,RUSH
579124,3,14,36,2,23,7,AA-0850,INT
579149,3,4,42,2,8,7,GS-1050,RUSH
579251,1,7,30,1,2,7,DW-4300,RUSH
579273,2,12,44,1,27,7,ER-0500,REC
579349,4,14,13,1,3,7,RM-1200,RUSH
579422,1,2,46,1,1,7,JC-2300,RUSH
579429,2,15,0,3,29,7,DH-3950,REC
579464,2,0,59,3,5,7,AS-1600,RUSH
579551,1,13,32,3,19,7,NR-0350,INT
579575,1,5,52,1,3,7,FJ-0100,RUSH
579598,2,11,7,2,7,7,CC-2100,REC
579639,2,0,28,1,13,7,BG-0600,REC
579658,3,6,53,3,4,7,BG-0600,REC
579727,1,11,12,1,82,7,AG-1500,REC
579745,1,3,6,3,3,7,BP-0600,REC
579794,2,0,46,2,12,7,MJ-2250,REC
579808,3,10,49,2,32,7,TE-0300,REC
579819,3,8,23,3,27,7,CJ-1100,REC
579846,4,12,10,3,50,7,CJ-1100,REC
579993,3,9,23,1,1,7,PT-0100,RUSH
580037,4,9,28,1,9,7,TW-2270,REC
580075,1,14,54,1,45,7,CM-3400,INT
580136,2,1,9,1,1,7,MT-1300,RUSH
580165,3,5,27,2,4,7,ZS-0150,REC
580176,3,0,27,1,19,7,SS-2100,REC
580252,1,6,7,2,2,7,MF-1300,RUSH
580267,2,13,50,1,14,7,RH-1600,RUSH
580270,2,13,38,1,29,7,BO-0400,INT
580290,2,6,15,4,81,7,DH-2700,PR
580304,2,0,33,3,3,7,JR-1150,REC
580328,3,6,43,2,50,7,MF-1300,RUSH
580338,3,3,26,1,3,7,RH-1600,RUSH
580349,4,12,49,1,6,7,MF-1300,RUSH
580356,4,11,4,2,45,7,AR-1200,REC
580377,4,4,2,1,7,7,MB-1800,REC
580391,4,0,49,1,3,7,RH-1600,RUSH
580448,2,6,50,3,20,7,CK-0100,RUSH
580459,2,2,11,1,1,7,FG-0200,RUSH
580480,3,7,25,3,1,7,FG-0200,RUSH
580528,4,7,20,1,66,7,CJ-1700,REC
580536,4,6,29,4,0,7,DR-1200,PR
580549,4,3,24,2,26,7,DW-0500,REC
580577,1,5,28,3,3,7,HM-0200,REC
580695,4,2,2,3,1,7,DC-1600,REC
580715,1,12,29,2,10,7,JF-1600,REC
580738,1,3,48,2,1,7,EL-0010,RUSH
580844,4,8,33,1,1,7,JN-0900,REC
580854,4,6,13,4,2,7,JC-0400,REC
580862,4,3,52,2,20,7,JB-4950,REC
580898,1,8,22,1,17,7,ED-0200,REC
580921,1,1,27,1,11,7,DH-2800,REC
580932,2,12,1,3,12,7,JT-2000,REC
580950,2,5,57,3,20,7,SH-0450,REC
580974,2,0,15,3,8,7,CF-0650,REC
581007,3,5,8,2,10,7,AL-1100,RUSH
581034,4,12,19,2,31,6,DT-0900,REC
581046,4,8,49,1,1,7,KM-2900,RUSH
581115,1,0,49,4,86,7,MS-1300,PR
581133,2,9,41,1,24,7,RR-0130,REC
581190,3,8,45,2,1,7,PH-0500,RUSH
581282,1,4,52,3,1,7,GO-0100,REC
581299,2,12,50,1,12,7,DW-3600,RUSH
581354,3,6,34,2,6,7,CN-0500,RUSH
581370,4,15,0,1,3,7,MT-1300,REC
581406,4,3,0,2,10,7,TW-3900,REC
581458,1,0,56,4,2,7,CJ-1100,REC
581501,2,0,51,3,5,7,DB-5300,REC
581552,4,11,43,1,60,7,TW-2270,REC
581562,4,7,43,2,1,7,JB-2700,RUSH
581566,4,6,54,2,50,7,DB-5300,REC
581575,4,3,37,1,1,7,RB-4900,RUSH
581597,4,0,14,1,1,7,MS-4100,RUSH
581812,2,10,33,3,12,7,AS-0900,REC
581829,2,2,53,1,39,7,JG-2450,REC
581837,2,1,17,1,28,7,DM-1200,REC
581859,3,10,2,1,17,7,FW-0750,REC
581953,1,4,50,3,15,7,LM-1500,REC
581981,2,10,49,3,13,7,SJ-0600,REC
582001,2,3,53,1,69,7,KS-2350,REC
582018,2,0,35,2,15,7,JG-2900,REC
582043,3,5,21,1,13,7,JG-2900,REC
582060,4,14,23,3,1,7,FJ-0100,RUSH
582080,4,7,44,3,42,7,KS-2350,REC
582110,1,11,48,2,19,7,FG-0200,RUSH
582132,1,2,44,2,12,7,CK-0100,RUSH
582148,2,11,58,2,2,7,VD-0100,REC
582161,2,7,56,3,9,7,CK-0100,RUSH
582214,3,3,7,3,29,7,MB-4150,REC
582220,3,0,56,1,2,7,FG-0200,RUSH
582229,4,13,43,2,47,7,DS-2200,FUM
582275,1,6,37,3,4,7,BG-0600,REC
582308,2,9,58,3,5,7,DT-0600,REC
582356,3,8,33,2,14,7,AD-1450,REC
582363,3,6,46,1,2,7,BB-2250,RUSH
582409,4,7,18,2,3,7,SR-0700,RUSH
582437,1,14,55,1,93,7,TP-2400,RUSH
582457,1,7,33,2,7,7,DM-1600,RUSH
582502,2,1,59,2,4,7,DM-1600,RUSH
582556,4,12,17,3,9,7,ES-0200,REC
582590,4,1,27,1,2,8,LB-0250,RUSH
582611,1,10,4,1,9,7,MJ-2250,REC
582624,1,4,26,2,4,7,JG-3700,REC
582659,2,6,18,3,6,7,MJ-2250,REC
