pid,qtr,min,sec,dwn,yds,pts,player,type
205658,3,2,53,2,12,7,DW-2500,REC
205675,4,12,26,1,11,7,KM-0300,REC
205683,4,10,23,2,60,7,JP-2000,FUM
205698,4,3,41,2,5,7,NG-0300,RUSH
205709,4,1,44,4,12,7,MV-0300,RUSH
205724,1,15,0,0,91,7,WP-0500,KR
205742,1,7,35,3,10,7,VH-0200,REC
205750,1,4,12,2,2,7,JS-2700,REC
205781,2,5,44,3,35,7,AR-0200,REC
205832,3,0,38,2,1,7,MR-1000,REC
205850,4,8,25,1,1,6,TB-0400,RUSH
205859,4,5,8,3,1,7,JB-3400,RUSH
205882,1,9,21,2,12,7,RR-1300,REC
205894,1,4,57,2,17,7,BL-1200,REC
205950,2,1,3,3,78,7,AP-1200,INT
206021,4,4,29,3,11,7,CC-4100,REC
206061,1,5,28,3,1,7,JM-2900,RUSH
206083,2,12,29,2,8,7,LF-0200,REC
206119,2,0,20,1,61,7,LL-1000,FUM
206144,3,7,9,1,4,7,LF-0200,REC
206174,4,11,4,2,9,7,JM-2900,RUSH
206270,2,0,34,1,37,7,CB-2500,REC
206348,4,4,28,1,11,7,DD-0400,RUSH
206357,4,3,0,1,60,7,CA-0800,FUM
206397,1,4,54,2,3,7,RJ-1800,RUSH
206403,1,4,12,3,5,7,LE-0300,REC
206409,1,3,47,4,0,7,JP-2400,BLPU
206422,2,12,49,1,62,7,TS-2900,INT
206525,4,3,14,4,4,7,MS-0500,REC
206562,1,2,13,2,1,7,LT-0600,RUSH
206593,2,2,24,1,72,7,AG-0500,REC
206618,3,8,36,3,1,7,LT-0600,RUSH
206701,1,2,5,3,36,7,NB-0800,REC
206722,2,10,5,3,82,7,RM-5000,REC
206736,2,3,28,3,16,7,KJ-1100,RUSH
206807,4,8,53,3,37,7,NB-0800,REC
206815,4,6,17,3,9,8,RW-3200,REC
206828,4,1,43,3,11,7,MW-2900,RUSH
206840,4,0,12,1,1,6,RW-3200,REC
206848,1,13,2,1,31,7,JS-4400,REC
206903,2,4,49,2,15,7,DS-1600,FUM
206912,2,2,34,1,16,7,JS-4400,REC
206937,3,11,52,3,32,7,DD-2600,REC
206943,3,10,22,2,37,7,FT-0100,RUSH
206978,4,9,53,4,1,7,GJ-1100,RUSH
207008,4,1,11,1,6,8,AC-1300,REC
207013,1,15,0,0,97,7,DH-0600,KR
207035,1,4,56,2,5,7,LJ-0900,RUSH
207047,1,0,7,3,22,7,RS-2100,REC
207061,2,9,41,1,7,7,EK-0300,REC
207077,2,4,12,1,32,7,LJ-0900,RUSH
207114,3,8,18,3,48,7,SP-0300,REC
207137,4,14,19,2,18,7,EK-0300,REC
207173,4,4,16,1,4,7,GH-0900,RUSH
207204,1,5,32,1,12,7,JR-2000,REC
207216,2,15,0,3,1,7,CM-0600,RUSH
207233,2,7,49,3,3,7,CM-0600,RUSH
207248,2,1,55,1,32,7,SM-3600,REC
207263,2,0,7,3,6,7,JS-6400,REC
207278,3,9,27,3,7,6,SM-3600,REC
207313,4,8,20,2,5,7,JM-2200,REC
207345,1,9,18,1,18,7,TJ-1500,REC
207358,1,3,12,2,17,7,DB-1700,REC
207365,1,1,11,2,32,7,JP-3400,REC
207384,2,8,48,3,23,7,DB-1700,REC
207406,2,2,0,1,18,7,JP-3400,REC
207412,2,1,33,1,7,7,BT-1000,REC
207442,3,7,37,1,45,7,DG-0100,REC
207451,3,4,35,3,3,7,JP-3400,REC
207473,4,11,57,4,3,7,DM-0500,REC
207507,4,1,23,3,1,7,BV-0200,RUSH
207559,2,10,14,2,2,6,CL-0900,REC
207576,2,3,28,2,7,7,KJ-0700,REC
207659,4,2,0,2,2,6,DL-1100,RUSH
207669,1,15,0,0,98,7,AS-3400,KR
207679,1,11,32,3,3,7,JG-0500,REC
207757,3,9,16,4,59,7,JG-0500,PR
207801,4,3,37,2,4,7,JH-5200,REC
207813,4,0,38,2,7,7,DS-3600,REC
207920,3,6,0,3,29,7,MH-1200,REC
207935,3,0,31,2,3,7,EJ-0200,RUSH
207947,4,12,54,4,13,7,TH-1100,REC
207994,1,10,6,2,31,7,KF-0200,REC
208005,1,6,34,1,2,7,SM-3400,RUSH
208039,2,7,6,3,3,7,CD-1500,RUSH
208083,3,6,55,1,1,7,TM-2800,RUSH
208095,3,2,15,3,2,7,CD-1500,REC
208123,4,4,6,1,2,7,DG-2100,REC
208133,4,2,13,1,1,6,SM-3400,RUSH
208143,4,1,29,4,21,6,DT-1300,REC
208182,2,14,55,2,12,7,RM-5000,REC
208201,2,6,40,4,1,7,AG-1600,RUSH
208204,2,6,30,1,68,7,NB-0800,REC
208215,2,1,23,2,22,7,BF-1100,REC
208218,2,1,8,1,38,7,MB-2000,REC
208240,3,7,47,2,9,7,JW-0400,REC
208273,4,8,31,3,15,7,CC-1800,INT
208289,4,3,38,4,3,7,DD-2600,REC
208316,1,13,29,3,5,7,JP-3400,REC
208346,1,2,20,2,6,7,LJ-0900,RUSH
208359,2,11,45,2,3,7,ZC-0200,RUSH
208370,2,6,47,3,2,7,TG-1300,REC
208387,2,2,0,1,26,7,TG-1300,REC
208397,2,0,30,3,32,7,AW-1000,REC
208460,4,6,17,1,4,7,LJ-0900,RUSH
208506,1,12,11,2,23,7,RD-1800,REC
208529,1,4,29,1,8,7,RD-1800,RUSH
208537,1,1,50,1,13,7,AS-2500,RUSH
208571,2,4,1,3,7,7,RS-2100,REC
208640,4,7,1,1,23,7,RD-1800,RUSH
208679,1,5,35,1,5,7,CJ-1200,REC
208702,2,12,56,2,1,7,TB-0400,RUSH
208769,3,1,25,2,1,7,RJ-1800,RUSH
208813,4,0,52,2,4,6,CJ-1200,REC
208937,4,6,49,2,5,7,RR-1300,REC
208968,4,0,37,3,39,7,PC-0900,REC
209018,2,11,34,1,1,7,KJ-1100,RUSH
209088,3,3,49,1,38,6,LB-0900,INT
209115,4,7,13,2,15,7,JM-3300,REC
209163,1,4,59,3,74,7,LT-0600,REC
209198,2,7,14,2,19,7,EP-0100,REC
209236,3,9,28,3,4,7,AG-0500,REC
209246,3,6,14,1,3,7,JM-6800,REC
209259,4,15,0,1,16,7,LT-0600,RUSH
209261,4,14,55,0,88,7,DR-1300,KR
209301,4,1,0,1,21,8,BS-4100,REC
209327,1,8,38,2,1,7,DD-0400,RUSH
209364,2,6,52,3,10,7,AJ-0900,REC
209445,4,3,33,2,66,7,AP-0500,FUM
209534,2,3,33,4,1,7,AB-2900,RUSH
209558,3,12,2,3,39,7,DS-3600,REC
209573,3,5,51,1,16,7,WD-0700,RUSH
209575,3,5,45,0,96,7,ML-1700,KR
209700,2,1,56,2,16,7,DG-2100,REC
209754,4,12,42,2,6,7,DB-3600,REC
209765,4,9,41,1,15,7,SM-3600,REC
209803,1,10,28,1,36,7,PB-1000,REC
209816,1,4,32,1,5,7,JL-1400,RUSH
209881,3,6,30,3,2,7,JT-4300,REC
209969,2,11,25,1,3,7,WM-0300,RUSH
210001,2,0,29,3,8,7,LE-0300,REC
210032,3,4,25,1,1,7,WM-0300,RUSH
210049,4,13,33,2,33,7,LE-0300,REC
210054,4,12,49,1,27,7,SW-1400,RUSH
210070,4,6,22,1,1,7,KB-0300,RUSH
210108,1,4,31,1,31,7,AB-2000,REC
210150,2,4,51,1,1,7,SA-0600,RUSH
210194,3,3,13,1,17,7,SA-0600,RUSH
210206,4,14,57,1,23,7,SA-0600,RUSH
210215,4,11,40,2,29,7,LF-0200,REC
210242,4,2,37,1,29,7,LF-0200,REC
210268,1,7,28,2,15,7,MM-5500,REC
210279,1,1,59,3,22,7,MC-1500,REC
210291,2,11,18,3,6,7,MM-5500,REC
210334,3,9,12,1,4,7,KC-1500,REC
210343,3,6,34,2,6,7,MC-1500,REC
210366,4,12,21,3,2,6,MS-0700,REC
210377,4,8,23,1,14,6,JG-0500,REC
210389,4,4,48,1,17,7,KM-2800,INT
210422,1,9,7,1,18,7,DT-1300,REC
210428,1,7,43,3,58,7,DN-1400,REC
210582,1,9,12,3,5,7,SJ-0200,RUSH
210596,1,1,43,2,7,7,FM-0500,REC
210662,3,7,48,2,7,7,IB-0200,REC
210850,3,1,39,1,75,7,MC-1500,REC
210900,1,14,55,1,76,7,CC-1300,REC
210910,1,11,28,1,1,7,TJ-2600,REC
210966,2,7,13,3,6,7,JJ-2700,INT
210997,3,11,28,1,2,7,JL-1400,RUSH
210999,3,11,24,0,95,7,WW-0200,KR
211015,3,5,19,3,35,7,SM-3400,RUSH
211095,1,6,20,1,3,7,WM-0300,RUSH
211103,1,3,36,3,16,7,AR-0200,REC
211174,3,12,39,3,30,7,NC-0200,INT
211207,4,13,32,3,18,7,JH-2100,FUM
211237,4,1,22,1,1,7,WM-0300,RUSH
211281,1,0,31,1,7,7,AS-3400,RUSH
211318,2,1,10,3,1,7,DM-0700,RUSH
211356,3,4,39,1,9,7,MM-5500,REC
211361,3,3,18,1,44,7,JH-5200,REC
211396,4,5,12,2,9,8,MM-5500,REC
211424,1,12,58,1,2,7,TJ-2700,RUSH
211445,1,3,29,1,17,7,BF-1100,REC
211461,2,13,25,1,38,7,WH-0600,REC
211466,2,12,4,3,43,7,DS-1600,INT
211479,2,6,21,2,25,7,JW-0400,REC
211522,3,5,52,2,1,7,TJ-2700,RUSH
211594,1,7,21,1,7,7,MH-1200,REC
211603,1,4,23,3,38,7,AL-0600,REC
211636,2,5,53,3,2,7,PH-0200,REC
211641,2,4,59,3,71,7,RW-1100,REC
211677,3,7,10,2,5,7,JP-3200,RUSH
211748,1,4,54,3,6,7,JW-1900,REC
211823,3,5,30,3,9,7,SH-0600,REC
211878,4,1,27,1,1,7,DD-0400,RUSH
211913,1,2,54,3,4,7,SB-2200,REC
211941,2,6,1,2,1,7,MV-0400,REC
211977,3,8,54,2,8,7,DB-3600,REC
212002,4,14,29,2,6,7,CD-1500,RUSH
212150,3,3,44,3,1,7,GJ-1100,RUSH
212242,2,14,23,2,5,7,RJ-1800,RUSH
212264,2,8,8,2,20,7,TH-2700,REC
212319,3,6,31,1,36,7,RG-0700,INT
212324,3,5,3,3,6,7,RJ-1800,RUSH
212349,4,10,19,1,3,7,RJ-1800,RUSH
212361,4,6,17,3,3,7,FM-0500,REC
212443,2,2,26,2,1,7,DF-1300,RUSH
212457,2,0,19,3,10,7,RK-0900,REC
212515,4,7,17,2,13,7,MF-0800,REC
212525,4,4,15,1,2,7,LJ-0900,RUSH
212535,4,2,20,4,14,7,LJ-0900,REC
212566,1,6,24,2,2,7,PP-1000,REC
212576,1,3,9,2,1,7,SA-0600,RUSH
212601,2,7,7,3,48,7,DH-0700,INT
212610,2,3,31,3,3,7,DJ-0100,REC
212646,3,7,38,1,3,7,JS-6400,REC
212683,4,4,32,2,1,7,MH-1600,RUSH
212703,4,0,3,3,3,6,BF-0400,REC
212752,2,8,2,1,27,7,IB-0200,REC
212760,2,4,21,1,8,7,CB-0300,REC
212774,2,1,7,1,44,7,TH-2300,REC
212787,3,13,37,1,20,7,SJ-0200,RUSH
212789,3,13,30,0,94,7,JC-5400,KR
212819,3,1,23,1,38,6,JV-0500,INT
212849,4,5,11,2,19,8,TH-2300,REC
212912,1,10,12,1,39,7,KB-2400,FUM
212960,2,5,48,1,21,7,CS-0800,REC
212973,2,1,12,3,32,7,DB-1700,REC
213017,3,1,4,2,2,7,AS-2500,RUSH
213049,4,4,11,2,17,6,RW-3200,REC
213079,1,10,47,2,6,7,CC-4300,REC
213136,2,1,23,3,4,7,RR-1300,REC
213166,3,5,48,2,28,7,RM-5000,REC
213195,4,10,44,1,1,7,LB-0400,RUSH
213224,4,0,12,2,38,8,MR-1400,REC
213268,2,13,0,3,2,7,VS-0100,REC
213330,3,0,52,3,7,7,JW-6000,REC
213335,4,15,0,2,15,7,DT-2000,REC
213345,4,12,4,3,3,7,TB-0400,REC
213367,4,1,52,4,1,8,JJ-4800,RUSH
213375,4,0,16,1,3,7,TB-0400,RUSH
213420,2,9,32,2,26,7,KM-0900,REC
213438,2,3,0,2,13,7,AB-1100,REC
213467,3,10,36,1,47,7,SM-3600,REC
213525,4,0,16,1,1,7,AG-0500,REC
213567,1,11,36,3,15,7,TH-2300,REC
213600,2,13,35,2,1,7,MF-0300,RUSH
213613,2,8,23,1,19,7,BE-0600,REC
213687,4,13,49,1,23,7,DJ-0100,REC
213715,4,2,16,3,17,7,CC-2300,REC
213730,1,13,36,3,68,7,MW-2900,REC
213740,1,9,57,1,20,7,RM-5000,REC
213775,2,10,28,3,4,7,BF-1100,REC
213791,2,6,38,2,19,7,NB-0800,REC
213850,4,13,39,1,1,7,ND-0100,RUSH
213860,4,10,26,1,34,7,RM-5000,REC
213904,1,7,27,3,2,7,JM-6800,REC
213920,1,0,41,1,1,7,EJ-0200,RUSH
213940,2,8,16,1,19,7,DC-1600,REC
213952,2,4,37,2,35,7,RW-1100,REC
213968,2,0,8,2,1,7,PM-0200,RUSH
213981,3,9,6,3,9,7,RS-2100,REC
213996,3,1,17,2,35,7,JP-4400,REC
214004,4,12,59,2,43,7,RW-1100,REC
214018,4,7,48,1,1,7,TB-1000,RUSH
214029,4,2,8,3,2,7,DR-1300,RUSH
214043,1,12,9,2,18,7,AC-2700,REC
214050,1,9,27,1,57,7,KC-2700,REC
214057,1,8,5,2,62,7,WD-0700,RUSH
214083,2,10,6,2,19,7,WD-0700,RUSH
214093,2,5,36,2,28,7,TH-2300,REC
214106,2,1,17,4,68,7,AR-1700,PR
214129,3,10,12,3,6,7,PP-1000,REC
214176,4,2,0,3,4,7,TD-2200,RUSH
214220,1,2,1,3,3,7,JB-3400,RUSH
214255,2,3,17,4,75,7,SM-3600,PR
214293,3,4,9,2,86,7,RT-1200,INT
214319,4,6,4,2,4,7,HW-0100,REC
214468,3,1,37,3,5,7,DG-1200,REC
214491,4,7,21,1,1,7,TB-2300,RUSH
214539,1,6,22,3,2,7,FM-0500,REC
214556,2,14,21,1,7,7,BW-1000,REC
214564,2,10,47,3,7,7,DC-4400,RUSH
214570,2,10,15,1,10,7,FM-0500,ORCV
214672,4,2,7,1,32,7,MR-1400,REC
214704,1,4,28,1,4,7,DL-1100,RUSH
214735,2,5,5,2,3,7,CL-0900,REC
214743,2,2,7,1,10,7,WD-0700,RUSH
214815,4,3,27,3,2,7,CL-0900,REC
214847,1,6,58,1,60,7,DB-3600,REC
214882,2,7,12,2,9,7,DG-1200,REC
214892,2,2,31,2,87,7,RH-1100,INT
214911,3,10,58,1,5,7,JB-3400,RUSH
214921,3,7,34,1,25,7,CD-1500,RUSH
214933,3,2,45,4,30,7,HW-0100,REC
214969,4,2,32,3,23,7,DB-3600,RUSH
214977,4,0,56,2,7,7,PB-1000,REC
215032,2,10,2,3,6,7,LS-1000,REC
215053,2,1,16,2,4,7,DG-1200,REC
215070,3,11,9,1,2,7,MV-0400,REC
215091,3,3,39,1,10,7,BW-1000,REC
215103,4,13,49,1,2,7,CD-1500,RUSH
215138,4,1,55,2,30,7,GL-0300,REC
215155,1,11,56,2,2,7,CA-1000,REC
215182,1,2,10,3,18,7,DB-3600,REC
215202,2,9,4,1,73,7,RM-5000,REC
215212,2,4,52,2,5,7,TD-2500,REC
215259,3,5,10,1,8,6,CD-1500,RUSH
215295,4,9,32,1,2,7,CD-1500,RUSH
215323,4,3,9,2,5,6,CA-1000,REC
215389,2,6,44,4,1,7,DC-0700,RUSH
215403,2,0,34,2,1,7,JP-2400,REC
215499,1,5,28,1,4,7,DM-0700,RUSH
215510,1,0,37,3,33,7,SS-2100,REC
215534,2,4,43,2,2,7,DM-0700,RUSH
215583,3,0,23,1,1,7,SD-0400,RUSH
215671,2,13,47,1,1,7,RJ-1800,RUSH
215692,2,5,15,1,68,7,FJ-0200,REC
215707,2,0,52,1,20,7,KW-0300,REC
215727,3,9,55,3,18,7,JJ-2900,REC
215818,1,5,2,2,9,7,MP-1500,REC
215940,4,4,17,3,3,7,MW-2700,REC
215994,2,15,0,3,33,7,JJ-5200,REC
216023,2,4,23,2,30,7,JS-4400,REC
216032,2,0,52,1,9,7,DJ-0100,REC
216053,3,8,45,2,7,7,JS-4400,REC
216123,1,13,46,1,35,7,LJ-0900,RUSH
216144,1,3,12,2,3,7,PH-0600,RUSH
216236,4,15,0,1,4,7,LJ-0900,RUSH
216276,4,0,34,3,23,7,CB-0300,REC
216393,3,4,52,2,2,7,RM-3100,REC
216410,4,13,17,2,9,7,SM-3400,RUSH
216424,4,9,24,4,2,7,KJ-0800,REC
216427,4,9,19,1,60,7,MB-2800,REC
216458,4,0,4,2,85,7,JT-0900,FUM
216484,1,2,58,3,88,7,DS-1600,INT
216496,2,15,0,2,23,7,AS-1700,REC
216521,2,4,44,3,2,7,AS-1700,REC
216609,4,1,34,3,71,7,CW-2200,RUSH
216633,1,8,3,2,20,7,JS-2700,REC
216663,2,11,24,2,18,7,KD-0100,INT
216702,3,12,20,2,5,7,BJ-0600,RUSH
216707,3,11,54,1,21,7,TB-0400,RUSH
216717,3,7,11,3,1,6,LF-0200,REC
216720,3,7,4,0,95,7,WP-0500,KR
216747,4,11,38,1,13,7,PB-1000,REC
216761,4,8,43,4,52,7,CM-3100,PR
216804,1,8,28,2,1,7,BT-1000,REC
216816,1,2,52,2,3,7,HM-0200,REC
216839,2,8,59,1,63,7,AR-0200,REC
216865,3,11,42,1,11,7,WP-0100,RUSH
216886,3,2,7,2,5,7,VH-0200,RUSH
216943,1,6,58,2,2,7,LT-0600,RUSH
216967,2,13,41,3,20,7,PC-0900,REC
216977,2,9,53,2,13,7,KJ-0700,REC
216994,2,2,11,3,20,7,KM-0900,REC
217014,3,10,38,3,17,7,KM-0900,REC
217028,3,5,42,1,5,7,JJ-4800,RUSH
217069,4,3,10,3,2,7,KJ-0700,REC
217133,2,9,52,1,35,7,BL-1200,REC
217141,2,7,6,4,75,7,OA-0100,PR
217157,2,1,19,3,6,7,AB-0800,REC
217178,3,11,39,2,9,7,KB-0300,RUSH
217207,4,13,29,2,29,6,IB-0200,REC
217244,4,2,16,4,6,7,BM-0100,REC
217345,3,11,33,1,1,7,TJ-2700,RUSH
217503,3,8,48,2,28,7,MH-1200,REC
217514,3,5,14,1,26,7,BU-0300,REC
217559,4,2,44,1,30,7,CJ-2500,INT
217577,4,0,20,3,17,7,DW-2700,REC
217613,1,3,12,1,7,7,MV-0300,RUSH
217622,1,0,13,1,1,7,TD-2200,RUSH
217634,2,11,28,1,9,7,BW-1000,REC
217752,1,11,46,1,19,7,TH-2300,REC
217840,3,5,51,2,7,7,SJ-0200,RUSH
217931,1,3,43,1,1,7,DG-2100,REC
217938,1,1,20,1,1,7,SD-0400,RUSH
217979,2,1,48,1,1,7,SD-0400,RUSH
218006,3,6,19,1,24,7,MV-0400,INT
218026,4,14,51,3,1,7,SD-0400,RUSH
218081,1,10,18,2,3,7,TJ-2700,RUSH
218084,1,10,2,1,51,6,RW-3200,REC
218124,2,11,53,4,73,7,BW-0100,PR
218146,2,1,20,1,28,7,MM-5500,REC
218149,2,1,9,1,41,7,MB-4100,INT
218195,4,12,20,1,16,7,TJ-2700,RUSH
218229,1,14,19,2,70,7,CJ-1200,REC
218245,1,7,25,3,12,7,TH-2700,REC
218309,2,0,17,2,8,7,MS-0500,REC
218358,3,2,14,1,16,7,TH-2700,RUSH
218391,4,3,22,1,5,8,DC-4400,RUSH
218439,2,12,19,3,16,7,LT-0600,RUSH
218456,2,4,59,1,4,7,LT-0600,RUSH
218476,3,14,56,1,25,7,CB-0100,INT
218528,4,8,53,1,3,7,KJ-0800,RUSH
218566,1,9,56,3,42,7,DD-2600,REC
218580,1,3,52,1,1,7,SH-0600,REC
218665,3,2,36,2,80,6,BE-0200,REC
218700,4,3,47,3,19,7,RF-0300,REC
218707,4,2,0,2,62,7,SH-0600,REC
218718,4,0,10,3,4,7,TF-0400,REC
218739,1,8,11,2,16,7,HW-0100,REC
218758,2,15,0,1,14,7,HW-0100,REC
218811,3,7,10,3,3,7,DD-0400,REC
218820,3,3,57,1,10,7,WP-0100,RUSH
218992,4,8,33,3,6,7,RC-0700,RUSH
219034,1,9,38,3,7,7,LC-0800,REC
219141,4,14,24,2,4,7,RM-3100,REC
219155,4,8,24,1,1,7,JS-5200,REC
219191,1,14,17,3,68,7,TO-0200,REC
219211,1,7,20,1,6,7,LS-1000,REC
219238,2,11,50,3,42,7,TO-0200,REC
219242,2,11,26,1,2,7,BW-1000,REC
219301,3,1,48,2,6,7,GL-0300,REC
219325,4,3,47,2,6,7,LG-0500,RUSH
219381,2,8,27,1,6,7,JJ-5200,REC
219395,2,3,59,2,14,7,SA-0600,RUSH
219407,2,0,36,1,35,7,JS-6400,REC
219425,3,10,18,2,5,7,BF-0400,REC
219479,4,4,1,1,1,8,TD-2200,RUSH
219557,2,2,41,2,1,7,MA-0600,RUSH
219589,3,5,19,3,3,7,CW-2200,RUSH
219657,1,7,54,1,2,7,TF-0600,REC
219777,4,12,1,2,21,7,BK-0100,INT
219795,4,6,28,3,12,7,DM-0500,REC
219825,1,9,35,4,1,7,PH-0600,RUSH
219846,2,15,0,2,1,7,LJ-1500,RUSH
219852,2,13,19,1,6,7,LJ-0900,RUSH
219909,3,9,29,1,64,7,RM-5000,REC
220051,3,13,2,1,70,7,TG-1100,REC
220114,4,3,55,4,39,7,SM-3600,REC
220125,4,2,44,1,70,7,SM-3600,REC
220147,1,13,37,3,1,7,BJ-0600,RUSH
220169,1,4,27,3,6,7,TB-0400,REC
220180,2,14,25,3,21,7,JH-5200,REC
220213,2,2,0,1,12,7,TB-0400,RUSH
220338,1,3,50,1,9,7,DB-2400,REC
220363,2,10,14,2,15,7,MJ-0800,REC
220376,2,4,0,3,8,7,WM-0300,RUSH
220433,4,12,14,1,12,7,TD-2200,RUSH
220475,1,13,51,1,18,7,CJ-1200,REC
220567,3,7,11,2,36,7,CH-2800,REC
220592,4,13,34,1,2,7,TJ-2700,RUSH
220597,4,12,3,2,40,7,CJ-1200,REC
220652,1,5,15,2,5,7,JG-0500,REC
220660,1,2,11,4,37,6,RF-0300,REC
220677,2,10,39,2,10,7,JG-0500,REC
220696,2,4,31,2,20,7,AC-1300,REC
220805,1,4,14,1,2,7,EJ-0200,RUSH
220934,1,10,13,1,1,7,RB-3900,RUSH
220966,1,0,17,2,18,7,RM-3100,REC
220993,2,5,51,3,1,7,SS-2100,REC
221000,2,4,22,2,42,7,CC-1300,REC
221011,2,0,58,1,3,7,SS-2100,REC
221073,4,7,21,1,53,7,SS-2100,REC
221096,1,14,53,1,24,7,TT-0400,REC
221133,1,0,38,2,13,7,TT-0400,REC
221164,2,5,44,1,53,7,TW-3200,REC
221177,2,1,59,3,13,6,EC-0400,REC
221238,4,11,45,1,1,7,DM-0700,RUSH
221326,2,5,55,3,21,7,EW-0800,REC
221337,2,2,0,3,1,7,JS-5200,RUSH
221356,3,12,17,2,33,7,JR-1000,FUM
221384,4,15,0,3,3,7,FT-0100,RUSH
221445,5,9,3,3,36,6,JS-4400,REC
221453,1,12,32,2,8,7,LJ-1500,REC
221521,2,4,39,1,18,6,BW-1000,RUSH
221554,3,10,25,2,4,7,TO-0200,REC
221577,3,0,49,2,5,7,BW-1000,REC
221617,4,2,23,1,27,7,DG-0100,REC
221645,1,9,52,1,4,7,CD-1500,RUSH
221648,1,9,43,1,85,7,HW-0100,REC
221766,4,10,46,1,7,7,CD-1500,RUSH
221795,4,1,25,1,4,7,HW-0100,REC
221826,1,3,38,1,15,7,AB-0800,REC
221850,2,8,53,3,6,6,DB-2600,RUSH
221855,2,7,56,2,89,7,BL-1200,REC
221860,2,6,49,3,34,7,TP-0400,INT
221868,2,3,38,2,6,6,JW-6000,REC
221902,3,9,25,1,1,7,JJ-4800,RUSH
221926,3,0,43,3,13,7,BL-1200,REC
221932,4,14,54,1,1,7,JJ-4800,RUSH
221966,4,1,56,3,14,8,KJ-0700,REC
222002,1,4,30,2,25,7,SA-0600,RUSH
222072,3,11,55,1,1,7,SA-0600,RUSH
222078,3,11,25,1,1,7,SA-0600,RUSH
222108,4,15,0,3,1,7,SA-0600,RUSH
222172,1,6,28,1,16,7,BT-1000,REC
222194,2,12,44,3,85,7,AA-1500,INT
222220,2,2,15,1,13,7,MF-0300,REC
222242,3,9,38,1,32,7,TH-2300,REC
222260,3,3,28,2,4,7,BJ-2200,REC
222264,3,2,47,1,25,7,AO-0200,FUM
222274,4,15,0,1,10,7,KC-2700,REC
222340,1,4,27,2,1,7,LT-0600,RUSH
222355,2,13,9,1,15,7,KM-0900,REC
222368,2,9,39,1,3,7,LT-0600,RUSH
222383,2,3,39,2,5,7,PB-1000,REC
222390,2,2,0,1,4,7,DT-2000,REC
222413,3,13,15,1,26,7,KM-0900,REC
222437,3,3,3,3,14,7,AG-0500,REC
222463,4,8,34,2,5,7,LT-0600,RUSH
222518,1,3,39,2,44,7,MA-1000,RUSH
222523,1,2,42,1,12,7,RS-2100,REC
222583,3,8,40,4,1,7,JP-3200,RUSH
222641,4,2,6,4,21,7,SP-0300,REC
222665,1,7,50,1,5,7,AC-2700,REC
222686,2,12,58,1,1,7,TD-2200,RUSH
222709,2,3,46,1,37,7,WD-0700,RUSH
222802,4,2,39,4,16,7,TW-3200,REC
222901,3,3,16,1,1,7,JL-1400,RUSH
223022,2,1,14,1,1,7,JJ-2900,REC
223047,3,7,45,2,4,7,MN-0700,REC
223158,2,6,53,2,2,7,DC-0800,REC
223175,2,0,48,1,1,7,DC-0800,REC
223197,3,9,2,2,45,7,JS-4400,REC
223275,1,10,3,2,3,7,PH-0600,RUSH
223300,2,14,8,3,8,7,EK-0300,REC
223323,2,4,47,2,40,6,SB-1700,INT
223325,2,4,41,0,96,7,DH-0600,KR
223340,2,1,18,1,7,7,TO-0200,REC
223377,3,2,0,1,3,8,MB-0800,REC
223400,4,9,1,2,1,7,LS-1000,REC
223427,4,1,33,2,15,7,DH-0600,REC
223463,1,1,37,1,1,7,CD-1500,RUSH
223488,2,6,26,1,11,7,KM-0900,REC
223493,2,5,34,2,30,7,TD-2500,REC
223501,2,2,52,2,8,7,LT-0600,RUSH
223536,3,6,19,1,1,7,LT-0600,RUSH
223550,3,0,26,3,28,7,RC-0100,REC
223586,4,0,46,1,1,7,DE-0400,INT
223600,1,9,43,1,1,7,WM-0300,RUSH
223644,2,5,43,2,4,7,AB-2900,RUSH
223747,1,13,6,2,31,7,PB-1000,REC
223770,1,5,17,3,13,7,SJ-0200,REC
223778,1,2,50,4,1,7,AT-0900,REC
223795,2,12,26,3,17,7,PB-1000,REC
223818,2,4,14,2,1,7,SJ-0200,RUSH
223870,3,5,34,1,31,7,JS-2700,REC
223910,4,5,39,1,22,7,TH-2300,REC
223925,4,2,0,3,16,7,TB-0400,RUSH
223960,1,3,10,2,2,7,LJ-1500,RUSH
224063,4,9,3,2,63,7,PC-0900,REC
224152,2,5,4,2,8,7,KJ-1100,RUSH
224165,2,1,22,3,41,7,MP-1300,REC
224177,3,14,18,3,80,7,JG-0500,REC
224253,1,11,37,1,25,7,RW-1100,REC
224310,2,1,21,3,11,7,MH-1200,REC
224333,3,8,0,3,8,7,EJ-0200,REC
224356,4,13,16,2,24,7,MH-1200,REC
224375,4,4,36,4,6,7,BS-0800,REC
224449,2,2,44,3,1,7,RR-1300,REC
224481,3,7,24,1,4,7,MS-0800,REC
224491,3,4,14,2,3,7,SA-0600,RUSH
224535,4,1,27,2,6,7,DJ-0100,REC
224557,1,15,0,1,9,7,BM-3400,FUM
224579,1,8,10,3,78,7,DJ-1500,FUM
224646,2,0,12,3,17,6,LF-0200,REC
224699,4,8,36,2,27,7,AB-2000,REC
224733,1,12,38,3,2,7,KM-0300,REC
224747,1,7,37,2,21,7,DM-0300,REC
224779,2,8,35,1,19,6,MG-0100,REC
224794,2,3,25,1,11,7,SD-0400,RUSH
224837,3,3,14,1,26,6,DD-2600,REC
